record_id,paper_id,tea_type,material_form,component_group,compound_name,activity_category,endpoint_label,study_type,evidence_level,model_system,dose_exposure,effect_direction,processing_step,extraction_method,cultivar,origin,mechanism_label,microbiota_taxon,microbial_metabolite,host_phenotype,claim_text_raw,confidence_score,annotator_id,adjudication_status,notes
PMID_41061287_AUTO2,PMID_41061287,black tea,purified component,theaflavins,,anti-obesity,obesity-related phenotype,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,microbiota-associated mechanism; inflammation-related mechanism,taxa as reported,,obesity-related phenotype,"Theaflavins in black tea ameliorate high-fat diet-induced obesity and inflammation via gut microbiota, AMPK-mediated metabolism, and NF-κB pathway.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-obesity.
PMID_41061287_AUTO3,PMID_41061287,black tea,purified component,theaflavins,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,microbiota-associated mechanism; inflammation-related mechanism,taxa as reported,,inflammation phenotype,"Theaflavins in black tea ameliorate high-fat diet-induced obesity and inflammation via gut microbiota, AMPK-mediated metabolism, and NF-κB pathway.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_41055146_AUTO1,PMID_41055146,green tea,tea extract,catechins,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,microbiota-associated mechanism,taxa as reported,,microbiota-related host phenotype,"Green tea prepared via the daily infusion method prevents non-alcoholic fatty liver disease by targeting intestinal lipid absorption, hepatic lipid metabolism and gut microbiota composition.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_41052623_AUTO1,PMID_41052623,unspecified tea,tea infusion,multiple component groups,,antioxidant,oxidative stress or antioxidant-status outcome,randomized controlled trial,human_interventional,human trial participants,needs manual extraction,positive,,,,,oxidative-stress-related mechanism,,,oxidative stress phenotype,Effect of Origanum majorana tea on oxidative stress biomarkers in Parkinson's disease: a randomized placebo-controlled pilot study.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_41019326_AUTO1,PMID_41019326,green tea,purified component,catechins,,gut microbiota modulation,gut microbiota modulation,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,needs manual extraction,taxa as reported,,microbiota-related host phenotype,Metabolic regulation of obesity by naturally occurring compounds: mechanisms and therapeutic potential.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_41019326_AUTO2,PMID_41019326,green tea,purified component,catechins,,anti-obesity,obesity-related phenotype,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,needs manual extraction,,,obesity-related phenotype,Metabolic regulation of obesity by naturally occurring compounds: mechanisms and therapeutic potential.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-obesity.
PMID_41011225_AUTO1,PMID_41011225,unspecified tea,tea extract,whole extract,,cardiovascular protection,cardiovascular or mortality-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,other extraction,,,,,,,"Advances in Pharmacological Properties, Molecular Mechanisms, and Bioavailability Strategies of Chlorogenic Acid in Cardiovascular Diseases Therapy.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=cardiovascular protection.
PMID_41010543_AUTO1,PMID_41010543,unspecified tea,tea extract,whole extract,,anti-obesity,obesity-related phenotype,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,other extraction,,,needs manual extraction,,,obesity-related phenotype,"Systematic Review of the Effects of Plant-Based Foods on Metabolic Outcomes in Adults with MASLD and Comorbidities Such as Obesity, Metabolic Syndrome, and Type 2 Diabetes.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-obesity.
PMID_41010543_AUTO2,PMID_41010543,unspecified tea,tea extract,whole extract,,metabolic improvement,metabolic syndrome-related improvement,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,other extraction,,,needs manual extraction,,,metabolic syndrome phenotype,"Systematic Review of the Effects of Plant-Based Foods on Metabolic Outcomes in Adults with MASLD and Comorbidities Such as Obesity, Metabolic Syndrome, and Type 2 Diabetes.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=metabolic improvement.
PMID_41010475_AUTO1,PMID_41010475,green tea,tea extract,whole extract,,other,candidate endpoint from title,randomized controlled trial,human_interventional,human trial participants,needs manual extraction,positive,,other extraction,,,,,,,"Synergistic Effects of Green Tea Extract and Ginger Supplementation on Endurance Performance and Thermal Perception in Normothermic and Cold Environments: A Randomized, Placebo-Controlled, Double-Blind Crossover Trial.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_41009815_AUTO1,PMID_41009815,green tea,purified component,catechins,,antioxidant,oxidative stress or antioxidant-status outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,needs manual extraction,,,oxidative stress phenotype,Epigallocatechin-Gallate (EGCG): An Essential Molecule for Human Health and Well-Being.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_41008240_AUTO1,PMID_41008240,unspecified tea,purified component,caffeine,,other,candidate endpoint from title,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,,,,,,,,Influencing Factors and Regulatory Mechanisms of Fresh Tea Leaf Quality: A Review.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_40978769_AUTO1,PMID_40978769,unspecified tea,unspecified material,multiple component groups,,cardiovascular protection,cardiovascular or mortality-related outcome,cohort study,human_observational,review synthesis,needs manual extraction,positive,,,,,,,,,Comparative validation of low-density lipoprotein cholesterol estimation formulas in older Georgian adults.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=cardiovascular protection.
PMID_40976893_AUTO1,PMID_40976893,green tea,tea extract,whole extract,,antioxidant,oxidative stress or antioxidant-status outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,other extraction,,,needs manual extraction,,,oxidative stress phenotype,Nanotechnology-Based Approaches for Combating Skin Aging: A Comprehensive Review.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_40972869_AUTO1,PMID_40972869,unspecified tea,unspecified material,multiple component groups,,cardiovascular protection,cardiovascular or mortality-related outcome,meta-analysis,evidence_synthesis,human randomized trials,needs manual extraction,mixed,,,,,,,,,The effects of whole foods and dietary patterns on flow-mediated dilation: a systematic review and meta-analysis of randomized controlled trials.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=cardiovascular protection.
PMID_40969419_AUTO1,PMID_40969419,green tea,tea extract,catechins,,anti-inflammatory,inflammation-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,,,,needs manual extraction,,,inflammation phenotype,Green tea as a cosmetic agent for skin aging: A scoping review.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_40957830_AUTO1,PMID_40957830,unspecified tea,purified component,tea polysaccharides,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,microbiota-associated mechanism,taxa as reported,butyrate,microbiota-related host phenotype,Bai Mao Tea Polysaccharides Induce Adipose Tissue Browning and Ameliorate Diet-Induced Obesity by Modulating Butyrate Production and Gut Microbiota Composition,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_40957830_AUTO2,PMID_40957830,unspecified tea,purified component,tea polysaccharides,,anti-obesity,obesity-related phenotype,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,microbiota-associated mechanism,taxa as reported,butyrate,obesity-related phenotype,Bai Mao Tea Polysaccharides Induce Adipose Tissue Browning and Ameliorate Diet-Induced Obesity by Modulating Butyrate Production and Gut Microbiota Composition,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-obesity.
PMID_40944258_AUTO1,PMID_40944258,green tea,tea infusion,multiple component groups,,other,candidate endpoint from title,cohort study,human_observational,review synthesis,needs manual extraction,positive,,,,,,,,,Alcohol and Tea Consumption in Relation to Liver Cancer Risk by Diabetes Status: A Prospective Cohort Study of 0.5 Million Chinese Adults.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_40944237_AUTO1,PMID_40944237,unspecified tea,tea extract,mixed polyphenols,,other,candidate endpoint from title,randomized controlled trial,human_interventional,human adults,needs manual extraction,positive,,,,,,,,,Effects of Raspberry Leaf Tea Polyphenols on Postprandial Glucose and Insulin Responses in Healthy Adults.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_40939879_AUTO1,PMID_40939879,green tea,unspecified material,multiple component groups,,cardiovascular protection,cardiovascular or mortality-related outcome,cohort study,human_observational,review synthesis,needs manual extraction,positive,,,,,,,,,Japanese Diet Index Score and Cause-Specific Mortality in Japanese Men and Women: The Japan Public Health Center-Based Prospective Study.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=cardiovascular protection.
PMID_40935265_AUTO1,PMID_40935265,green tea,purified component,catechins,,cardiovascular protection,cardiovascular or mortality-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,,,,,Modulatory role of epigallocatechin-3-gallate (EGCG) on male and female reproductive disorders.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=cardiovascular protection.
PMID_40932098_AUTO1,PMID_40932098,green tea,tea infusion,multiple component groups,,anti-inflammatory,inflammation-related outcome,cohort study,human_observational,review synthesis,needs manual extraction,positive,,,,,needs manual extraction,,,inflammation phenotype,Does Daily Intake of Matcha Tea Enhance The Periodontal Health of Patients With Localised Gingivitis: A Control Study.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_40930783_AUTO1,PMID_40930783,green tea,unspecified material,multiple component groups,,antioxidant,oxidative stress or antioxidant-status outcome,cohort study,human_observational,review synthesis,needs manual extraction,positive,,,,,needs manual extraction,,,oxidative stress phenotype,Dietary antioxidant nutrients intake and pneumonia mortality in Japanese men and women: the Japan Public Health Center-Based Prospective Study.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_40930783_AUTO2,PMID_40930783,green tea,unspecified material,multiple component groups,,cardiovascular protection,cardiovascular or mortality-related outcome,cohort study,human_observational,review synthesis,needs manual extraction,positive,,,,,,,,,Dietary antioxidant nutrients intake and pneumonia mortality in Japanese men and women: the Japan Public Health Center-Based Prospective Study.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=cardiovascular protection.
PMID_40930359_AUTO1,PMID_40930359,unspecified tea,tea extract,tea polysaccharides,,gut microbiota modulation,gut microbiota modulation,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,,,,needs manual extraction,taxa as reported,,microbiota-related host phenotype,"Recent advances in chemical characterization, emerging applications, and biological activities of tea polysaccharides and their conjugates from leaves and flowers: A review.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_40923241_AUTO1,PMID_40923241,green tea,tea extract,whole extract,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,other extraction,,,needs manual extraction,taxa as reported,,microbiota-related host phenotype,Green tea extract complex as a phytogenic supplement to reduce bile salt hydrolase activity and enhance growth performance in weaning pigs.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_40917836_AUTO1,PMID_40917836,unspecified tea,tea extract,whole extract,,anti-inflammatory,inflammation-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,other extraction,,,needs manual extraction,,,inflammation phenotype,"Evaluating efficacy, safety, and innovation in skin care applications of essential oils: a systematic review.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_40910807_AUTO1,PMID_40910807,unspecified tea,purified component,mixed polyphenols,,antioxidant,oxidative stress or antioxidant-status outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,,,,needs manual extraction,,,oxidative stress phenotype,Advances and Outlook of Tea Polyphenol Chemistry: A Review.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_40909391_AUTO1,PMID_40909391,yellow tea,purified component,catechins,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,mouse model,needs manual extraction,positive,,,,,needs manual extraction,taxa as reported,,microbiota-related host phenotype,"Cold-brewed yellow tea showed stronger inhibition on high-fat diet induced mice obesity than that hot brewed, due to higher non-ester catechins content based on metabolomic profile.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_40909391_AUTO2,PMID_40909391,yellow tea,purified component,catechins,,anti-obesity,obesity-related phenotype,animal study,preclinical_in_vivo,mouse model,needs manual extraction,positive,,,,,needs manual extraction,,,obesity-related phenotype,"Cold-brewed yellow tea showed stronger inhibition on high-fat diet induced mice obesity than that hot brewed, due to higher non-ester catechins content based on metabolomic profile.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-obesity.
PMID_40906738_AUTO1,PMID_40906738,green tea,purified component,catechins,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,microbiota-associated mechanism,taxa as reported,,microbiota-related host phenotype,"Starch-EGCG Complexes Improve Starch Fermentability, Acetate Production, and Alter Relations between Gut Microbiota and Starch Chain-Length Distributions.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_40902558_AUTO1,PMID_40902558,fermented tea,fermented beverage,multiple component groups,,other,candidate endpoint from title,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,fermentation/oxidation,,,,,,,,"Advancing kombucha fermentation: Microbial interactions, functional metabolites, and innovative optimization strategies.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_40887285_AUTO1,PMID_40887285,unspecified tea,tea extract,mixed polyphenols,,anti-obesity,obesity-related phenotype,randomized controlled trial,human_interventional,human trial participants,needs manual extraction,positive,,,,,needs manual extraction,,,obesity-related phenotype,"Effects of Oligonol(®) Supplementation on Abdominal Fat in Japanese Overweight Volunteers: A Randomized, Double-Blind, Placebo-Controlled, Parallel Group Study.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-obesity.
PMID_40878851_AUTO1,PMID_40878851,unspecified tea,tea leaf,multiple component groups,,other,candidate endpoint from title,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,processing category contrast,,,,,,,,"Dendrobium officinale Kimura et Migo: traditional uses, agricultural technology, processing, chemical composition, pharmacological mechanisms, toxicology, and applications.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_40875308_AUTO1,PMID_40875308,unspecified tea,purified component,catechins,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,microbiota-associated mechanism,taxa as reported,,microbiota-related host phenotype,New Insights into the Structural Profiling of Polyphenol Aggregates from Pu-erh Tea and Their Anti-Inflammatory Activity via the TLR4/MyD88/NF-κB Signaling Pathway and Gut Microbiota.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_40875308_AUTO2,PMID_40875308,unspecified tea,purified component,catechins,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,microbiota-associated mechanism,taxa as reported,,inflammation phenotype,New Insights into the Structural Profiling of Polyphenol Aggregates from Pu-erh Tea and Their Anti-Inflammatory Activity via the TLR4/MyD88/NF-κB Signaling Pathway and Gut Microbiota.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_40871693_AUTO1,PMID_40871693,unspecified tea,tea extract,whole extract,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,mouse model,needs manual extraction,positive,,other extraction,,,microbiota-associated mechanism,taxa as reported,,microbiota-related host phenotype,Liubao Tea Extract Attenuates High-Fat Diet and Streptozotocin-Induced Type 2 Diabetes in Mice by Remodeling Hepatic Metabolism and Gut Microbiota.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_40870767_AUTO1,PMID_40870767,dark tea,tea extract,whole extract,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,mouse model,needs manual extraction,positive,,other extraction,,,needs manual extraction,taxa as reported,,microbiota-related host phenotype,Liupao Tea Extract Alleviates Rheumatoid Arthritis in Mice by Regulating the Gut-Joint Axis Mediated via Fatty Acid Metabolism.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_40869245_AUTO1,PMID_40869245,green tea,purified component,theaflavins,,anti-inflammatory,inflammation-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,needs manual extraction,,,inflammation phenotype,The Antioxidant Potential of Black Tea Polyphenols in Heavy Metal Toxicity: An In Vitro Perspective.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_40869245_AUTO2,PMID_40869245,green tea,purified component,theaflavins,,antioxidant,oxidative stress or antioxidant-status outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,needs manual extraction,,,oxidative stress phenotype,The Antioxidant Potential of Black Tea Polyphenols in Heavy Metal Toxicity: An In Vitro Perspective.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_40867561_AUTO1,PMID_40867561,unspecified tea,purified component,mixed polyphenols,,other,candidate endpoint from title,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,,,,,Polyphenol-Based Therapeutic Strategies for Mitochondrial Dysfunction in Aging.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_40865615_AUTO1,PMID_40865615,green tea,purified component,catechins,,neuroprotection,cognition or neural-protection-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,neuroprotection-related mechanism,,,cognition or neural phenotype,"Neuroprotective and cognitive-enhancing potentials of herbal remedies: Focus on St. John's wort, green tea, and Ashwagandha.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=neuroprotection.
PMID_40834920_AUTO1,PMID_40834920,unspecified tea,purified component,mixed polyphenols,,other,candidate endpoint from title,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,,,,,Strategies of tea polyphenol-mediated delivery systems based on Mannich reaction for precision nutrition.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_40830941_AUTO1,PMID_40830941,unspecified tea,tea infusion,multiple component groups,,cardiovascular protection,cardiovascular or mortality-related outcome,cohort study,human_observational,review synthesis,needs manual extraction,positive,,,,,,,,,"Association of sugar-sweetened, artificially sweetened, and unsweetened tea with all-cause and cause-specific mortality: a prospective cohort study in UK biobank.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=cardiovascular protection.
PMID_40823011_AUTO1,PMID_40823011,unspecified tea,tea infusion,caffeine,,cardiovascular protection,cardiovascular or mortality-related outcome,cohort study,human_observational,review synthesis,needs manual extraction,positive,,,,,,,,,"The associations of unsweetened, sugar-sweetened, and artificially sweetened tea consumption with all-cause and cause-specific mortality in 195,361 UK Biobank participants: a large prospective cohort study.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=cardiovascular protection.
PMID_40822528_AUTO1,PMID_40822528,unspecified tea,unspecified material,theanine,,other,candidate endpoint from title,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,,,,,Pharmaceutical Activities of Theanine: A Phytochemical Nutrient.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_40822422_AUTO1,PMID_40822422,green tea,purified component,catechins,,neuroprotection,cognition or neural-protection-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,,,,needs manual extraction,,,cognition or neural phenotype,Clinical insights into catechin-based nanomedicine: a review of therapeutic potential in neurodegenerative diseases.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=neuroprotection.
PMID_40817213_AUTO1,PMID_40817213,unspecified tea,tea leaf,multiple component groups,,other,candidate endpoint from title,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,,,,,,,,Microalgal biorefineries: a systematic review of technological trade-offs and innovation pathways.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_40812038_AUTO1,PMID_40812038,unspecified tea,purified component,mixed polyphenols,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,taxa as reported,,microbiota-related host phenotype,Engineered polyphenol-keratin nanocarriers enhance probiotic delivery and ameliorate obese ulcerative colitis.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_40791226_AUTO1,PMID_40791226,unspecified tea,tea infusion,multiple component groups,,metabolic improvement,metabolic syndrome-related improvement,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,,,metabolic syndrome phenotype,Sex-specific effects of tea consumption and salt intake on metabolic syndrome and its components among oilfield workers.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=metabolic improvement.
PMID_40785250_AUTO1,PMID_40785250,unspecified tea,purified component,catechins,,neuroprotection,cognition or neural-protection-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,needs manual extraction,,,cognition or neural phenotype,Role of Polyphenols in the Prevention and Treatment of Age-Related Macular Degeneration.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=neuroprotection.
PMID_40774472_AUTO1,PMID_40774472,green tea,tea extract,catechins,,other,candidate endpoint from title,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,barrier-related mechanism,,,,Rescue of sirtuin inhibitor-dependent decrease in claudin-4 expression and paracellular barrier property in keratinocytes by epigallocatechin gallate.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_40768551_AUTO1,PMID_40768551,green tea,tea extract,whole extract,,neuroprotection,cognition or neural-protection-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,other extraction,,,needs manual extraction,,,cognition or neural phenotype,"Herbal Medicines in Autism Spectrum Disorder: Therapeutic Potential, Plant Components, and Dosage Guidelines.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=neuroprotection.
PMID_40762434_AUTO1,PMID_40762434,unspecified tea,purified component,mixed polyphenols,,gut microbiota modulation,gut microbiota and SCFA-related modulation,animal study,preclinical_in_vivo,mouse model,needs manual extraction,positive,,,,,microbiota-associated mechanism; SCFA-associated mechanism; barrier-related mechanism; inflammation-related mechanism,taxa as reported,SCFAs,microbiota-related host phenotype,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_40762434_AUTO2,PMID_40762434,unspecified tea,purified component,mixed polyphenols,,anti-obesity,obesity-related phenotype,animal study,preclinical_in_vivo,mouse model,needs manual extraction,positive,,,,,microbiota-associated mechanism; SCFA-associated mechanism; barrier-related mechanism; inflammation-related mechanism,taxa as reported,SCFAs,obesity-related phenotype,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-obesity.
PMID_40762434_AUTO3,PMID_40762434,unspecified tea,purified component,mixed polyphenols,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,mouse model,needs manual extraction,positive,,,,,microbiota-associated mechanism; SCFA-associated mechanism; barrier-related mechanism; inflammation-related mechanism,taxa as reported,SCFAs,inflammation phenotype,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_40755497_AUTO1,PMID_40755497,green tea,purified component,catechins,,cardiovascular protection,cardiovascular or mortality-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,,,,,,,,Anticancer Molecular Mechanisms of Epigallocatechin Gallate: An Updated Review on Clinical Trials.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=cardiovascular protection.
PMID_40748185_AUTO1,PMID_40748185,dark tea,purified component,mixed polyphenols,,gut microbiota modulation,gut microbiota modulation,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,microbiota-associated mechanism,taxa as reported,,microbiota-related host phenotype,"Theabrownins from dark tea: formation, gut microbiota-mediated biotransformation, health benefits, and potential in functional food applications.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_40732996_AUTO1,PMID_40732996,dark tea,tea infusion,multiple component groups,,gut microbiota modulation,gut microbiota modulation,randomized controlled trial,human_interventional,human adults,needs manual extraction,positive,,,,,microbiota-associated mechanism,taxa as reported,,microbiota-related host phenotype,"A Randomized Double-Blind Trial of the Effect of Liupao Tea on Metabolic Parameters, Body Composition, and Gut Microbiota in Adults with Metabolic Syndrome.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_40732996_AUTO2,PMID_40732996,dark tea,tea infusion,multiple component groups,,metabolic improvement,metabolic syndrome-related improvement,randomized controlled trial,human_interventional,human adults,needs manual extraction,positive,,,,,microbiota-associated mechanism,taxa as reported,,metabolic syndrome phenotype,"A Randomized Double-Blind Trial of the Effect of Liupao Tea on Metabolic Parameters, Body Composition, and Gut Microbiota in Adults with Metabolic Syndrome.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=metabolic improvement.
PMID_40732933_AUTO1,PMID_40732933,unspecified tea,purified component,mixed polyphenols,,other,candidate endpoint from title,randomized controlled trial,human_interventional,human trial participants,needs manual extraction,positive,,,,,,,,,Evaluation of the Postprandial-Hyperglycemia-Suppressing Effects and Safety of Short-Term Intake of Mulberry Leaf and Water Chestnut Tea: A Randomized Double-Blind Placebo-Controlled Crossover Trial.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
