record_id,paper_id,title,silver_tea_type,silver_component_group,silver_processing_step,silver_extraction_method,component_evidence_terms,processing_evidence_terms,extraction_evidence_terms,context_completeness_score,uncertainty_class,uncertainty_flags
PMID_41011225_GLM1,PMID_41011225,"Advances in Pharmacological Properties, Molecular Mechanisms, and Bioavailability Strategies of Chlorogenic Acid in Cardiovascular Diseases Therapy.",unspecified tea,whole extract,,other extraction,extract,,extracted; extract,0.500,moderate_uncertainty,generic_mechanism; review_summary_record
PMID_41010543_GLM1,PMID_41010543,"Systematic Review of the Effects of Plant-Based Foods on Metabolic Outcomes in Adults with MASLD and Comorbidities Such as Obesity, Metabolic Syndrome, and Type 2 Diabetes.",unspecified tea,whole extract,,other extraction,extract,,extract,0.500,moderate_uncertainty,generic_mechanism; review_summary_record; taxonomy_expansion_needed
PMID_41010475_GLM1,PMID_41010475,"Synergistic Effects of Green Tea Extract and Ginger Supplementation on Endurance Performance and Thermal Perception in Normothermic and Cold Environments: A Randomized, Placebo-Controlled, Double-Blind Crossover Trial.",green tea,whole extract,,other extraction,green tea extract; extract,,extract,0.750,low_uncertainty,
PMID_41010475_GLM3,PMID_41010475,"Synergistic Effects of Green Tea Extract and Ginger Supplementation on Endurance Performance and Thermal Perception in Normothermic and Cold Environments: A Randomized, Placebo-Controlled, Double-Blind Crossover Trial.",green tea,whole extract,,other extraction,green tea extract; extract,,extract,0.750,moderate_uncertainty,generic_mechanism; taxonomy_expansion_needed
PMID_41009815_GLM1,PMID_41009815,Epigallocatechin-Gallate (EGCG): An Essential Molecule for Human Health and Well-Being.,green tea,catechins,,,egcg; catechins; polyphenols,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_41009815_GLM2,PMID_41009815,Epigallocatechin-Gallate (EGCG): An Essential Molecule for Human Health and Well-Being.,green tea,catechins,,,egcg; catechins; polyphenols,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_40976893_GLM1,PMID_40976893,Nanotechnology-Based Approaches for Combating Skin Aging: A Comprehensive Review.,green tea,whole extract,storage/aging,other extraction,extracts; extract,aging process,extract,1.000,low_uncertainty,review_summary_record
PMID_40972869_GLM1,PMID_40972869,The effects of whole foods and dietary patterns on flow-mediated dilation: a systematic review and meta-analysis of randomized controlled trials.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_40969419_GLM1,PMID_40969419,Green tea as a cosmetic agent for skin aging: A scoping review.,green tea,catechins,,other extraction,egcg; catechins; polyphenols; polyphenol; extract; green tea extract,,extract,0.750,moderate_uncertainty,generic_mechanism; review_summary_record; uncertain_effect_direction
PMID_40969419_GLM2,PMID_40969419,Green tea as a cosmetic agent for skin aging: A scoping review.,green tea,catechins,,other extraction,egcg; catechins; polyphenols; polyphenol; extract; green tea extract,,extract,0.750,moderate_uncertainty,generic_mechanism; review_summary_record; uncertain_effect_direction
PMID_40969419_GLM3,PMID_40969419,Green tea as a cosmetic agent for skin aging: A scoping review.,green tea,catechins,,other extraction,egcg; catechins; polyphenols; polyphenol; extract; green tea extract,,extract,0.750,moderate_uncertainty,generic_mechanism; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_40944258_GLM1,PMID_40944258,Alcohol and Tea Consumption in Relation to Liver Cancer Risk by Diabetes Status: A Prospective Cohort Study of 0.5 Million Chinese Adults.,green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed
PMID_40944237_GLM1,PMID_40944237,Effects of Raspberry Leaf Tea Polyphenols on Postprandial Glucose and Insulin Responses in Healthy Adults.,unspecified tea,mixed polyphenols,,aqueous extraction; other extraction,polyphenols; flavonoids,,infusion; water extraction; extraction,0.500,moderate_uncertainty,
PMID_40939879_GLM1,PMID_40939879,Japanese Diet Index Score and Cause-Specific Mortality in Japanese Men and Women: The Japan Public Health Center-Based Prospective Study.,green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
PMID_40935265_GLM1,PMID_40935265,Modulatory role of epigallocatechin-3-gallate (EGCG) on male and female reproductive disorders.,green tea,catechins,,,egcg,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
PMID_40935265_GLM3,PMID_40935265,Modulatory role of epigallocatechin-3-gallate (EGCG) on male and female reproductive disorders.,green tea,catechins,,,egcg,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
PMID_40932098_GLM1,PMID_40932098,Does Daily Intake of Matcha Tea Enhance The Periodontal Health of Patients With Localised Gingivitis: A Control Study.,green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context
PMID_40930783_GLM1,PMID_40930783,Dietary antioxidant nutrients intake and pneumonia mortality in Japanese men and women: the Japan Public Health Center-Based Prospective Study.,green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_40930359_GLM1,PMID_40930359,"Recent advances in chemical characterization, emerging applications, and biological activities of tea polysaccharides and their conjugates from leaves and flowers: A review.",unspecified tea,tea polysaccharides,,other extraction,tea polysaccharides; polysaccharides; tps; tea polysaccharide; polyphenol,,extraction,0.500,moderate_uncertainty,generic_mechanism; missing_named_microbiota; review_summary_record; uncertain_effect_direction
PMID_40923241_GLM1,PMID_40923241,Green tea extract complex as a phytogenic supplement to reduce bile salt hydrolase activity and enhance growth performance in weaning pigs.,green tea,whole extract,,other extraction,green tea extract; extract,,extract,0.750,low_uncertainty,preclinical_only
PMID_40923241_GLM2,PMID_40923241,Green tea extract complex as a phytogenic supplement to reduce bile salt hydrolase activity and enhance growth performance in weaning pigs.,green tea,whole extract,,other extraction,green tea extract; extract,,extract,0.750,low_uncertainty,missing_named_microbiota; preclinical_only
PMID_40917836_GLM1,PMID_40917836,"Evaluating efficacy, safety, and innovation in skin care applications of essential oils: a systematic review.",unspecified tea,whole extract,,other extraction,extracts; extract,,extract,0.500,moderate_uncertainty,generic_mechanism; review_summary_record
PMID_40917836_GLM2,PMID_40917836,"Evaluating efficacy, safety, and innovation in skin care applications of essential oils: a systematic review.",unspecified tea,whole extract,,other extraction,extracts; extract,,extract,0.500,moderate_uncertainty,generic_mechanism; review_summary_record; taxonomy_expansion_needed
PMID_40910807_GLM1,PMID_40910807,Advances and Outlook of Tea Polyphenol Chemistry: A Review.,unspecified tea,mixed polyphenols,,,polyphenol; polyphenols,,,0.300,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_40910807_GLM2,PMID_40910807,Advances and Outlook of Tea Polyphenol Chemistry: A Review.,unspecified tea,mixed polyphenols,,,polyphenol; polyphenols,,,0.300,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_40909391_GLM1,PMID_40909391,"Cold-brewed yellow tea showed stronger inhibition on high-fat diet induced mice obesity than that hot brewed, due to higher non-ester catechins content based on metabolomic profile.",yellow tea,catechins,,,catechins; egc; catechin,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction
PMID_40909391_GLM2,PMID_40909391,"Cold-brewed yellow tea showed stronger inhibition on high-fat diet induced mice obesity than that hot brewed, due to higher non-ester catechins content based on metabolomic profile.",yellow tea,catechins,,,catechins; egc; catechin,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction
PMID_40906738_GLM1,PMID_40906738,"Starch-EGCG Complexes Improve Starch Fermentability, Acetate Production, and Alter Relations between Gut Microbiota and Starch Chain-Length Distributions.",green tea,catechins,fermentation/oxidation,,egcg; epigallocatechin gallate; catechin,fermentation,,0.800,moderate_uncertainty,generic_mechanism; missing_named_microbiota; preclinical_only
PMID_40906738_GLM2,PMID_40906738,"Starch-EGCG Complexes Improve Starch Fermentability, Acetate Production, and Alter Relations between Gut Microbiota and Starch Chain-Length Distributions.",green tea,catechins,fermentation/oxidation,,egcg; epigallocatechin gallate; catechin,fermentation,,0.800,moderate_uncertainty,generic_mechanism; preclinical_only; uncertain_effect_direction
PMID_40902558_GLM1,PMID_40902558,"Advancing kombucha fermentation: Microbial interactions, functional metabolites, and innovative optimization strategies.",fermented tea,multiple component groups,fermentation/oxidation,,,kombucha; fermentation; fermented,,0.800,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_40887285_GLM1,PMID_40887285,"Effects of Oligonol(®) Supplementation on Abdominal Fat in Japanese Overweight Volunteers: A Randomized, Double-Blind, Placebo-Controlled, Parallel Group Study.",unspecified tea,mixed polyphenols,,other extraction,polyphenol; polyphenols; extract,,extract,0.500,moderate_uncertainty,generic_mechanism
PMID_40878851_GLM1,PMID_40878851,"Dendrobium officinale Kimura et Migo: traditional uses, agricultural technology, processing, chemical composition, pharmacological mechanisms, toxicology, and applications.",unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_40878851_GLM3,PMID_40878851,"Dendrobium officinale Kimura et Migo: traditional uses, agricultural technology, processing, chemical composition, pharmacological mechanisms, toxicology, and applications.",unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_40875308_GLM1,PMID_40875308,New Insights into the Structural Profiling of Polyphenol Aggregates from Pu-erh Tea and Their Anti-Inflammatory Activity via the TLR4/MyD88/NF-κB Signaling Pathway and Gut Microbiota.,dark/post-fermented tea; unspecified tea,catechins,fermentation/oxidation,,catechin; epicatechin; catechins; polyphenol; phenolic,microbial fermentation,,0.800,low_uncertainty,preclinical_only
PMID_40875308_GLM2,PMID_40875308,New Insights into the Structural Profiling of Polyphenol Aggregates from Pu-erh Tea and Their Anti-Inflammatory Activity via the TLR4/MyD88/NF-κB Signaling Pathway and Gut Microbiota.,dark/post-fermented tea; unspecified tea,catechins,fermentation/oxidation,,catechin; epicatechin; catechins; polyphenol; phenolic,microbial fermentation,,0.800,moderate_uncertainty,generic_mechanism; preclinical_only; uncertain_effect_direction
PMID_40871693_GLM1,PMID_40871693,Liubao Tea Extract Attenuates High-Fat Diet and Streptozotocin-Induced Type 2 Diabetes in Mice by Remodeling Hepatic Metabolism and Gut Microbiota.,unspecified tea,whole extract,,other extraction,tea extract; extract,,extract,0.500,moderate_uncertainty,preclinical_only; uncertain_effect_direction
PMID_40871693_GLM2,PMID_40871693,Liubao Tea Extract Attenuates High-Fat Diet and Streptozotocin-Induced Type 2 Diabetes in Mice by Remodeling Hepatic Metabolism and Gut Microbiota.,unspecified tea,whole extract,,other extraction,tea extract; extract,,extract,0.500,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
PMID_40870767_GLM1,PMID_40870767,Liupao Tea Extract Alleviates Rheumatoid Arthritis in Mice by Regulating the Gut-Joint Axis Mediated via Fatty Acid Metabolism.,dark tea,whole extract,storage/aging,other extraction,tea extract; extract,liupao tea,extract,1.000,low_uncertainty,preclinical_only; uncertain_effect_direction
PMID_40870767_GLM2,PMID_40870767,Liupao Tea Extract Alleviates Rheumatoid Arthritis in Mice by Regulating the Gut-Joint Axis Mediated via Fatty Acid Metabolism.,dark tea,whole extract,storage/aging,other extraction,tea extract; extract,liupao tea,extract,1.000,low_uncertainty,missing_named_microbiota; preclinical_only
PMID_40870767_GLM3,PMID_40870767,Liupao Tea Extract Alleviates Rheumatoid Arthritis in Mice by Regulating the Gut-Joint Axis Mediated via Fatty Acid Metabolism.,dark tea,whole extract,storage/aging,other extraction,tea extract; extract,liupao tea,extract,1.000,low_uncertainty,preclinical_only; uncertain_effect_direction
PMID_40869245_GLM1,PMID_40869245,The Antioxidant Potential of Black Tea Polyphenols in Heavy Metal Toxicity: An In Vitro Perspective.,green tea,theaflavins,,,epigallocatechin gallate; egcg; theaflavins; thearubigins; polyphenols,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_40869245_GLM2,PMID_40869245,The Antioxidant Potential of Black Tea Polyphenols in Heavy Metal Toxicity: An In Vitro Perspective.,green tea,theaflavins,,,epigallocatechin gallate; egcg; theaflavins; thearubigins; polyphenols,,,0.550,moderate_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_40867561_GLM1,PMID_40867561,Polyphenol-Based Therapeutic Strategies for Mitochondrial Dysfunction in Aging.,unspecified tea,mixed polyphenols,,,polyphenol; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_40834920_GLM1,PMID_40834920,Strategies of tea polyphenol-mediated delivery systems based on Mannich reaction for precision nutrition.,unspecified tea,mixed polyphenols,storage/aging,,polyphenol,storage,,0.550,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
PMID_40830941_GLM1,PMID_40830941,"Association of sugar-sweetened, artificially sweetened, and unsweetened tea with all-cause and cause-specific mortality: a prospective cohort study in UK biobank.",unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_40830941_GLM3,PMID_40830941,"Association of sugar-sweetened, artificially sweetened, and unsweetened tea with all-cause and cause-specific mortality: a prospective cohort study in UK biobank.",unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed
PMID_40823011_GLM1,PMID_40823011,"The associations of unsweetened, sugar-sweetened, and artificially sweetened tea consumption with all-cause and cause-specific mortality in 195,361 UK Biobank participants: a large prospective cohort study.",unspecified tea,caffeine,,,caffeine,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
PMID_40822528_GLM1,PMID_40822528,Pharmaceutical Activities of Theanine: A Phytochemical Nutrient.,unspecified tea,theanine,,,theanine,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
PMID_40822528_GLM2,PMID_40822528,Pharmaceutical Activities of Theanine: A Phytochemical Nutrient.,unspecified tea,theanine,,,theanine,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_40822528_GLM3,PMID_40822528,Pharmaceutical Activities of Theanine: A Phytochemical Nutrient.,unspecified tea,theanine,,,theanine,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_40822422_GLM1,PMID_40822422,Clinical insights into catechin-based nanomedicine: a review of therapeutic potential in neurodegenerative diseases.,green tea,catechins,,,catechin; egcg,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_40812038_GLM1,PMID_40812038,Engineered polyphenol-keratin nanocarriers enhance probiotic delivery and ameliorate obese ulcerative colitis.,unspecified tea,mixed polyphenols,fermentation/oxidation,,polyphenol; polyphenols,fermentation,,0.550,moderate_uncertainty,preclinical_only
PMID_40812038_GLM2,PMID_40812038,Engineered polyphenol-keratin nanocarriers enhance probiotic delivery and ameliorate obese ulcerative colitis.,unspecified tea,mixed polyphenols,fermentation/oxidation,,polyphenol; polyphenols,fermentation,,0.550,moderate_uncertainty,preclinical_only
PMID_40791226_GLM1,PMID_40791226,Sex-specific effects of tea consumption and salt intake on metabolic syndrome and its components among oilfield workers.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only
PMID_40785250_GLM1,PMID_40785250,Role of Polyphenols in the Prevention and Treatment of Age-Related Macular Degeneration.,unspecified tea,catechins,,,egcg; catechins; polyphenols; polyphenol,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_40774472_GLM1,PMID_40774472,Rescue of sirtuin inhibitor-dependent decrease in claudin-4 expression and paracellular barrier property in keratinocytes by epigallocatechin gallate.,green tea,catechins,,other extraction,epigallocatechin gallate; egcg; green tea extract,,extract,0.750,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
PMID_40768551_GLM1,PMID_40768551,"Herbal Medicines in Autism Spectrum Disorder: Therapeutic Potential, Plant Components, and Dosage Guidelines.",green tea,whole extract,fermentation/oxidation,other extraction,green tea extract; extract,fermented,extract,1.000,low_uncertainty,review_summary_record
PMID_40755497_GLM1,PMID_40755497,Anticancer Molecular Mechanisms of Epigallocatechin Gallate: An Updated Review on Clinical Trials.,green tea,catechins,,,epigallocatechin gallate; egcg,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
PMID_40748185_GLM1,PMID_40748185,"Theabrownins from dark tea: formation, gut microbiota-mediated biotransformation, health benefits, and potential in functional food applications.",dark tea,mixed polyphenols,fermentation/oxidation; enzymatic treatment,,polyphenol; polyphenols,microbial fermentation; enzymatic,,0.800,low_uncertainty,missing_named_microbiota; review_summary_record; uncertain_effect_direction
PMID_40748185_GLM2,PMID_40748185,"Theabrownins from dark tea: formation, gut microbiota-mediated biotransformation, health benefits, and potential in functional food applications.",dark tea,mixed polyphenols,fermentation/oxidation; enzymatic treatment,,polyphenol; polyphenols,microbial fermentation; enzymatic,,0.800,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_40732996_GLM1,PMID_40732996,"A Randomized Double-Blind Trial of the Effect of Liupao Tea on Metabolic Parameters, Body Composition, and Gut Microbiota in Adults with Metabolic Syndrome.",dark tea,multiple component groups,fermentation/oxidation; storage/aging,,,fermented; liupao tea; post-fermented,,0.800,moderate_uncertainty,generic_mechanism
PMID_40732996_GLM2,PMID_40732996,"A Randomized Double-Blind Trial of the Effect of Liupao Tea on Metabolic Parameters, Body Composition, and Gut Microbiota in Adults with Metabolic Syndrome.",dark tea,multiple component groups,fermentation/oxidation; storage/aging,,,fermented; liupao tea; post-fermented,,0.800,moderate_uncertainty,generic_mechanism
PMID_40732933_GLM1,PMID_40732933,Evaluation of the Postprandial-Hyperglycemia-Suppressing Effects and Safety of Short-Term Intake of Mulberry Leaf and Water Chestnut Tea: A Randomized Double-Blind Placebo-Controlled Crossover Trial.,unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_40732933_GLM3,PMID_40732933,Evaluation of the Postprandial-Hyperglycemia-Suppressing Effects and Safety of Short-Term Intake of Mulberry Leaf and Water Chestnut Tea: A Randomized Double-Blind Placebo-Controlled Crossover Trial.,unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction
PMID_40709622_GLM1,PMID_40709622,Enhanced bound antioxidant capacity of oat bran treated with green tea infusion modulates antioxidant release and short chain fatty acid formation during colonic fermentation.,green tea,catechins,fermentation/oxidation,aqueous extraction; other extraction,catechin; catechins; green tea extract,fermentation,infusion; extract,1.000,low_uncertainty,missing_named_microbiota; preclinical_only
PMID_40709622_GLM2,PMID_40709622,Enhanced bound antioxidant capacity of oat bran treated with green tea infusion modulates antioxidant release and short chain fatty acid formation during colonic fermentation.,green tea,catechins,fermentation/oxidation,aqueous extraction; other extraction,catechin; catechins; green tea extract,fermentation,infusion; extract,1.000,low_uncertainty,preclinical_only
PMID_40701649_GLM1,PMID_40701649,Gut microbiota-targeted dietary supplementation with fermentable fibers and polyphenols prevents hypobaric hypoxia-induced increases in intestinal permeability.,green tea,mixed polyphenols,,,polyphenols; polyphenol; extracts,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_40701649_GLM2,PMID_40701649,Gut microbiota-targeted dietary supplementation with fermentable fibers and polyphenols prevents hypobaric hypoxia-induced increases in intestinal permeability.,green tea,mixed polyphenols,,,polyphenols; polyphenol; extracts,,,0.550,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context; uncertain_effect_direction
PMID_40696344_GLM1,PMID_40696344,Associations of a healthy beverage pattern with all-cause and cause-specific mortality among US adults: a nationwide cohort study.,unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction
PMID_40696344_GLM2,PMID_40696344,Associations of a healthy beverage pattern with all-cause and cause-specific mortality among US adults: a nationwide cohort study.,unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction
PMID_40664289_GLM1,PMID_40664289,"Theaflavin-3,3'-digallate prevents alcoholic liver injury by suppressing hepatic TLR4/NF-κB signaling and modulating the gut-liver axis in mice.",fermented tea,theaflavins,fermentation/oxidation,,theaflavin; theaflavins,fermented,,0.800,low_uncertainty,preclinical_only
PMID_40664289_GLM2,PMID_40664289,"Theaflavin-3,3'-digallate prevents alcoholic liver injury by suppressing hepatic TLR4/NF-κB signaling and modulating the gut-liver axis in mice.",fermented tea,theaflavins,fermentation/oxidation,,theaflavin; theaflavins,fermented,,0.800,low_uncertainty,missing_named_microbiota; preclinical_only; uncertain_effect_direction
PMID_40664289_GLM3,PMID_40664289,"Theaflavin-3,3'-digallate prevents alcoholic liver injury by suppressing hepatic TLR4/NF-κB signaling and modulating the gut-liver axis in mice.",fermented tea,theaflavins,fermentation/oxidation,,theaflavin; theaflavins,fermented,,0.800,low_uncertainty,missing_named_microbiota; preclinical_only
PMID_40645013_GLM1,PMID_40645013,The role of epigallocatechin gallate (EGCG) in uterine myomas.,green tea,catechins,,,epigallocatechin gallate; egcg; catechin; polyphenol,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
PMID_40637142_GLM1,PMID_40637142,Effect of regular green tea (Camellia sinensis) kombucha consumption on oxidative stress and endothelial health in individuals with excess body weight: a randomized controlled trial.,green tea,multiple component groups,fermentation/oxidation,,,kombucha; fermented,,0.800,low_uncertainty,
PMID_40637029_GLM1,PMID_40637029,Risk Factors of Periodontitis: Evidence From Two-Sample Mendelian Randomization and Meta-Analysis.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_40637029_GLM2,PMID_40637029,Risk Factors of Periodontitis: Evidence From Two-Sample Mendelian Randomization and Meta-Analysis.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed
PMID_40609356_GLM1,PMID_40609356,"Advances in Camellia oleifera seed meal Saponins: Extraction, analysis, bioactivity, and application.",unspecified tea,whole extract,,other extraction,extract,,extraction,0.500,moderate_uncertainty,generic_mechanism; review_summary_record; uncertain_effect_direction
PMID_40609356_GLM2,PMID_40609356,"Advances in Camellia oleifera seed meal Saponins: Extraction, analysis, bioactivity, and application.",unspecified tea,whole extract,,other extraction,extract,,extraction,0.500,moderate_uncertainty,generic_mechanism; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_40587877_GLM1,PMID_40587877,Neuroprotective effect of Kaempferol through modulation of autophagy.,unspecified tea,mixed polyphenols,,,flavonoid,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_40570454_GLM1,PMID_40570454,"Tea polyphenols: Effects on growth, immune function, and reproductive performance of roosters.",unspecified tea,mixed polyphenols,,,tps; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context
PMID_40570454_GLM2,PMID_40570454,"Tea polyphenols: Effects on growth, immune function, and reproductive performance of roosters.",unspecified tea,mixed polyphenols,,,tps; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; taxonomy_expansion_needed
PMID_40566930_GLM1,PMID_40566930,Oral Nanoarmored Live Bacterial Biotherapeutics Bearing Polyphenol-Based Supraparticles Enhance Chemotherapy via Reestablishing Immuno-Oncology-Microbiome Axis.,green tea,mixed polyphenols,,,polyphenol; phenolic,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only
PMID_40566930_GLM2,PMID_40566930,Oral Nanoarmored Live Bacterial Biotherapeutics Bearing Polyphenol-Based Supraparticles Enhance Chemotherapy via Reestablishing Immuno-Oncology-Microbiome Axis.,green tea,mixed polyphenols,,,polyphenol; phenolic,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
PMID_40552775_GLM1,PMID_40552775,Epigallocatechin-3-Gallate Attenuates Benign Prostatic Hyperplasia Development via Regulating Firmicutes to Inhibit Gastric Secretion of Insulin-Like Growth Factor-1.,green tea,catechins,,,egcg; polyphenol; polyphenols,,,0.550,low_uncertainty,missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction
PMID_40552775_GLM2,PMID_40552775,Epigallocatechin-3-Gallate Attenuates Benign Prostatic Hyperplasia Development via Regulating Firmicutes to Inhibit Gastric Secretion of Insulin-Like Growth Factor-1.,green tea,catechins,,,egcg; polyphenol; polyphenols,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction
PMID_40543124_GLM1,PMID_40543124,How does the flavan-3-ol structure condition the quali-quantitative production of phenolic metabolites? Insights from a 3-arm intervention.,green tea,catechins,,other extraction,catechins; phenolic; phenolics; green tea extract; extract,,extract,0.750,moderate_uncertainty,generic_mechanism; preclinical_only; taxonomy_expansion_needed
PMID_40536553_GLM1,PMID_40536553,"Pathophysiology, conventional treatments, and evidence-based herbal remedies of hair loss with a systematic review of controlled clinical trials.",green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_40536509_GLM1,PMID_40536509,Diet composition impacts the natural history of steatotic liver disease.,unspecified tea,caffeine,,,caffeine,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_40534238_GLM1,PMID_40534238,Improvement of antioxidant phytochemicals and color quality of green tea (Camellia sinensis L.) as influenced by cold plasma.,green tea,catechins,,other extraction,catechins; flavonoid,,extraction,0.750,low_uncertainty,preclinical_only
PMID_40525136_GLM1,PMID_40525136,Coffee and tea consumption and cardiovascular disease and all-cause and cause-specific mortality in individuals with diabetes mellitus: a meta-analysis of prospective observational studies.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_40509019_GLM1,PMID_40509019,Tea Catechins: Potential Plant-Derived Feed Additives for Improving Chicken Intestinal Health and Productivity.,unspecified tea,catechins,,,catechins,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_40509019_GLM2,PMID_40509019,Tea Catechins: Potential Plant-Derived Feed Additives for Improving Chicken Intestinal Health and Productivity.,unspecified tea,catechins,,,catechins,,,0.300,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record
PMID_40509019_GLM3,PMID_40509019,Tea Catechins: Potential Plant-Derived Feed Additives for Improving Chicken Intestinal Health and Productivity.,unspecified tea,catechins,,,catechins,,,0.300,high_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record
PMID_40507186_GLM2,PMID_40507186,Association of Food-Specific Glycemic Load and Distinct Dietary Components with Gestational Diabetes Mellitus Within a Mediterranean Dietary Pattern: A Prospective Cohort Study.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed
