record_id,paper_id,tea_type,material_form,component_group,compound_name,activity_category,endpoint_label,study_type,evidence_level,model_system,dose_exposure,effect_direction,processing_step,extraction_method,cultivar,origin,mechanism_label,microbiota_taxon,microbial_metabolite,host_phenotype,claim_text_raw,confidence_score,annotator_id,adjudication_status,notes
PMID_41255516_GLM2,PMID_41255516,unspecified tea,purified component,catechins,,other,CaOx nephrolithiasis,cohort study,human_observational,human renal tubular cells,,unclear,,,,,GRP94/PI3K/AKT pathway inhibition,,,renal tubular injury,EGCG was found to inhibit the GRP94/PI3K/AKT pathway... attenuating CaOx crystal-induced oxidative stress and inflammation,0.95,glm5_nvidia,llm_title_abstract_annotated,UK Biobank prospective cohort analysis; HR 0.79.; In vitro mechanistic finding.; In vivo mouse model; TP-EGCG nano-formulation.; llm_postprocessed=true
PMID_41244722_GLM1,PMID_41244722,unspecified tea,purified component,mixed polyphenols,,other,organic transformation catalysis,systematic review,evidence_synthesis_nonquantitative,chemical system,,positive,,,,,catalytic activity,,,,These catalysts ... have been successfully employed in various organic reactions ... offering high yields under mild and environmentally friendly conditions.,0.90,glm5_nvidia,llm_title_abstract_annotated,Focuses on chemical synthesis applications rather than biological activity.; llm_postprocessed=true
PMID_41235304_GLM1,PMID_41235304,green tea,purified component,catechins,,gut microbiota modulation,adiposity reduction,meta-analysis,evidence_synthesis,human,,negative,,,,,,,,adiposity,"Plant-derived compounds like curcumin lower fasting glucose (SMD = -3.43) via NF-ĸB pathway inhibition, while green tea catechins reduce adiposity.",0.80,glm5_nvidia,llm_title_abstract_annotated,Abstract mentions green tea catechins reduce adiposity; mechanism not specified for this specific outcome.; llm_postprocessed=true
PMID_41226835_GLM1,PMID_41226835,green tea,purified component,catechins,,other,Heart Failure (HF),systematic review,evidence_synthesis_nonquantitative,review of preclinical models,,positive,,,,,"antioxidant, anti-inflammatory, anti-apoptotic, metabolic modulation",,,heart failure,"EGCG has demonstrated pleiotropic bioactivity in preclinical models, encompassing potent antioxidant, anti-inflammatory, and anti-apoptotic properties.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41210635_GLM1,PMID_41210635,green tea,purified component,catechins,,neuroprotection,neuroprotective outcome,systematic review,evidence_synthesis_nonquantitative,not specified,,positive,,,,,modulation of signaling pathways,,,neural phenotype,"This review critically evaluates recent advancements in the pharmacological actions of EGCG, including its ... neuroprotective ... properties.",0.80,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41210635_GLM2,PMID_41210635,green tea,purified component,catechins,,antioxidant,antioxidant outcome,systematic review,evidence_synthesis_nonquantitative,not specified,,positive,,,,,"modulation of NF-κB, MAPK, and PI3K/Akt pathways",,,,"The underlying molecular mechanisms including modulation of key signaling pathways, such as NF-κB, MAPK, and PI3K/Akt, are discussed in detail",0.75,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41210635_GLM3,PMID_41210635,green tea,purified component,catechins,,anti-inflammatory,anti-inflammatory outcome,systematic review,evidence_synthesis_nonquantitative,not specified,,positive,,,,,"modulation of NF-κB, MAPK, and PI3K/Akt pathways",,,,"The underlying molecular mechanisms including modulation of key signaling pathways, such as NF-κB, MAPK, and PI3K/Akt, are discussed in detail",0.75,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41207049_GLM1,PMID_41207049,green tea,purified component,catechins,,other,flavor profile,animal study,preclinical_in_vivo,green tea leaves,,unclear,,,,,metabolism of flavonoids and amino acids,,,,"RHF accelerated flavonoid transformation and amino acid formation metabolism, resulting in higher L-glutamic acid and catechin contents, lower rutin and l-lysine contents.",0.90,glm5_nvidia,llm_title_abstract_annotated,Focus is on processing technology and sensory quality.; llm_postprocessed=true
PMID_41184896_GLM1,PMID_41184896,unspecified tea,unspecified material,multiple component groups,,other,kidney stones risk,cohort study,human_observational,Chinese adults,,negative,,,,,,,,kidney stones,Higher LE8 and its subscale scores were associated with a lower risk of kidney stones.,0.85,glm5_nvidia,llm_title_abstract_annotated,Tea drinking is identified as a subgroup where the negative association is more pronounced.; llm_postprocessed=true
PMID_41175620_GLM2,PMID_41175620,unspecified tea,purified component,mixed polyphenols,,antioxidant,BCL2/BAX ratio,animal study,preclinical_in_vivo,rat model,,positive,,,,,cytoprotective effects,,Teadenol A,oxidative stress,"Thermal processing increased the levels of low-molecular-weight compounds in theabrownin, and theabrownin maintained antioxidant bioactivity after heating, as indicated by a 25.6 % increase in BCL2/BAX ratio and cytoprotective effects.",0.95,glm5_nvidia,llm_title_abstract_annotated,Thermal processing negatively impacted polyphenol antioxidant function.; Theabrownin showed thermal stability and maintained antioxidant functionality.; llm_postprocessed=true
PMID_41163054_GLM1,PMID_41163054,green tea,tea extract,whole extract,,gut microbiota modulation,gut microbiota balance,randomized controlled trial,human_interventional,human,,positive,,,,,enhancing gut microbiota balance,Akkermansia muciniphila,,obesity,"Next-generation probiotics, especially Akkermansia muciniphila, alongside compounds found in green tea extract and konjac glucomannan, offer promise in obesity management by enhancing gut microbiota balance and metabolic function.",0.75,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41163054_GLM2,PMID_41163054,green tea,tea extract,whole extract,,metabolic improvement,metabolic metrics improvement,randomized controlled trial,human_interventional,human,,positive,,,,,synergistic effects of probiotic and prebiotics,,,metabolic syndrome phenotype,"This research investigates a unique supplement that integrates these elements, proposing that it will outperform lifestyle changes alone in improving... metabolic metrics... among overweight or obese adults.",0.75,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41157739_GLM1,PMID_41157739,unspecified tea,unspecified material,multiple component groups,,anti-inflammatory,anti-inflammatory activity,systematic review,evidence_synthesis_nonquantitative,review synthesis,,positive,,,,,,,,,"The most common pharmacological activity among the plants was antimicrobial, followed by anticancer, antioxidant and anti-inflammatory activities.",0.85,glm5_nvidia,llm_title_abstract_annotated,General finding for the reviewed plants.; llm_postprocessed=true
PMID_41157739_GLM2,PMID_41157739,unspecified tea,unspecified material,multiple component groups,,other,antimicrobial activity,systematic review,evidence_synthesis_nonquantitative,review synthesis,,positive,,,,,,,,,"The most common pharmacological activity among the plants was antimicrobial, followed by anticancer, antioxidant and anti-inflammatory activities.",0.85,glm5_nvidia,llm_title_abstract_annotated,General finding for the reviewed plants.; Tea mentioned as a traditional preparation method for the surveyed plants.; llm_postprocessed=true
PMID_41156555_GLM1,PMID_41156555,unspecified tea,tea extract,mixed polyphenols,,anti-obesity,metabolic syndrome management,systematic review,evidence_synthesis_nonquantitative,human,,unclear,,,,,improved insulin sensitivity and lipid balance,,,metabolic syndrome,"These properties make CGA a promising agent against metabolic syndrome (type 2 diabetes, obesity, hypertension, and dyslipidemia)",0.85,glm5_nvidia,llm_title_abstract_annotated,Review summarizes biological activities relevant to metabolic disorders including obesity.; llm_postprocessed=true
PMID_41156555_GLM2,PMID_41156555,unspecified tea,tea extract,mixed polyphenols,,other,improved insulin sensitivity,systematic review,evidence_synthesis_nonquantitative,review synthesis,,unclear,,,,,modulation of oxidative stress and key cellular signaling pathways,,,insulin resistance,"contributing to improved insulin sensitivity, lipid balance, and overall energy homeostasis",0.80,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41151447_GLM1,PMID_41151447,green tea,purified component,mixed polyphenols,,gut microbiota modulation,ileal microbiome composition,animal study,preclinical_in_vivo,broiler chickens,,no_clear_effect,,,,,microbiota-associated mechanism,Clostridium sensu stricto 1,,,The same effect [suppression of Clostridium sensu stricto 1] was not observed with tea polyphenols.,0.90,glm5_nvidia,llm_title_abstract_annotated,Tea polyphenols administered in ovo at 2.5 mg/egg failed to modulate the target taxa unlike the positive seaweed control.; llm_postprocessed=true
PMID_41149402_GLM1,PMID_41149402,unspecified tea,purified component,mixed polyphenols,,anti-inflammatory,postoperative adhesion reduction,animal study,preclinical_in_vivo,cecum-abdominal wall adhesion model,,negative,,,,,modulation of inflammation and collagen deposition,,,postoperative adhesion,GPP20 significantly reduced postoperative cecum-abdominal wall adhesions through both physical barrier effects and modulation of inflammation and collagen deposition,0.95,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41149402_GLM2,PMID_41149402,unspecified tea,purified component,mixed polyphenols,,antioxidant,ROS scavenging,animal study,preclinical_in_vivo,ABTS assay,,positive,,,,,ROS scavenging,,,oxidative stress,"GPP20 exhibited effective ROS scavenging (82% ABTS scavenging capability), which protects cells against oxidative stress",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41149402_GLM3,PMID_41149402,unspecified tea,purified component,mixed polyphenols,,other,tissue regeneration,animal study,preclinical_in_vivo,full-thickness wound model,,positive,,,,,M2 macrophage polarization and angiogenesis,,,wound healing,GPP20 accelerated tissue regeneration (85% wound closure rate on day 10) by promoting macrophage polarization toward the M2 phenotype and stimulating angiogenesis,0.95,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41142253_GLM1,PMID_41142253,unspecified tea,unspecified material,multiple component groups,,anti-inflammatory,skin aging,systematic review,evidence_synthesis_nonquantitative,review synthesis,,unclear,,,,,antioxidant; anti-inflammatory; MMP inhibition,,,,"This review describes skin aging, common plant (e.g., rice, ginseng, tea, etc.) bioactive metabolites and their efficacy and mechanism of action in delaying skin aging.",0.70,glm5_nvidia,llm_title_abstract_annotated,Tea listed as an example; mechanisms described generally for plant metabolites.; llm_postprocessed=true
PMID_41140262_GLM1,PMID_41140262,unspecified tea,tea extract,caffeine,,cardiovascular protection,flow-mediated dilation (FMD),systematic review,evidence_synthesis_nonquantitative,human,,positive,,,,,endothelial function improvement,,,endothelial function,"Tea (1.2-4.8%) have the most robust evidence, consistently improving FMD, with chronic intake sustaining benefits.",0.90,glm5_nvidia,llm_title_abstract_annotated,Contextual claim linking FMD improvement to reduced CVD risk.; Extracted mechanism of caffeine impairing FMD mentioned in abstract.; llm_postprocessed=true
PMID_41140078_GLM1,PMID_41140078,green tea,purified component,catechins,,other,inhibition of cariogenic bacteria,systematic review,evidence_synthesis_nonquantitative,oral cavity,,unclear,,,,,antibacterial,Streptococcus mutans,,dental caries,"Green tea inhibits the growth of cariogenic bacteria, such as Streptococcus mutans, reduces plaque development, and inhibits the development of halitosis.",0.85,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41140078_GLM2,PMID_41140078,green tea,purified component,catechins,,anti-inflammatory,gingival inflammation,systematic review,evidence_synthesis_nonquantitative,oral cavity,,positive,,,,,anti-inflammatory,,,periodontal disease,"its anti-inflammatory effects help reduce gingival inflammation and oxidative stress, thereby easing the symptoms of periodontal disease.",0.85,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41135302_GLM1,PMID_41135302,unspecified tea,tea infusion,multiple component groups,,cardiovascular protection,cardiovascular mortality,cohort study,human_observational,human,,negative,,,,,oxidative balance,,,,"High adherence to MRD was associated with a substantially reduced risk of CVD mortality, including both heart disease and cerebrovascular disease, with oxidative balance playing a potential mediating role.",0.85,glm5_nvidia,llm_title_abstract_annotated,Tea is listed as a component of the MRD.; llm_postprocessed=true
PMID_41106481_GLM1,PMID_41106481,green tea,purified component,catechins,,gut microbiota modulation,gut microbiota composition,systematic review,evidence_synthesis_nonquantitative,Colon,,unclear,,,,,Promoting beneficial bacteria and inhibiting pathogenic strains,beneficial bacteria; pathogenic strains,,gut health,modulating gut microbiota composition by promoting beneficial bacteria and inhibiting pathogenic strains,0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41106481_GLM2,PMID_41106481,green tea,purified component,catechins,,gut microbiota modulation,intestinal barrier function,systematic review,evidence_synthesis_nonquantitative,Intestine,,positive,,,,,Upregulating tight junction proteins,,short-chain fatty acids,intestinal barrier integrity,"enhancing intestinal barrier function by upregulating tight junction proteins, and promoting the production of short-chain fatty acids",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41106481_GLM3,PMID_41106481,green tea,purified component,catechins,,gut microbiota modulation,systemic health effects,systematic review,evidence_synthesis_nonquantitative,Gut-related axes,,unclear,,,,,Modulation of key gut-related health pathways,,,systemic health,"modulates key gut-related health pathways and its broader implications for systemic health through various interconnected gut axes, including the gut-liver, gut-brain, gut-renal, and gut-lung axes",0.85,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41089755_GLM1,PMID_41089755,fermented tea,purified component,catechins,,gut microbiota modulation,gut microbiota modulation,systematic review,evidence_synthesis_nonquantitative,not specified,,positive,,,,,gut-brain axis,commensal bacteria; pathogenic strains,short-chain fatty acids,cognitive health,"Compounds including catechins in fermented tea positively modulate gut microbiota composition, promoting commensal bacteria while suppressing pathogenic strains.",0.90,glm5_nvidia,llm_title_abstract_annotated,Evidence synthesized from review of literature.; llm_postprocessed=true
PMID_41089755_GLM2,PMID_41089755,fermented tea,purified component,catechins,,other,oxidative stress reduction,systematic review,evidence_synthesis_nonquantitative,not specified,,positive,,,,,antioxidant mechanism,,,diabetic cognitive impairment,"The antioxidant properties of tea polyphenols and catechins mitigate oxidative stress, a key pathogenic factor in diabetic cognitive impairment.",0.85,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41073208_GLM1,PMID_41073208,green tea,tea infusion,multiple component groups,,metabolic improvement,metabolic syndrome markers,meta-analysis,evidence_synthesis,human,,unclear,,,,,,,,metabolic syndrome,"green tea consumption did not significantly affect FBS, HbA1C, systolic blood pressure, diastolic blood pressure, total cholesterol, TG, HDL-C, or LDL-C.",0.90,glm5_nvidia,llm_title_abstract_annotated,Overall analysis results; Subgroup: duration <8 weeks; Subgroup: female participants; llm_postprocessed=true
PMID_41067627_GLM1,PMID_41067627,unspecified tea,tea leaf,theanine,,other,metabolic pathway elucidation,systematic review,evidence_synthesis_nonquantitative,Camellia sinensis,,unclear,,,,,regulation by key genes and transporters,,,,"This review systematically elucidated the complete ""root-to-shoot"" metabolic pathway regulated by key genes and transporters of L-theanine.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41061287_GLM1,PMID_41061287,black tea,purified component,theaflavins,,anti-obesity,obesity-related phenotype,animal study,preclinical_in_vivo,rat model,,positive,,,,,AMPK/SREBP-1 pathway; AMPK/SIRT1/PGC-1α/UCP1 pathway; gut microbiota modulation,"Alistipes, Akkermansia, Coprococcus, NK4A214_group, Collinsella, Rikenellaceae_RC9_gut_group",,"mitigated body weight, lipid deposition; white adipose tissue browning","TFs exerted protective effects by mitigating body weight, lipid deposition... TFs activated the AMPK/SREBP-1 pathway and AMPK/SIRT1/PGC-1α/UCP1 pathway to mitigate the lipid metabolism and energy metabolism.",0.95,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41061287_GLM2,PMID_41061287,black tea,purified component,theaflavins,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,rat model,,positive,,,,,TRL4/MyD88/NF-κB pathway inhibition; intestinal barrier protection,,,"mitigated immune response in whole body, adipose tissues, and colon","TFs exerted protective effects by mitigating... immune response in the whole body, adipose tissues, and colon. ...thereby inhibiting TRL4/MyD88/NF-κB pathway and protecting the intestinal barrier.",0.95,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41061287_GLM3,PMID_41061287,black tea,purified component,theaflavins,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,rat model,,positive,,,,,"regulated metabolic pathways (starch and sucrose, α-linolenic acid, glycine-serine-threonine)","Alistipes, Akkermansia, Coprococcus, NK4A214_group, Collinsella, Rikenellaceae_RC9_gut_group",,improved intestinal barrier integrity,"TFs promoted the potential probiotics (Alistipes, Akkermansia, Coprococcus, NK4A214_group, Collinsella, and Rikenellaceae_RC9_gut_group) and regulated metabolic pathway... thereby... protecting the intestinal barrier.",0.95,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41052623_GLM1,PMID_41052623,unspecified tea,tea infusion,multiple component groups,,antioxidant,superoxide dismutase (SOD),randomized controlled trial,human_interventional,human Parkinson's disease patients,,positive,,,,,oxidative-stress-related mechanism,,,oxidative stress phenotype,"In the experimental group, Day31 measurements showed a significant increase in SOD (19.28 U/mg) and catalase (130.1 µmol/L) compared to Day1...",0.95,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41019326_GLM1,PMID_41019326,green tea,purified component,catechins,,anti-obesity,body fat reduction,systematic review,evidence_synthesis_nonquantitative,human,,negative,,,,,"multi-targeted (adipogenesis suppression, lipolysis activation, thermogenesis, microbiome modulation)",,SCFA,obesity,"Clinical evidence supports the efficacy of selected compounds, with green tea catechins showing 4% to 5% body fat reduction",0.90,glm5_nvidia,llm_title_abstract_annotated,Specific effect attributed to green tea catechins.; llm_postprocessed=true
PMID_41019326_GLM2,PMID_41019326,green tea,purified component,catechins,,gut microbiota modulation,gut microbiome modulation,systematic review,evidence_synthesis_nonquantitative,review synthesis,,unclear,,,,,SCFA production,,SCFA,obesity,gut microbiome modulation through SCFA production,0.85,glm5_nvidia,llm_title_abstract_annotated,General mechanism listed for polyphenols including EGCG.; llm_postprocessed=true
PMID_41011225_GLM1,PMID_41011225,unspecified tea,tea extract,whole extract,,cardiovascular protection,cardiovascular therapy,systematic review,evidence_synthesis_nonquantitative,review synthesis,,positive,,,,,,,,,"This review comprehensively summarizes the current knowledge on the preparation, metabolic pathways, pharmacological effects, and safety profile of CGA... systematically analyzes the biological effects and molecular targets of CGA in the cardiovascular therapy",0.90,glm5_nvidia,llm_title_abstract_annotated,Broad claims on cardiovascular therapy.; llm_postprocessed=true
PMID_41010543_GLM1,PMID_41010543,unspecified tea,tea extract,whole extract,,other,liver enzyme improvement,systematic review,evidence_synthesis_nonquantitative,human,,positive,,,,,,,,MASLD,Liver enzymes improved following consumption of ... sour tea,0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41010475_GLM1,PMID_41010475,green tea,tea extract,whole extract,,metabolic improvement,endurance performance,randomized controlled trial,human_interventional,human_males,,positive,,,,,fat oxidation,,,,Green tea enhances endurance and fat oxidation in normothermic conditions.,0.95,glm5_nvidia,llm_title_abstract_annotated,Green tea extract (500 mg) significantly increased time-to-exhaustion and reduced respiratory exchange ratio in normothermic conditions.; Combined green tea extract and ginger supplementation enhanced time-to-exhaustion in cold environments.; llm_postprocessed=true
PMID_41010475_GLM3,PMID_41010475,green tea,tea extract,whole extract,,other,thermal comfort,randomized controlled trial,human_interventional,human_males,,positive,,,,,,,,,Combined supplementation... improved TSS compared to the placebo... in cold conditions.,0.85,glm5_nvidia,llm_title_abstract_annotated,Combined supplementation improved thermal sensation scores in cold environments.; llm_postprocessed=true
PMID_41009815_GLM1,PMID_41009815,green tea,purified component,catechins,,antioxidant,oxidative stress mitigation,systematic review,evidence_synthesis_nonquantitative,human,,unclear,,,,,neutralizing free radicals,,,skin aging,"Emerging research also highlights its promise in aesthetic medicine for mitigating skin oxidative stress, improving skin brightness and neutralizing free radicals, responsible for wrinkles, hyperpigmentation, and loss of elasticity.",0.85,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41009815_GLM2,PMID_41009815,green tea,purified component,catechins,,other,treatment of viral warts,systematic review,evidence_synthesis_nonquantitative,human,,unclear,,,,,,,,viral warts,"EGCG has diverse applications in dermatology, including the treatment of viral warts, psoriasis, lichen sclerosus, acne, vaginal dryness, alopecia, and UV-induced skin damage.",0.80,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_40976893_GLM1,PMID_40976893,green tea,tea extract,whole extract,,antioxidant,skin aging signs,systematic review,evidence_synthesis_nonquantitative,human skin,,positive,,,,,enhanced delivery and stability via nanocarriers,,,skin aging phenotype,"Bioactive compounds targeting anti-aging, such as antioxidants... and plant extracts (such as green tea...), were successfully integrated into nanocarrier systems... demonstrate improved penetration, stability, and controlled release",0.80,glm5_nvidia,llm_title_abstract_annotated,Green tea mentioned as an example of plant extract with antioxidant properties formulated in nanocarriers.; llm_postprocessed=true
PMID_40972869_GLM1,PMID_40972869,unspecified tea,unspecified material,multiple component groups,,cardiovascular protection,flow-mediated dilation,meta-analysis,evidence_synthesis,human,,positive,,,,,,,,endothelial function,"tea (MD: 3.22%; 95% CI: 2.01%, 4.42%), with tea showing the greatest improvement in FMD.",0.95,glm5_nvidia,llm_title_abstract_annotated,"Tea showed the greatest improvement in FMD compared to other food groups like fruits, vegetables, and cocoa.; llm_postprocessed=true"
PMID_40969419_GLM1,PMID_40969419,green tea,tea extract,catechins,,antioxidant,skin protection from free radicals,systematic review,evidence_synthesis_nonquantitative,human,,unclear,,,,,antioxidant activity,,,skin aging,"Tea is known to have antioxidant and anti-inflammatory properties. Also, skin care products often contain antioxidant compounds that help protect the skin from free radicals that cause premature aging.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_40969419_GLM2,PMID_40969419,green tea,tea extract,catechins,,anti-inflammatory,inflammation-related outcome,systematic review,evidence_synthesis_nonquantitative,human,,unclear,,,,,,,,skin aging,Tea is known to have antioxidant and anti-inflammatory properties.,0.85,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_40969419_GLM3,PMID_40969419,green tea,tea extract,catechins,,other,anti-aging effects,systematic review,evidence_synthesis_nonquantitative,in vitro and in vivo,,unclear,,,,,,,,skin aging,This review gave an overview of green tea extract as an anti-aging in vivo and in vitro studies.,0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_40944258_GLM1,PMID_40944258,green tea,tea infusion,multiple component groups,,other,liver cancer risk,cohort study,human_observational,human,,negative,,,,,,,,,"For weekly tea consumption, low-level intake (HR = 0.82; 95% CI: 0.68, 0.99), <10 years (HR = 0.74; 95% CI: 0.58, 0.93), 10-29 years (HR = 0.84; 95% CI: 0.71, 0.99), and green tea-specific consumption (HR = 0.86; 95% CI: 0.75, 0.98) were associated with reduced liver cancer risk in non-diabetics.",0.90,glm5_nvidia,llm_title_abstract_annotated,Green tea specified; effect observed in non-diabetic subgroup only.; Null finding for tea consumption in the diabetic subgroup.; llm_postprocessed=true
PMID_40944237_GLM1,PMID_40944237,unspecified tea,tea extract,mixed polyphenols,,metabolic improvement,postprandial blood glucose,randomized controlled trial,human_interventional,healthy adults,,negative,,,,,inhibition of α-glucosidase and β-fructofuranosidase,,,postprandial hyperglycemia,"When RL tea was consumed with sucrose, postprandial blood glucose levels were significantly reduced at 15 and 30 min.",0.95,glm5_nvidia,llm_title_abstract_annotated,Effect observed with sucrose but not glucose challenge.; Effect observed with sucrose challenge.; llm_postprocessed=true
PMID_40939879_GLM1,PMID_40939879,green tea,unspecified material,multiple component groups,,cardiovascular protection,cardiovascular disease mortality,cohort study,evidence_synthesis_nonquantitative,human cohort,,unclear,,,,,,,,,An inverse association was found between higher adherence to four JDIs and all-cause and cardiovascular disease (CVD) mortality in both genders.,0.90,glm5_nvidia,llm_title_abstract_annotated,Green tea is a component of the Japanese Diet Index.; llm_postprocessed=true
PMID_40935265_GLM1,PMID_40935265,green tea,purified component,catechins,,other,sperm quality,systematic review,evidence_synthesis_nonquantitative,male,,positive,,,,,antioxidant,,,infertility,"EGCG enhances sperm quality by reducing oxidative damage, improving testosterone levels, mitigating testicular inflammation",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_40935265_GLM3,PMID_40935265,green tea,purified component,catechins,,cardiovascular protection,vascular health,systematic review,evidence_synthesis_nonquantitative,pregnancy,,positive,,,,,,,,preeclampsia,"EGCG's ability to enhance vascular health, improve placental function... suggests its potential in promoting a healthy pregnancy",0.80,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_40932098_GLM1,PMID_40932098,green tea,tea infusion,multiple component groups,,anti-inflammatory,gingival health improvement,cohort study,human_observational,human,,positive,,,,,oxidative stress reduction,,,gingivitis,Daily intake of matcha tea for 1 month improved gingival health and decreased oxidative stress markers in the localised gingivitis patients.,0.95,glm5_nvidia,llm_title_abstract_annotated,"Significant reductions in Plaque Index, Bleeding on Probing, and salivary 8-OHdG observed.; llm_postprocessed=true"
PMID_40930783_GLM1,PMID_40930783,green tea,unspecified material,multiple component groups,,antioxidant,pneumonia mortality,cohort study,human_observational,human cohort,,positive,,,,,antioxidant activity,,,pneumonia mortality risk,"Higher dietary intake of cryptonxanthin, lycopene, and vitamins C and E was associated with a low risk of pneumonia mortality in Japanese adults.",0.90,glm5_nvidia,llm_title_abstract_annotated,Green tea was adjusted for as a confounder; not tested as primary exposure.; llm_postprocessed=true
PMID_40930359_GLM1,PMID_40930359,unspecified tea,tea extract,tea polysaccharides,,gut microbiota modulation,gut microbiota modulation,systematic review,evidence_synthesis_nonquantitative,review synthesis,,unclear,,,,,,,,,"The review emphasizes the antioxidant, anti-inflammatory, anti-tumor, and hypoglycemic activities of TPS and TPC, as well as their role in modulating gut microbiota.",0.90,glm5_nvidia,llm_title_abstract_annotated,Review summarizes role of TPS and TPC in modulating gut microbiota.; llm_postprocessed=true
PMID_40923241_GLM1,PMID_40923241,green tea,tea extract,whole extract,,gut microbiota modulation,reduction of bile salt hydrolase (BSH) activity,animal study,preclinical_in_vivo,weaning pigs,,negative,,,,,inhibition of BSH-producing bacteria,"Clostridium sensu stricto 6, Clostridia vadinBB60 group, Marvinbryantia, Muribaculaceae, Enterococcus",secondary bile acids,"improved growth performance (ADG, G:F)","GBK reduced the abundance of gut microbiota with BSH activity, including Clostridium sensu stricto 6, the Clostridia vadinBB60 group, Marvinbryantia, Muribaculaceae, and Enterococcus.",0.95,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_40923241_GLM2,PMID_40923241,green tea,tea extract,whole extract,,gut microbiota modulation,modulation of inflammatory markers,animal study,preclinical_in_vivo,weaning pigs,,negative,,,,,immunomodulation,,,"reduced inflammation (TNF-alpha, IL-6), increased immunoglobulins (IgA, IgG)","supplementation of GBK decreased the TNF-α and IL-6, while immunoglobulins (IgA, IgG) increased.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_40917836_GLM1,PMID_40917836,unspecified tea,tea extract,whole extract,,anti-inflammatory,anti-inflammatory properties,systematic review,evidence_synthesis_nonquantitative,multi-study,,positive,,,,,,,,inflammation phenotype,"tea tree oil was particularly effective for acne treatment, while lavender and rosemary oils showed promising anti-inflammatory and anti-aging properties.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_40917836_GLM2,PMID_40917836,unspecified tea,tea extract,whole extract,,other,acne treatment efficacy,systematic review,evidence_synthesis_nonquantitative,multi-study,,positive,,,,,,,,acne,Key findings demonstrated that tea tree oil was particularly effective for acne treatment,0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_40910807_GLM1,PMID_40910807,unspecified tea,purified component,mixed polyphenols,,antioxidant,antioxidant-status outcome,systematic review,evidence_synthesis_nonquantitative,not specified,,unclear,,,,,,,,,"polyphenols, their derivatives, and oligomers and polymers which possess potential antioxidant... effects were separated and identified.",0.80,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_40910807_GLM2,PMID_40910807,unspecified tea,purified component,mixed polyphenols,,other,cancer-related outcome,systematic review,evidence_synthesis_nonquantitative,not specified,,unclear,,,,,,,,,"polyphenols, their derivatives, and oligomers and polymers which possess potential... anticancer... effects were separated and identified.",0.80,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
