paper_id,source_db,title,authors,journal,year,doi,pmid,study_type,tea_type,material_form,component_group,activity_category,processing_present,extraction_present,microbiome_present,include_status,exclusion_reason,notes
PMID_41161636,PubMed,Antiviral activity of curcumin against Israeli acute paralysis virus in Apis mellifera: Screening and mechanistic study.,Yang S; Huang Z; Wei R; Liu D; Su X; Zheng H,Journal of invertebrate pathology,2026,10.1016/j.jip.2025.108483,41161636,animal study,unspecified tea,purified component,mixed polyphenols,metabolic improvement,no,no,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch; Study on antiviral effects of natural compounds in bees; tea polyphenols tested but curcumin was primary focus.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41128781,PubMed,Magnetic resonance imaging-based assessment of hippocampal glutamate and morphometric changes in preterm infants at term-equivalent age with low birth weight.,Xu L; Gong H; Ren Q; Xia S; Li M; Ning H; Liu Q; Yang C; Wang J; Yin Z; Li X,Pediatric radiology,2026,10.1007/s00247-025-06435-8,41128781,cohort study,unspecified tea,unspecified material,multiple component groups,metabolic improvement,no,no,no,exclude,out_of_scope,"matched_queries=Q5; abstract_saved_in_raw_batch; Study on preterm infant neurodevelopment. No tea, tea components, or functional activity related to tea mentioned.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41046082,PubMed,"Ilex cornuta: A review of botany, quality control, phytochemistry, and multimodal pharmacological actions.",Gao W; Chai W; Xia P,Journal of ethnopharmacology,2026,10.1016/j.jep.2025.120679,41046082,systematic review,unspecified tea,unspecified material,multiple component groups,anti-obesity,no,no,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review on Ilex cornuta (Kuding tea) discussing anti-obesity and metabolic effects.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41045993,PubMed,Role of the global regulatory factor VeA in Cordyceps militaris and its overexpression combined with tea polyphenols to enhance cordycepin production.,Niu H; Xia X; Wang Y; Yang W; Wang Z; Zhang D; Liu D; Chen Y; Ying H,Bioresource technology,2026,10.1016/j.biortech.2025.133438,41045993,animal study,unspecified tea,purified component,mixed polyphenols,metabolic improvement,yes,no,no,include,,matched_queries=Q4; abstract_saved_in_raw_batch; Tea polyphenols used as exogenous effectors to enhance cordycepin production in fungal liquid fermentation.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_40928510,PubMed,"Jasmine tea: unveiling the secrets of processing, flavor characteristics, and potential health benefits.",Wang J; Yi G; Zhao T; Huang X; Zhao Y; Zhu M; Liu Z; Wang K,Critical reviews in food science and nutrition,2026,10.1080/10408398.2025.2556218,40928510,systematic review,unspecified tea,tea leaf,multiple component groups,antioxidant,yes,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q1;Q4; abstract_saved_in_raw_batch
PMID_40836822,PubMed,"Dietary factors in Helicobacter pylori infection control: A review of in vitro and in vivo data, including case-controls.",Boyanova LY; Markovska RD; Gergova RT; Boyanova L,Nutrition and health,2026,10.1177/02601060251366000,40836822,systematic review,green tea,unspecified material,multiple component groups,anti-inflammatory,no,no,no,include,,"matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review discussing green tea effects on H. pylori, including anti-adhesive, anti-ulcer, and anti-inflammatory mechanisms.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_40784131,PubMed,Natural lignocellulose fibers-based bio-dressing for accelerated wound healing and machine learning-assisted smart multimodal sensing.,Li C; Du J; Zhu L; Hu J; Fu C; Lu J; Du H; Wang H; Lv D,Biomaterials,2026,10.1016/j.biomaterials.2025.123603,40784131,animal study,unspecified tea,purified component,mixed polyphenols,antioxidant,no,no,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch; Tea polyphenols were used as a functional component in a lignocellulose wound dressing material.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_40684409,PubMed,Harnessing the synergistic potential of EGCG and camptothecin against skin melanoma: a computational and experimental approach.,Ahmad AVD; Yasar Q; Ali SA; Khan SW; Khan MM,Molecular diversity,2026,10.1007/s11030-025-11296-2,40684409,animal study,green tea,purified component,catechins,anti-inflammatory,no,no,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch; Study investigates EGCG and camptothecin synergy against melanoma via computational and in vitro methods.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_40169473,PubMed,Tea Polyphenols and Compound Probiotics Promote Laying Performance and Egg Quality by Improving Intestinal Barrier Function and Immunity in Laying Hens.,Yang X; Zhou X; Jiang L; Jiang Y,Probiotics and antimicrobial proteins,2026,10.1007/s12602-025-10530-5,40169473,animal study,unspecified tea,purified component,mixed polyphenols,gut microbiota modulation,no,no,yes,include,,"matched_queries=Q3; abstract_saved_in_raw_batch; Animal study on tea polyphenols and probiotics in laying hens showing effects on microbiota, gut barrier, and performance.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_39056315,PubMed,Sensory evaluation and chemical composition of Solanum nigrum and Solanum torvum herbal tea and spice.,Asante JO; Wireko-Manu F; Larbie C; Kpodo GN; Oduro I,Food science and technology international = Ciencia y tecnologia de los alimentos internacional,2026,10.1177/10820132241266103,39056315,plant/agronomy study,unspecified tea,purified component,catechins,neuroprotection,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41656465,PubMed,Antiviral Activity of Plant-Based Preparations against SARS-CoV-2 and Herpes Simplex Virus Type 2 In Vitro: A Review of Experimental Findings.,Kazachinskaia EI; Zibareva LN; Kononova YV; Shestopalov AM; Voevoda MI; Chepurnov AA,Bulletin of experimental biology and medicine,2025,10.1007/s10517-026-06570-8,41656465,systematic review,green tea,tea extract,mixed polyphenols,other,no,yes,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch; Review of plant preparations including green tea extract with antiviral activity against SARS-CoV-2 and HSV-2.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41624191,PubMed,Non-volatile metabolomics analysis of heating withering method for processing white tea from Longjing 43 tea variety by UHPLC-Q-TOF/MS.,Cui H; Cheng Z; Shi D; Yin J; Feng Z; Zhao Y; Zhang J,Frontiers in nutrition,2025,10.3389/fnut.2025.1735183,41624191,plant/agronomy study,white tea,purified component,catechins,metabolic improvement,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q2;Q4; abstract_saved_in_raw_batch
PMID_41623636,PubMed,Pu-erh tea attenuates obesity by remodeling gut microbiota and activating energy expenditure.,Jiang X; Wu F; Xu M; Luo L; Zeng L,Frontiers in microbiology,2025,10.3389/fmicb.2025.1752456,41623636,animal study,unspecified tea,tea extract,whole extract,gut microbiota modulation,no,yes,yes,include,,matched_queries=Q2; Q3; abstract_saved_in_raw_batch; Animal study on Pu-erh tea extract anti-obesity effects via BAT activation and gut microbiota modulation in HFD-fed mice.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41608512,PubMed,"Therapeutic potential of epigallocatechin gallate in gynecologic cancer, endometriosis, polycystic ovary syndrome: a mechanistic and translational perspective.",Sanlier NT; Turkoglu İ; Sacinti KG; Sanlier N,Frontiers in nutrition,2025,10.3389/fnut.2025.1746959,41608512,systematic review,unspecified tea,purified component,catechins,anti-inflammatory,no,no,no,include,,"matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review on EGCG therapeutic potential in gynecologic cancers, endometriosis, and PCOS.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41596095,PubMed,High-Altitude Hypoxia Injury: Systemic Mechanisms and Intervention Strategies on Immune and Inflammatory Responses.,Zhang J; Guo S; Dou B; Liu Y; Wang X; Jiao Y; Li Q; Li Y; Chen H,"Antioxidants (Basel, Switzerland)",2025,10.3390/antiox15010036,41596095,systematic review,unspecified tea,purified component,mixed polyphenols,neuroprotection,no,no,no,include,,matched_queries=Q1; Q3; abstract_saved_in_raw_batch; Systematic review mentioning tea polyphenols as a functional food intervention for high-altitude hypoxia injury.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41594549,PubMed,Advances in Bioactive Compounds from Plants and Their Applications in Alzheimer's Disease.,Pavlov S; Prajapati SK; Yadav D; Marcano-Rodriguez A; Yadav H; Jain S,Biomolecules,2025,10.3390/biom16010007,41594549,systematic review,unspecified tea,purified component,catechins,gut microbiota modulation,no,no,yes,include,,"matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review on phytochemicals for Alzheimer's Disease, including EGCG from Camellia sinensis.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41590786,PubMed,Physicochemical and Antioxidant Alterations of Modified and Free Epigallocatechin Gallate Under Thermal Treatment in Air and Vacuum.,Yu L; Deng Z; Nakagawa M; Zheng S; Jo JI; Tanaka T; Honda Y,Journal of functional biomaterials,2025,10.3390/jfb17010018,41590786,animal study,green tea,purified component,catechins,antioxidant,yes,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41517177,PubMed,"Multidimensional Profiling of Chinese Sweet Tea (Lithocarpus litseifolius): Processing Methods Modulate Sensory Properties, Bioaccessibility and Prebiotic Potential via Gut Microbiota Regulation.",Zeng Z; Zhang Q; Zhang L; Hu B; Wen X; Wang Z; Wu W; Liu Y,"Foods (Basel, Switzerland)",2025,10.3390/foods15010110,41517177,animal study,green tea,tea extract,catechins,gut microbiota modulation,yes,yes,yes,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q3;Q4; abstract_saved_in_raw_batch
PMID_41517138,PubMed,Eurotium cristatum-Fermented White Tea Ameliorates DSS-Induced Colitis by Multi-Scale.,Wu H; Kong X; Shan R; Peng S; Zhao M; Yu W; Chen C; Wang X; Li Z,"Foods (Basel, Switzerland)",2025,10.3390/foods15010072,41517138,animal study,white tea,purified component,caffeine,gut microbiota modulation,no,no,yes,include,,matched_queries=Q4; abstract_saved_in_raw_batch; Animal study on Eurotium cristatum-fermented white tea ameliorating DSS-induced colitis.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41488517,PubMed,The preparation and physicochemical properties of biodegradable konjac glucomannan-based films reinforced with bacterial cellulose and tea polyphenol for food packaging.,Ma L; Hu P; Zhang Y; Dai Y; Guo Y,RSC advances,2025,10.1039/d5ra07243c,41488517,animal study,unspecified tea,purified component,mixed polyphenols,antioxidant,no,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q3; abstract_saved_in_raw_batch
PMID_41470906,PubMed,Pioneering Insights into the Complexities of Salt-Sensitive Hypertension: Central Nervous System Mechanisms and Dietary Bioactive Compound Interventions.,Wang R; Xu B; Liu X; Guo Q; Miodonski G; Shan Z; Du D; Chen QH,Nutrients,2025,10.3390/nu17243961,41470906,systematic review,unspecified tea,unspecified material,multiple component groups,metabolic improvement,no,no,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review mentioning tea among multiple bioactive compounds for salt-sensitive hypertension.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41462286,PubMed,Modification role of tea in the association of dietary meat intake and obesity risk.,Cai S; Wu C; Zhang J; Na X; Tan Y; Zhao A,Nutrition journal,2025,10.1186/s12937-025-01258-7,41462286,animal study,unspecified tea,tea infusion,multiple component groups,anti-obesity,no,no,no,include,,matched_queries=Q5; abstract_saved_in_raw_batch; Prospective cohort study (UK Biobank) investigating tea's modification effect on meat-intake associated obesity risk. Finds no significant interaction.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41459787,PubMed,"Brewing Traditions of Northeast India, South Assam: Exploring Rice Beer's Cultural Significance and Indigenous Craftsmanship.",Yumnam H; Nath S; Sharma I,Biotechnology and applied biochemistry,2025,10.1002/bab.70113,41459787,animal study,unspecified tea,unspecified material,multiple component groups,other,yes,no,no,exclude,"Out of scope: Paper subject is rice beer, not tea.","matched_queries=Q4; abstract_saved_in_raw_batch; Study focuses on rice beer brewing traditions and cultural significance among ethnic tribes in Northeast India, including Tea tribes. Does not investigate functional activity of tea or tea components.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41458664,PubMed,Effect of Epidural Anaesthesia on Postoperative Neutrophil-to-Lymphocyte Ratio in Paediatric Cardiac Surgery: A Retrospective Cohort Study.,Kumar A; Priyadarshi M; Chandran P; Agrawal S; Gupta A; Nehra D,Cureus,2025,10.7759/cureus.97964,41458664,cohort study,unspecified tea,unspecified material,multiple component groups,anti-inflammatory,no,no,no,exclude,Subject matter not relevant to tea functional activity; investigates anesthesia.,"matched_queries=Q5; abstract_saved_in_raw_batch; Study concerns epidural anesthesia effects on inflammation, not tea or tea compounds. Out of scope.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41458132,PubMed,Reducing acrylamide in bread with plant additives: a systematic review.,Abedini A; Salimi M; Zargaraan A; Sadighara P; Sani MA; Mortazavian AM; Mohammadi A,Food chemistry: X,2025,10.1016/j.fochx.2025.103378,41458132,systematic review,green tea,tea extract,mixed polyphenols,antioxidant,yes,yes,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review on plant additives for acrylamide reduction in bread; mentions green tea extract effects.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41427140,PubMed,"Effects of green tea dust on the biochemical parameters, antioxidant capacity, and intestinal microbiota composition in goose.",Gu Z; Xu W; Tian Y; Lu L; Chen G,Frontiers in veterinary science,2025,10.3389/fvets.2025.1694350,41427140,cohort study,green tea,tea leaf,multiple component groups,gut microbiota modulation,yes,no,yes,include,,matched_queries=Q5; abstract_saved_in_raw_batch; Goose feeding trial testing green tea dust for gut and antioxidant effects.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41425625,PubMed,Plant food-derived antioxidant nutrients in neuroprotection against chemotherapy-induced neurotoxicity: from molecular mechanisms to clinical applications.,Li W; Yang D; Zhang Z; Wang M; Xu S; Jiang R; Chen J; Wu C; Qian J,Frontiers in nutrition,2025,10.3389/fnut.2025.1667421,41425625,systematic review,green tea,purified component,catechins,neuroprotection,no,no,no,include,,"matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review focusing on plant-derived antioxidants, specifically mentioning green tea catechins, for neuroprotection against chemotherapy-induced peripheral neuropathy.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41418292,PubMed,"Unlocking the biomedical potential of epigallocatechin-3-gallate: a review on bioactive properties, stability limitations, and nano-delivery innovations.",Khan AUR; Khan MZ; Ahmad A; Li J; Song L,Natural product research,2025,10.1080/14786419.2025.2601259,41418292,systematic review,green tea,purified component,catechins,cardiovascular protection,no,no,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review on EGCG bioactivity and nano-delivery innovations.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41409372,PubMed,Exploring the Impact of Foods and Dietary Patterns on Melanoma Risk.,Kalavsky M; Abdul Gafoor SM,Cureus,2025,10.7759/cureus.99404,41409372,systematic review,unspecified tea,tea infusion,multiple component groups,anti-inflammatory,no,no,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch; Narrative review on diet and melanoma risk; tea findings reported as inconclusive.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41373951,PubMed,Longitudinal Association of Coffee and Tea Consumption with Bone Mineral Density in Older Women: A 10-Year Repeated-Measures Analysis in the Study of Osteoporotic Fractures.,Liu RY; Liu E,Nutrients,2025,10.3390/nu17233660,41373951,cohort study,unspecified tea,tea infusion,multiple component groups,anti-obesity,no,no,no,include,,"matched_queries=Q5; abstract_saved_in_raw_batch; Tea consumption shows a positive association with total hip BMD in postmenopausal women, with a noted interaction between tea and BMI.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41373414,PubMed,Crude Plant Extracts and Their Anti-Inflammatory Potential in Oral Inflammatory Cell Models: A Systematic Review of In Vitro Studies.,Rasheed I; Gruber R,International journal of molecular sciences,2025,10.3390/ijms262311253,41373414,systematic review,unspecified tea,tea extract,whole extract,anti-inflammatory,no,yes,no,include,,"matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review of in vitro studies on crude plant extracts, including Camellia sinensis, showing anti-inflammatory effects in oral cell models.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41362433,PubMed,"Antimicrobial and Anti-Infective Potential of Herbal Creams in Dermatology: Efficacy, Safety, and Challenges in Skin Infection Management.",Brar GS; Nandy SK; Sharma A; Siddiqui AJ; Sharma L,Infection and drug resistance,2025,10.2147/IDR.S565852,41362433,systematic review,unspecified tea,unspecified material,multiple component groups,anti-inflammatory,no,no,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review on herbal creams in dermatology; mentions tea tree oil as a common ingredient with anti-inflammatory and antimicrobial properties.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41357894,PubMed,Quercetin exhibits multi-target anti-allergic effects in animal models: a systematic review and meta-analysis of preclinical studies.,Lv Z; Pan Z; Huang Y; Yang H; Li X,Frontiers in pharmacology,2025,10.3389/fphar.2025.1673712,41357894,meta-analysis,unspecified tea,tea extract,whole extract,anti-inflammatory,no,yes,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch; Meta-analysis of preclinical studies on quercetin for allergic diseases.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41356832,PubMed,MiRNA-3Age: a microRNA-based biological age model and its modulation by lifestyle and nutrition.,Schneider J; Preyer C; Steil M; Biazid M; Pointner A; Haslberger AG; Hippe B,Frontiers in nutrition,2025,10.3389/fnut.2025.1659730,41356832,cohort study,green tea,tea infusion,multiple component groups,metabolic improvement,no,no,no,include,,matched_queries=Q5; abstract_saved_in_raw_batch; Cohort study identifying miRNAs for biological age estimation. Abstract mentions green tea consumption is associated with favorable miRNA-3Age estimates.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41341495,PubMed,A systematic review: polyphenol's effect on food allergy via microbiome modulation.,Rana TS; Bansode RR; Rana JP; Williams LL,Frontiers in microbiology,2025,10.3389/fmicb.2025.1673472,41341495,systematic review,green tea,tea extract,mixed polyphenols,gut microbiota modulation,no,yes,yes,include,,matched_queries=Q3; abstract_saved_in_raw_batch; Systematic review of polyphenols on food allergy. Mentions green tea polyphenol (GTP) for soybean allergy.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41328052,PubMed,Biosynthesis and Application of Catechins and Their Derivatives in Camellia sinensis.,Yao H; Gu Y; Zhu D; Tang D; Chen W; Chen Y; Zhang J; Tan L,Food science & nutrition,2025,10.1002/fsn3.71277,41328052,plant/agronomy study,unspecified tea,purified component,catechins,antioxidant,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q1;Q5; abstract_saved_in_raw_batch
PMID_41323331,PubMed,"Selenium in tea plant cultivation: bioavailability, uptake, metabolism, and physiological regulation.",An L; Mao Y; Huang D; Leng Y; Chen X,Frontiers in plant science,2025,10.3389/fpls.2025.1718992,41323331,plant/agronomy study,unspecified tea,unspecified material,multiple component groups,other,no,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q1; abstract_saved_in_raw_batch
PMID_41316291,PubMed,From molecular mechanisms to translational applications: a parallel assessment of green and black tea modulation of oxidative stress.,Zhao SJ; Tan Y; Xie H; Huang CL; Wang FX; Xiao X,Nutrition & metabolism,2025,10.1186/s12986-025-01047-3,41316291,systematic review,green tea,purified component,mixed polyphenols,metabolic improvement,no,no,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review comparing molecular mechanisms of green and black tea in oxidative stress regulation.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41304966,PubMed,Biological Activities of Novel Kombuchas Based on Alternative Ingredients to Replace Tea Leaves.,Hontana-Moreno N; Morales D,"Pharmaceuticals (Basel, Switzerland)",2025,10.3390/ph18111722,41304966,systematic review,fermented tea,fermented beverage,multiple component groups,antioxidant,no,no,no,include,,"matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review of alternative kombucha; identifies strengths in in vitro antioxidant data, weaknesses in clinical evidence.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41303363,PubMed,Medicinal Plants for a Healthy Gut Microbiome: Scientific Insights into Modern Herbal Applications.,Pacyga K; Tabiś A; Pacyga P,International journal of molecular sciences,2025,10.3390/ijms262210875,41303363,systematic review,green tea,unspecified material,multiple component groups,gut microbiota modulation,no,no,yes,include,,matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review discussing green tea among nine medicinal plants for gut microbiome health.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41303338,PubMed,Plant-Derived Modifiers for Antimicrobial Soft Denture Liners: A Review.,Kula P; Chladek G; Barszczewska-Rybarek I,International journal of molecular sciences,2025,10.3390/ijms262210848,41303338,systematic review,unspecified tea,tea extract,whole extract,other,no,yes,no,include,,"matched_queries=Q1; abstract_saved_in_raw_batch; Review discussing plant-derived modifiers for denture liners, identifying Tea tree oil (Melaleuca alternifolia) as a source of phytotherapeutics inhibiting Candida albicans.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41300675,PubMed,Phytotherapy in Pediatric Dentistry: A Narrative Review of Clinical Applications and Evidence.,Miclăuș ZE; Moca RT; Matei RI; Moca AE; Țenț A; Porumb A,"Children (Basel, Switzerland)",2025,10.3390/children12111559,41300675,systematic review,green tea,unspecified material,multiple component groups,anti-inflammatory,no,no,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch; Narrative review mentioning green tea among most commonly investigated agents with antimicrobial and anti-inflammatory activities in pediatric dentistry.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41296402,PubMed,Regulatory Effects of Coffee/Chlorogenic Acid and Tea/Epigallocatechin-3-O-Gallate on microRNA in Association with Their Anticancer Activity.,Isemura M; Hayakawa S; Ohishi T; Miyoshi N; Fukutomi R; Nakamura Y,Current issues in molecular biology,2025,10.3390/cimb47110898,41296402,systematic review,green tea,purified component,catechins,other,no,no,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review on regulatory effects of CGA and EGCG on microRNAs in relation to anticancer activity.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41282206,PubMed,How Tea Consumption Interacts with Genetics to Affect Cardiovascular Biomarkers in Older Adults? Findings from the CLHLS.,Wang J; Ye KX; Li C; Zou M; Cao L; Wang X; Yu L; Sun L; Maier AB; Wang Y; Guo J; Zeng Y; Chen H; Feng Q,Research square,2025,10.21203/rs.3.rs-7554829/v1,41282206,cohort study,unspecified tea,tea infusion,multiple component groups,metabolic improvement,no,no,no,include,,matched_queries=Q5; abstract_saved_in_raw_batch; Prospective cohort study in older adults examining gene-tea interactions on CVD biomarkers.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41277394,PubMed,Oolong tea polyphenols alleviate cognitive impairment in sleep-deprived mice through the microbiota-gut-brain axis.,Hu N; Dai H; Tong M; Sun S; Zhao M; Zhang X,Food & function,2025,10.1039/d5fo03736k,41277394,animal study,oolong tea,purified component,tea polysaccharides,gut microbiota modulation,no,no,yes,include,,matched_queries=Q3; abstract_saved_in_raw_batch; Animal study demonstrating oolong tea polyphenols alleviate cognitive impairment via microbiota-gut-brain axis.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41277259,PubMed,Dietary factors and MRI biomarkers of brain ageing in general populations: a comprehensive systematic review.,Kim MK; Kwon BJ; Kim YM; Lee JM; Kim HC; Hong JY; Kim JE,Nutrition research reviews,2025,10.1017/S0954422425100267,41277259,systematic review,green tea,purified component,mixed polyphenols,neuroprotection,no,no,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review reporting a specific quantitative protective association for green tea on hippocampal atrophy.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41274681,PubMed,Microbial profiling of bold green tea bottled beverages: A screening experiment.,Imai M; Kawachi M; Wakui A; Miyazawa M; Sekiguchi M; Kato Y; Sato H; Naruse Y; Asano N; Morohashi M; Sano H; Abiko Y; Washio J; Tanaka K; Takahashi N; Sato T,Journal of oral biosciences,2025,10.1016/j.job.2025.100697,41274681,animal study,green tea,tea extract,catechins,gut microbiota modulation,no,yes,yes,include,,matched_queries=Q3; abstract_saved_in_raw_batch; Screening of bacterial growth in leftover bottled green tea beverages using saliva inoculum. Study focuses on food safety/oral bacteria interaction with tea catechins in a bottle storage model.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41271838,PubMed,Gut microbiota-driven diseases and intervention strategies - lessons from China.,Zhou Y; Gong T; Yi C; Yang W; Ye G; Xiao D; Cao Y; Xiong Y; Ibáñez E; Cifuentes A; Ren L; Lu W,NPJ science of food,2025,10.1038/s41538-025-00610-9,41271838,systematic review,unspecified tea,unspecified material,multiple component groups,gut microbiota modulation,no,no,yes,include,,matched_queries=Q1; abstract_saved_in_raw_batch; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41269420,PubMed,Therapeutic potential of green tea's epigallocatechin-3-gallate in oral cancer: a comprehensive systematic review of cellular and molecular pathways.,Ramsridhar S; Veeraraghavan VP; Adtani PN; Francis AP; Rajkumar C; Balasubramanian M; Kalaivanan D,Discover oncology,2025,10.1007/s12672-025-03866-5,41269420,systematic review,green tea,purified component,catechins,anti-inflammatory,no,no,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41265599,PubMed,Cold plasma treatment and tea polyphenols addition synergistically enhance the properties of κ-carrageenan/carboxymethyl chitosan films.,Zhao C; Shao R; Yuan P; Song J; Jiang G,International journal of biological macromolecules,2025,10.1016/j.ijbiomac.2025.149110,41265599,animal study,unspecified tea,purified component,mixed polyphenols,other,no,no,no,include,,matched_queries=Q3; abstract_saved_in_raw_batch; Study on composite film properties enhanced by tea polyphenols and cold plasma treatment.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41255516,PubMed,Epigallocatechin Gallate Attenuates CaOx Crystal-Induced Renal Tubular Injury to Inhibit CaOx Nephrolithiasis via GRP94/PI3K/AKT Signaling.,Wu J; Liu M; Gao M; Li Y; Zhang Y; Tang L; Yu H; Liao Z; Cui Y; Zeng F; Chen H; Zhu Z,Biomaterials research,2025,10.34133/bmr.0271,41255516,cohort study,unspecified tea,purified component,catechins,metabolic improvement,no,no,no,include,,matched_queries=Q5; abstract_saved_in_raw_batch; Study combines a prospective cohort analysis of UK Biobank data with in vitro and in vivo mechanistic experiments on EGCG and nano-formulated EGCG.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41244722,PubMed,Tea-derived catalysts: a sustainable approach to organic transformations.,Amiri M; Vazehi Z; Abedini M; Shirini F,RSC advances,2025,10.1039/d5ra05453b,41244722,systematic review,unspecified tea,purified component,mixed polyphenols,other,no,no,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review on sustainable organic catalysts derived from tea bioactive compounds.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41235304,PubMed,Efficacy of dietary supplements as an adjunctive therapy for polycystic ovary syndrome: an umbrella meta-analysis.,Wang R; Huang K; Wang M; Zou W; Huang Y; Jiang W; Feng Y; Shen H; Lei X,Frontiers in nutrition,2025,10.3389/fnut.2025.1705284,41235304,meta-analysis,green tea,purified component,catechins,gut microbiota modulation,no,no,yes,include,,matched_queries=Q1; Q3; abstract_saved_in_raw_batch; Umbrella meta-analysis mentioning green tea catechins reducing adiposity in PCOS context.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
