record_id,paper_id,processing_present,extraction_present,component_present,tea_type,material_form,component_group,processing_step,extraction_method,compound_name,cultivar,origin,evidence_terms,raw_context_phrase,confidence_score,reasoning_short,patch_status,patch_uncertainty_flags
PMID_41828808_GLM1,PMID_41828808,false,false,true,green tea,purified component,catechins,,,EGCG; prodelphinidin A2 3'-gallate; (+)-gallocatechin-(4α→8)-(+)-catechin; proanthocyanidin A-6,,,Green tea dimeric catechins; C. sinensis-derived phytochemicals; 210 Camellia sinensis phytochemicals,210 Camellia sinensis (Green tea) phytochemicals; dimeric catechins; prodelphinidin A2 3'-gallate; EGCG,0.95,"Title and abstract explicitly identify green tea and dimeric catechins; methods_text names specific compounds (EGCG, prodelphinidin A2 3'-gallate, proanthocyanidin A-6) from a phytochemical library; no processing or extraction methods described.",llm_extracted,
PMID_41830022_GLM1,PMID_41830022,false,false,true,green tea,purified component,catechins,,,catechins,,,catechin + inulin beverage; catechins 400 mg/day; green tea catechins,catechin + inulin beverage (catechins 400 mg/day; inulin 2.3 g/day),0.95,,llm_extracted,
PMID_41830022_GLM2,PMID_41830022,false,false,true,green tea,purified component,catechins,,,catechins,,,Green tea catechins;catechin-fortified beverages;catechin + inulin beverage,catechin + inulin beverage (catechins 400 mg/day; inulin 2.3 g/day),0.95,"Title and abstract specify green tea catechins as the intervention component at a defined daily dose, but no tea processing or extraction methods are described.",llm_extracted,
PMID_41859366_GLM1,PMID_41859366,true,true,true,unspecified tea,tea leaf,catechins,vacuum-drying; grinding,HPLC; LC-MS/MS,gallocatechin gallate (GCG); trans-catechins; cis-catechins; theobromine; caffeine; epigallocatechin gallate (EGCG); epigallocatechin (EGC); epicatechin gallate (ECG); epicatechin (EC); catechin (C); gallocatechin (GC),Y5 (C. sinensis var. pabilimba Chang),"Fujian, China",hyperaccumulates trans-catechins; gallocatechin gallate (GCG) reaching 70.1 ± 0.3 mg/g,"Parts of materials were vacuum-dried using a vacuum dryer and ground into powders using a globe mill for biochemical component analysis; Metabolomic and quantitative analysis revealed that Y5 preferentially hyperaccumulates trans-catechins over cis-catechins, with gallocatechin gallate (GCG) reaching 70.1 ± 0.3 mg/g",0.95,Methods explicitly describe vacuum-drying and grinding of fresh tea leaves; HPLC and LC-MS/MS used for component analysis; abstract and methods detail catechin profiles and specific compounds.,llm_extracted,
PMID_41863981_GLM1,PMID_41863981,false,false,true,unspecified tea,purified component,catechins,,,catechins,,,"tea polyphenols; catechin purity, 50.4%",tea polyphenol preparation... produced in the laboratory... contained 50.4% catechins,0.95,"Methods state tea polyphenol preparation contained 50.4% catechins but no tea type, processing, or extraction method details reported.",llm_extracted,
PMID_41863981_GLM2,PMID_41863981,false,false,true,unspecified tea,purified component,catechins,,,catechins,,,tea polyphenols;catechin purity 50.4%,tea polyphenol preparation...contained 50.4% catechins,0.95,"Methods specify tea polyphenol preparation with 50.4% catechin purity but no tea type, processing, or extraction details reported.",llm_extracted,tea type unspecified
PMID_41863981_GLM3,PMID_41863981,false,true,true,unspecified tea,purified component,catechins,,laboratory preparation,catechins,,,tea polyphenols; catechin purity,tea polyphenol preparation used in this study was produced in the laboratory... and contained 50.4% catechins,0.85,"Methods state tea polyphenol preparation was produced in laboratory with 50.4% catechins, but no tea type, processing, or specific extraction details provided",llm_extracted,tea type unspecified; extraction method unspecified
PMID_41882045_GLM1,PMID_41882045,true,true,true,green tea,tea extract,catechins,cleaned; shade dried; blended to powder,ultrasonic extraction; ethanol 70% extraction; filtration; evaporation under reduced pressure,catechine,,"Nubaria, Egypt",green tea beverage; GT extract; catechine,Green tea leaves powder (10 g) was extracted with 100 mL of ethanol 70% in an ultrasonic device,0.95,"Methods text explicitly describes processing of leaves (cleaning, shade drying, blending) and extraction method (ultrasonic, ethanol 70%) with origin and compound identification.",llm_extracted,
PMID_41882045_GLM2,PMID_41882045,true,true,true,green tea,tea extract,catechins,cleaned; shade-dried; blended to powder,ultrasonic extraction; ethanol 70%; filtration; evaporation under reduced pressure,catechine,,Egypt,green tea beverage; GT extract; catechine,Green tea leaves powder (10 g) was extracted with 100 mL of ethanol 70% in an ultrasonic device,0.95,,llm_extracted,
PMID_41888324_GLM1,PMID_41888324,false,false,false,,,,,,,,,functional tea ingredients; Kudingcha; Camellia tea,species like L. lucidum and L. robustum... serving as functional tea ingredients; Kudingcha... traditional herbal teas that are second only to Camellia tea in popularity,0.90,"Paper discusses Ligustrum species as functional tea ingredients and mentions Kudingcha and Camellia tea as context, but reports no specific tea processing, extraction methods, or characterized tea components.",llm_extracted,tea mentioned as context only; Ligustrum not Camellia tea
PMID_41899489_GLM1,PMID_41899489,true,true,true,black tea,purified component,tea polysaccharides,crushed; sieved (20-mesh),soaked overnight,tea polysaccharides; TPS,,,tea polysaccharides; TPS; black tea,Black tea was crushed and sieved through a 20-mesh sieve. The tea powder was then weighed and soaked overnight,0.95,"Methods text explicitly describes black tea processing (crushed, sieved) and extraction initiation (soaked overnight) for TPS preparation.",llm_extracted,
PMID_41899489_GLM2,PMID_41899489,true,true,true,black tea,purified component,tea polysaccharides,crushed; sieved (20-mesh),soaked overnight,tea polysaccharides; TPS,,,tea polysaccharides; TPS; black tea,Black tea was crushed and sieved through a 20-mesh sieve. The tea powder was then weighed and soaked overnight,0.95,,llm_extracted,extraction method incomplete
PMID_41907215_GLM1,PMID_41907215,false,false,true,green tea,purified component,catechins,,,Epigallocatechin gallate; EGCG,,,primary bioactive compound in green tea; primary catechin in green tea; predominant polyphenol in green tea,"Epigallocatechin gallate (EGCG), the primary bioactive compound in green tea",0.95,Abstract and text explicitly identify EGCG as the primary catechin and bioactive compound in green tea; no processing or extraction methods described.,llm_extracted,
