record_id,paper_id,title,silver_tea_type,silver_component_group,silver_processing_step,silver_extraction_method,uncertainty_class,uncertainty_flags,abstract_available
PMID_40696344_GLM2,PMID_40696344,Associations of a healthy beverage pattern with all-cause and cause-specific mortality among US adults: a nationwide cohort study.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_40645013_GLM1,PMID_40645013,The role of epigallocatechin gallate (EGCG) in uterine myomas.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_40637029_GLM1,PMID_40637029,Risk Factors of Periodontitis: Evidence From Two-Sample Mendelian Randomization and Meta-Analysis.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40637029_GLM2,PMID_40637029,Risk Factors of Periodontitis: Evidence From Two-Sample Mendelian Randomization and Meta-Analysis.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_40587877_GLM1,PMID_40587877,Neuroprotective effect of Kaempferol through modulation of autophagy.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_40570454_GLM1,PMID_40570454,"Tea polyphenols: Effects on growth, immune function, and reproductive performance of roosters.",unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context,true
PMID_40570454_GLM2,PMID_40570454,"Tea polyphenols: Effects on growth, immune function, and reproductive performance of roosters.",unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_40566930_GLM1,PMID_40566930,Oral Nanoarmored Live Bacterial Biotherapeutics Bearing Polyphenol-Based Supraparticles Enhance Chemotherapy via Reestablishing Immuno-Oncology-Microbiome Axis.,green tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only,true
PMID_40566930_GLM2,PMID_40566930,Oral Nanoarmored Live Bacterial Biotherapeutics Bearing Polyphenol-Based Supraparticles Enhance Chemotherapy via Reestablishing Immuno-Oncology-Microbiome Axis.,green tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_40552775_GLM1,PMID_40552775,Epigallocatechin-3-Gallate Attenuates Benign Prostatic Hyperplasia Development via Regulating Firmicutes to Inhibit Gastric Secretion of Insulin-Like Growth Factor-1.,green tea,catechins,,,low_uncertainty,missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction,true
PMID_40552775_GLM2,PMID_40552775,Epigallocatechin-3-Gallate Attenuates Benign Prostatic Hyperplasia Development via Regulating Firmicutes to Inhibit Gastric Secretion of Insulin-Like Growth Factor-1.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction,true
PMID_40536553_GLM1,PMID_40536553,"Pathophysiology, conventional treatments, and evidence-based herbal remedies of hair loss with a systematic review of controlled clinical trials.",green tea,multiple component groups,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_40536509_GLM1,PMID_40536509,Diet composition impacts the natural history of steatotic liver disease.,unspecified tea,caffeine,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40525136_GLM1,PMID_40525136,Coffee and tea consumption and cardiovascular disease and all-cause and cause-specific mortality in individuals with diabetes mellitus: a meta-analysis of prospective observational studies.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40509019_GLM1,PMID_40509019,Tea Catechins: Potential Plant-Derived Feed Additives for Improving Chicken Intestinal Health and Productivity.,unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_40509019_GLM2,PMID_40509019,Tea Catechins: Potential Plant-Derived Feed Additives for Improving Chicken Intestinal Health and Productivity.,unspecified tea,catechins,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record,true
PMID_40509019_GLM3,PMID_40509019,Tea Catechins: Potential Plant-Derived Feed Additives for Improving Chicken Intestinal Health and Productivity.,unspecified tea,catechins,,,high_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record,true
PMID_40507186_GLM2,PMID_40507186,Association of Food-Specific Glycemic Load and Distinct Dietary Components with Gestational Diabetes Mellitus Within a Mediterranean Dietary Pattern: A Prospective Cohort Study.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_40497293_GLM1,PMID_40497293,Effect of green tea supplementation on blood pressure in adults: a GRADE-assessed systematic review and dose-response meta-analysis of randomised controlled trials.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40456886_GLM1,PMID_40456886,High diversity of dietary flavonoid intake is associated with a lower risk of all-cause mortality and major chronic diseases.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40456886_GLM3,PMID_40456886,High diversity of dietary flavonoid intake is associated with a lower risk of all-cause mortality and major chronic diseases.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_40451727_GLM1,PMID_40451727,A review on mechanistic actions of epigallocatechin-3-gallate in targeting the ominous octet of type 2 diabetes mellitus.,unspecified tea,catechins,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_40451727_GLM2,PMID_40451727,A review on mechanistic actions of epigallocatechin-3-gallate in targeting the ominous octet of type 2 diabetes mellitus.,unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_40446924_GLM1,PMID_40446924,"Machine Learning With Ingredient-Level Food Trees Reveals Contributors to Systemic Inflammation Among Adults in the National Health and Nutrition Examination Survey, 2001-2010 and 2015-2018.",unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40440765_GLM1,PMID_40440765,Bio-Based Self-Healing Anti-Corrosion Coating with Gel Microspheres via One-Step In-Situ Crosslinking.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_40438590_GLM1,PMID_40438590,The green tea component (-)-epigallocatechin-3-gallate protects against cytokine-induced epithelial barrier damage in intestinal epithelial cells.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_40427462_GLM1,PMID_40427462,Tea Polyphenols Mitigate Radiation-Induced Ferroptosis and Intestinal Injury by Targeting the Nrf2/HO-1/GPX4 Signaling Pathway.,unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_40427462_GLM3,PMID_40427462,Tea Polyphenols Mitigate Radiation-Induced Ferroptosis and Intestinal Injury by Targeting the Nrf2/HO-1/GPX4 Signaling Pathway.,unspecified tea,catechins,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_40358678_GLM1,PMID_40358678,Green tea catechins: protectors or threats to DNA? A review of their antigenotoxic and genotoxic effects.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_40358678_GLM3,PMID_40358678,Green tea catechins: protectors or threats to DNA? A review of their antigenotoxic and genotoxic effects.,green tea,catechins,,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_40324528_GLM3,PMID_40324528,Dietary Polyphenol Intake and Risk of Overall and Site-Specific Cancers: the Japan Public Health Center-based Prospective Study.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_40306054_GLM1,PMID_40306054,Metabolic mechanisms of Dihydromyricetin and strategies for enhancing its bioavailability: A recent review.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_40263915_GLM1,PMID_40263915,"Yerba Mate (Ilex paraguariensis St. Hill.) Tea May Have Cardiometabolic Beneficial Effects in Healthy and At-Risk Subjects: A Randomized, Controlled, Blind, Crossover Trial in Nonhabitual Consumers.",unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40263915_GLM2,PMID_40263915,"Yerba Mate (Ilex paraguariensis St. Hill.) Tea May Have Cardiometabolic Beneficial Effects in Healthy and At-Risk Subjects: A Randomized, Controlled, Blind, Crossover Trial in Nonhabitual Consumers.",unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_40228342_GLM1,PMID_40228342,Tea polyphenol EGCG enhances the improvements of calorie restriction on hepatic steatosis and obesity while reducing its adverse outcomes in obese rats.,unspecified tea,catechins,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; preclinical_only,true
PMID_40228342_GLM2,PMID_40228342,Tea polyphenol EGCG enhances the improvements of calorie restriction on hepatic steatosis and obesity while reducing its adverse outcomes in obese rats.,unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_40228342_GLM3,PMID_40228342,Tea polyphenol EGCG enhances the improvements of calorie restriction on hepatic steatosis and obesity while reducing its adverse outcomes in obese rats.,unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_40215650_GLM1,PMID_40215650,Metal ion coordinated tea polyphenol nanocoating for enhanced probiotic therapy in inflammatory bowel disease.,unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction,true
PMID_40215650_GLM2,PMID_40215650,Metal ion coordinated tea polyphenol nanocoating for enhanced probiotic therapy in inflammatory bowel disease.,unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction,true
PMID_40215650_GLM3,PMID_40215650,Metal ion coordinated tea polyphenol nanocoating for enhanced probiotic therapy in inflammatory bowel disease.,unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_40192349_GLM1,PMID_40192349,Tea Consumption and Type 2 Diabetes: Findings from the Prospective UK Biobank Cohort Study.,unspecified tea,multiple component groups,,,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_40160899_GLM1,PMID_40160899,Effects of green tea supplementation on antioxidant status and inflammatory markers in adults: a grade-assessed systematic review and dose-response meta-analysis of randomised controlled trials.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40160899_GLM2,PMID_40160899,Effects of green tea supplementation on antioxidant status and inflammatory markers in adults: a grade-assessed systematic review and dose-response meta-analysis of randomised controlled trials.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40157008_GLM1,PMID_40157008,Apparently healthy young black adults report lower total fluid intake and exhibit higher plasma copeptin than young White adults.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_40147275_GLM1,PMID_40147275,Characterization of physicochemical properties of different epigallocatechin-3-gallate nanoparticles and their effect on bioavailability.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_40147275_GLM2,PMID_40147275,Characterization of physicochemical properties of different epigallocatechin-3-gallate nanoparticles and their effect on bioavailability.,green tea,catechins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_40134056_GLM1,PMID_40134056,"Mulberry leaves and water chestnut tea reduces postprandial blood glucose in borderline diabetic Japanese: A randomized, double-blind, placebo-controlled crossover study.",unspecified tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40122029_GLM1,PMID_40122029,Development and Validation of the PREVESMED Questionnaire: A Comprehensive Tool for Assessing Adherence to a Mediterranean Lifestyle.,unspecified tea,multiple component groups,,,moderate_uncertainty,missing_processing_or_extraction_context,true
PMID_40002949_GLM1,PMID_40002949,"The Effects of Tea Polyphenols in Feed on the Immunity, Antioxidant Capacity, and Gut Microbiota of Weaned Goat Kids.",unspecified tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only,true
PMID_40002949_GLM2,PMID_40002949,"The Effects of Tea Polyphenols in Feed on the Immunity, Antioxidant Capacity, and Gut Microbiota of Weaned Goat Kids.",unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_40002949_GLM3,PMID_40002949,"The Effects of Tea Polyphenols in Feed on the Immunity, Antioxidant Capacity, and Gut Microbiota of Weaned Goat Kids.",unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_40001172_GLM1,PMID_40001172,Tea and coffee consumption and the 15-Year risk of cardiovascular events: the Isfahan cohort study (ICS).,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_39976450_GLM1,PMID_39976450,Catechins in cancer therapy: integrating traditional and complementary approaches.,unspecified tea,catechins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_39976450_GLM2,PMID_39976450,Catechins in cancer therapy: integrating traditional and complementary approaches.,unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_39967149_GLM1,PMID_39967149,"Research advancements on theaflavins: Isolation, purification, synthesis, gut microbiota interactions, and applications potentials.",unspecified tea,theaflavins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_39967149_GLM2,PMID_39967149,"Research advancements on theaflavins: Isolation, purification, synthesis, gut microbiota interactions, and applications potentials.",unspecified tea,theaflavins,,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record,true
PMID_39967149_GLM3,PMID_39967149,"Research advancements on theaflavins: Isolation, purification, synthesis, gut microbiota interactions, and applications potentials.",unspecified tea,theaflavins,,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record,true
PMID_39949547_GLM1,PMID_39949547,"Sex differences in the associations of water, coffee and tea consumption with cardiovascular diseases: a prospective cohort study.",unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_39948758_GLM1,PMID_39948758,Differences in anti-obesity effects between raw and ripened Pu-erh tea polyphenols: impact on gut microbiota enterotypes.,dark tea,mixed polyphenols,,,low_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_39948758_GLM2,PMID_39948758,Differences in anti-obesity effects between raw and ripened Pu-erh tea polyphenols: impact on gut microbiota enterotypes.,dark tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only,true
PMID_39942757_GLM1,PMID_39942757,"Epigallocatechin Gallate (EGCG): Pharmacological Properties, Biological Activities and Therapeutic Potential.",green tea,catechins,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_39942757_GLM2,PMID_39942757,"Epigallocatechin Gallate (EGCG): Pharmacological Properties, Biological Activities and Therapeutic Potential.",green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_39942757_GLM3,PMID_39942757,"Epigallocatechin Gallate (EGCG): Pharmacological Properties, Biological Activities and Therapeutic Potential.",green tea,catechins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_39940310_GLM1,PMID_39940310,Evaluating Bioactive-Substance-Based Interventions for Adults with MASLD: Results from a Systematic Scoping Review.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_39920567_GLM1,PMID_39920567,Bioavailability of Tea Polyphenols: A Key Factor in Understanding Their Mechanisms of Action In Vivo and Health Effects.,green tea,catechins,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_39849318_GLM1,PMID_39849318,Catechin-Based Polyphenol Nanoparticles Ameliorated Ferroptosis to Alleviate Brain Injury after Intracerebral Hemorrhage.,unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_39831602_GLM1,PMID_39831602,Associations of Tea Consumption With the Risk of All-Cause and Cause-Specific Mortality Among Adults With Type 2 Diabetes: A Prospective Cohort Study in China.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_39807528_GLM1,PMID_39807528,"A review on the effects of flavan-3-ols, their metabolites, and their dietary sources on gut barrier integrity.",unspecified tea,catechins,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record,true
PMID_39807528_GLM2,PMID_39807528,"A review on the effects of flavan-3-ols, their metabolites, and their dietary sources on gut barrier integrity.",unspecified tea,catechins,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record,true
PMID_39807528_GLM3,PMID_39807528,"A review on the effects of flavan-3-ols, their metabolites, and their dietary sources on gut barrier integrity.",unspecified tea,catechins,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record,true
PMID_39757367_GLM1,PMID_39757367,Orientin: a natural glycoside with versatile pharmacological activities.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_39757367_GLM2,PMID_39757367,Orientin: a natural glycoside with versatile pharmacological activities.,unspecified tea,mixed polyphenols,,,high_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; review_summary_record,true
PMID_39706596_GLM1,PMID_39706596,Association between caffeine intake and fat free mass index: a retrospective cohort study.,unspecified tea,caffeine,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_39571724_GLM1,PMID_39571724,"Dietary Pattern, Sputum DNA Methylation, and Lung Health: An Epidemiological Study in People Who Ever Smoked.",unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_39571724_GLM3,PMID_39571724,"Dietary Pattern, Sputum DNA Methylation, and Lung Health: An Epidemiological Study in People Who Ever Smoked.",unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_39571432_GLM1,PMID_39571432,"Theaflavin-3,3'-digallate (TF3) attenuated constipation by promoting gastrointestinal motility and modulating the gut microbiota: A comparative study of TF3 and the anti-constipation drug mosapride in mice.",black tea,theaflavins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_39571432_GLM2,PMID_39571432,"Theaflavin-3,3'-digallate (TF3) attenuated constipation by promoting gastrointestinal motility and modulating the gut microbiota: A comparative study of TF3 and the anti-constipation drug mosapride in mice.",black tea,theaflavins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only,true
PMID_39566179_GLM1,PMID_39566179,Development of a CVD mortality risk score using nutritional predictors: A risk prediction model in the Golestan Cohort Study.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_39340256_GLM1,PMID_39340256,"Fructose intake, endogenous biomarkers and latent metabolic construct in adolescents: Exploring path associations and mediating effects.",unspecified tea,multiple component groups,,,moderate_uncertainty,missing_processing_or_extraction_context,true
PMID_39287934_GLM1,PMID_39287934,"Habitual Coffee, Tea, and Caffeine Consumption, Circulating Metabolites, and the Risk of Cardiometabolic Multimorbidity.",unspecified tea,caffeine,,,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_39256061_GLM1,PMID_39256061,"Efficacy of jing Si herbal tea in functional dyspepsia: A double-blind, randomized, placebo-controlled study.",unspecified tea,multiple component groups,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context,true
PMID_39256061_GLM2,PMID_39256061,"Efficacy of jing Si herbal tea in functional dyspepsia: A double-blind, randomized, placebo-controlled study.",unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context,true
PMID_39256061_GLM3,PMID_39256061,"Efficacy of jing Si herbal tea in functional dyspepsia: A double-blind, randomized, placebo-controlled study.",unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context,true
PMID_39096274_GLM1,PMID_39096274,Magnesium-rich diet score is inversely associated with incident cardiovascular disease: the Atherosclerosis Risk in Communities (ARIC) study.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_39092514_GLM1,PMID_39092514,Polyphenols: potent protectors against chronic diseases.,unspecified tea,mixed polyphenols,,,high_uncertainty,low_llm_confidence; missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_39092514_GLM2,PMID_39092514,Polyphenols: potent protectors against chronic diseases.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_38764154_GLM1,PMID_38764154,"Salivary levels of catalase, total antioxidant capacity and interleukin-1β and oral health-related quality of life after matcha and green tea consumption for patients with gingivitis: A randomized clinical trial.",green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_38764154_GLM3,PMID_38764154,"Salivary levels of catalase, total antioxidant capacity and interleukin-1β and oral health-related quality of life after matcha and green tea consumption for patients with gingivitis: A randomized clinical trial.",green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_38520117_GLM1,PMID_38520117,"EGCG-based nanoparticles: synthesis, properties, and applications.",unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_38520117_GLM2,PMID_38520117,"EGCG-based nanoparticles: synthesis, properties, and applications.",unspecified tea,catechins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_40635852_GLM1,PMID_40635852,New approaches to the treatment of metabolic dysfunction-associated steatotic liver with natural products.,green tea,mixed polyphenols,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record,true
PMID_39765834_GLM1,PMID_39765834,Green Tea Catechins and Skin Health.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_39765834_GLM2,PMID_39765834,Green Tea Catechins and Skin Health.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_39643357_GLM1,PMID_39643357,Jianghua Kucha black tea containing theacrine attenuates depression-like behavior in CUMS mice by regulating gut microbiota-brain neurochemicals and cytokines.,black tea,theaflavins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only,true
PMID_39643357_GLM3,PMID_39643357,Jianghua Kucha black tea containing theacrine attenuates depression-like behavior in CUMS mice by regulating gut microbiota-brain neurochemicals and cytokines.,black tea,theaflavins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_39606571_GLM1,PMID_39606571,Global hotspots and trends in tea anti-obesity research: a bibliometric analysis from 2004 to 2024.,unspecified tea,multiple component groups,,,high_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_39606571_GLM2,PMID_39606571,Global hotspots and trends in tea anti-obesity research: a bibliometric analysis from 2004 to 2024.,unspecified tea,multiple component groups,,,high_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_39574401_GLM1,PMID_39574401,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_39574401_GLM2,PMID_39574401,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction,true
PMID_39574401_GLM3,PMID_39574401,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_39517154_GLM2,PMID_39517154,Longitudinal Analysis of Sweet Taste Preference Through Genetic and Phenotypic Data Integration.,unspecified tea,multiple component groups,,,high_uncertainty,missing_processing_or_extraction_context,true
PMID_39503925_GLM1,PMID_39503925,Influence of consuming coffee and other beverages in adolescence on risk of type 2 diabetes in adulthood.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_39420779_GLM1,PMID_39420779,Food group intakes and high-sensitivity C-reactive protein among community-dwelling Japanese adults: a cross-sectional study.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_39405832_GLM1,PMID_39405832,"Substituting ethoxyquin with tea polyphenols and propyl gallate enhanced feed oxidative stability, broiler hepatic antioxidant capacity and gut health.",unspecified tea,tea polysaccharides,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_39405832_GLM2,PMID_39405832,"Substituting ethoxyquin with tea polyphenols and propyl gallate enhanced feed oxidative stability, broiler hepatic antioxidant capacity and gut health.",unspecified tea,tea polysaccharides,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_39405832_GLM3,PMID_39405832,"Substituting ethoxyquin with tea polyphenols and propyl gallate enhanced feed oxidative stability, broiler hepatic antioxidant capacity and gut health.",unspecified tea,tea polysaccharides,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_39350601_GLM1,PMID_39350601,Does green tea catechin enhance weight-loss effect of exercise training in overweight and obese individuals? a systematic review and meta-analysis of randomized trials.,green tea,catechins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_39256541_GLM1,PMID_39256541,"Prevalence and determinants of obesity and its association with upper gastrointestinal diseases in people aged 40-69 years in Yangzhong, southeast China.",unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_39222688_GLM1,PMID_39222688,"Flavonoid intakes, chronic obstructive pulmonary disease, adult asthma, and lung function: a cohort study in the UK Biobank.",unspecified tea,theaflavins,,,moderate_uncertainty,missing_processing_or_extraction_context,true
