pmid,query_ids,title,abstract,authors,journal,year,pubdate,doi,publication_types,mesh_terms,keywords
40791226,Q5,Sex-specific effects of tea consumption and salt intake on metabolic syndrome and its components among oilfield workers.,"OBJECTIVES: The prevalence of metabolic syndrome (MetS) has been rising globally, posing a significant public health challenge. While numerous studies have examined the risk factors for MetS, limited research has explored the combined effects of tea consumption and salt intake on MetS, particularly from a sex-specific perspective. METHODS: The Chinese Diabetes Society criteria were adopted to identify MetS patients, and the logistic regression analysis was employed to explore the association between tea consumption, salt intake, and MetS. The odds ratio (OR) and corresponding 95% confidence interval (CI) were calculated. RESULTS: Among the 2,721 oilfield workers, 28.30% were diagnosed with MetS, with males displaying a higher prevalence than females across all individual components. Higher tea consumption was associated with an increased risk of MetS and specific components in males, whereas salt intake demonstrated a more selective impact, primarily affecting triglyceride levels in males and waist circumference in females. When considering the combined effects, males with high tea consumption and high salt intake exhibited the highest risk of MetS (OR = 1.83, 95% CI: 1.30 to 2.57, p < 0.001) compared to non-tea drinkers with low salt intake. However, no statistical significance was observed between different combinations of tea consumption and salt intake among females. CONCLUSION: This study highlights the sex-specific impact of tea consumption and salt intake on MetS, with a significant association observed only in males. The combined exposure to high tea consumption and high salt intake may exacerbate MetS risk, emphasizing the need for tailored dietary recommendations. Further prospective studies are warranted to confirm these findings.",Liu H; Zhang T; Jia L; Yang B; Zhang D; Han J,Frontiers in nutrition,2025,2025,10.3389/fnut.2025.1614417,Journal Article,,
40785250,Q1,Role of Polyphenols in the Prevention and Treatment of Age-Related Macular Degeneration.,"Age-related macular degeneration (AMD) is a leading cause of vision loss in the elderly, driven by oxidative stress, inflammation, and mitochondrial dysfunction. Polyphenols-bioactive compounds in fruits, vegetables, tea, and wine-exert antioxidant, antiinflammatory, and neuroprotective effects, modulating key molecular pathways involved in AMD progression. This review highlights the mechanisms by which specific polyphenols such as resveratrol, curcumin, quercetin, and EGCG contribute to retinal protection. Preclinical and clinical studies support the integration of polyphenol-rich diets or supplements as potential strategies in AMD prevention and therapy.",Lewis-Luján LM; Pérez Martínez CJ; Iloki-Lewis AP; Guerrero-Magaña DE; Vargas-Durazo J; Galvez-Ruiz JC; Barnet GF; Trujillo-López S; Osadchuk MA; Trushin MV; Iloki-Assanga SB,Molecular nutrition & food research,2025,2025 Nov,10.1002/mnfr.70199,Journal Article; Review,,
40774472,Q3,Rescue of sirtuin inhibitor-dependent decrease in claudin-4 expression and paracellular barrier property in keratinocytes by epigallocatechin gallate.,"The barrier function of granular layer in the skin is mainly sustained by claudin-1 (CLDN1) and CLDN4, tight junctional components. We recently found that the activity of sirtuin-2 (SIRT2), an anti-aging molecule, is decreased with aging in keratinocytes, leading to the attenuation of CLDN4 expression and paracellular barrier function. SIRT2 may be a novel target for enhancing skin barrier function in elderly people. In vitro SIRT2 activity assay showed that epigallocatechin gallate (EGCG) and green tea extract (GT) have a potent ability to activate SIRT2. Tenovin-1 (Ten-1), a sirtuin-1/2 inhibitor, decreased the SIRT2 activity in human keratinocyte-derived HaCaT cells, which was rescued by EGCG and GT. Ten-1 decreased the protein level of CLDN4, which was rescued by EGCG, whereas CLDN1 expression was changed by neither Ten-1 nor EGCG. Ten-1 decreased the tight junctional localization of CLDN4, transepithelial electrical resistance, and paracellular permeability to FD4, a fluorescence paracellular flux marker, which were rescued by EGCG. Ten-1 increased the acetylation level of CLDN4, which was inhibited by EGCG without affecting NAD+ content, a substrate for SIRT2. The protein levels of wild-type and K191A mutant were decreased by Ten-1, whereas that of K196A was not. Furthermore, Ten-1 increased the acetylation levels of WT and K191A mutant. We suggest that Ten-1 decreases CLDN4 expression mediated by the acetylation of K196 of CLDN4 and EGCG is useful to protect from aging-induced dysfunction of paracellular barrier in the keratinocytes.",Miwa M; Tanabe M; Matsuda S; Yamakawa K; Yoshino Y; Tada N; Itoh A; Ikari A,Biochimica et biophysica acta. Biomembranes,2025,2025 Oct,10.1016/j.bbamem.2025.184440,Journal Article,,
40768551,Q1,"Herbal Medicines in Autism Spectrum Disorder: Therapeutic Potential, Plant Components, and Dosage Guidelines.","BACKGROUND: Autism spectrum disorder (ASD), marked by social communication deficits and repetitive behaviors, significantly impacts the quality of life for kids and caregivers. Herbal medicines help manage symptoms, yet no comprehensive review has collectively summarized recent evidence (2018-mid-2025). METHODS: This narrative review utilized searches across PubMed, Scopus, Web of Science, and Google Scholar to identify studies published on herbal medicines for ASD. Inclusion criteria prioritized clinical trials and preclinical studies detailing plant bioactive compounds, dosing, and mechanisms. KEY FINDINGS: Prominent herbs include Bacopa monnieri, which can enhance cognitive flexibility via bacosides; Curcuma longa (curcumin), which can reduce oxidative stress and repetitive behaviors; and Green Tea Extract (luteolin), which can modulate neuroinflammation. Cannabinoids show modest improvements in sleep and social engagement, while Ginkgo biloba improves cerebral blood flow. Passionflower and Valerian Root alleviate anxiety and hyperactivity through GABAergic pathways, and probiotic-fermented herbal combinations target gut-brain axis dysfunction. Ashwagandha demonstrates neuroprotective effects in preclinical trials. CLINICAL IMPLICATIONS: Herbal therapies may address core ASD symptoms (anxiety and hyperactivity) and comorbidities (sleep disturbances and gastrointestinal issues). However, standardization of herbal formulations and rigorous dosing protocols are needed. Integrative approaches combining herbs with behavioral therapies show accepted synergistic potential but require further validation. While herbal medicine may offer supportive benefits, it should never be intended to replace other evidence-based therapies (e.g., applied behavior analysis and speech therapy). FUTURE DIRECTIONS: Large-scale randomized clinical trials are crucial to confirming efficacy, safety, and optimal dosing. Research must address herb-drug interactions, long-term effects, and biomarkers for personalized treatment. KEYWORDS: autism spectrum disorder, herbal medicines, narrative review, doses recommendation, therapeutic effects, side effects.",Aldekhail NM; Khojah H; Alsaadoun NH; Al-Sanea MM; Alshammari SB; Alhazeemi AH; Aldekhail AM; Aldekhail KM; Alazmi BH; Alrayes RA; Aljaber AM; Alanazi L; Agili AAA; Gamal M,Alternative therapies in health and medicine,2025,2025 Oct,,Journal Article; Review,,
40762434,Q3,Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice.,"The following article for this Special Issue was published in an earlier Issue. B. Tian, P. Huang, Y. Pan, H. Gu, K. Yang, Z. Wei, X. Zhang, (2024). Tea Polyphenols Reduced Obesity by Modulating Gut Microbiota-SCFAs-Barrier and Inflammation in High-Fat Diet-Induced Mice. Molecular Nutrition & Food Research, 68, e202400685. https://doi.org/10.1002/mnfr.202400685.https://onlinelibrary.wiley.com/doi/10.1002/mnfr.202400685.",Tian B; Huang P; Pan Y; Gu H; Yang K; Wei Z; Zhang X,Molecular nutrition & food research,2025,2025 Aug,10.1002/mnfr.70193,Journal Article,,
40732996,Q5,"A Randomized Double-Blind Trial of the Effect of Liupao Tea on Metabolic Parameters, Body Composition, and Gut Microbiota in Adults with Metabolic Syndrome.","Background: Metabolic syndrome (MetS) represents a significant global health challenge. Liupao tea (LPT), a post-fermented dark tea, has shown potential metabolic benefits, but clinical evidence remains limited. Objectives: This study aimed to investigate the effects of LPT with varying aging durations on clinical parameters, body composition and gut microbiota in individuals with MetS. Methods: In a randomized, double-blind trial, patients with MetS were randomly assigned to intervention groups, receiving 6 g/day of LPT aged for 1, 4, 7, or 10 years, respectively, over a 90-day intervention period. Blood pressure, lipid and glucose levels, body weight, body composition, and gut microbiota were assessed at baseline and post-intervention. Results: A total of 71 participants, with a mean age of 53.5 years, were included. At the final assessment, significant reductions in both systolic and diastolic blood pressure were observed in the 10-year-aged groups (p < 0.05). In terms of lipid profiles, the 1-year-aged group showed a significant decrease in total cholesterol (TC), while low-density lipoprotein cholesterol (LDL-C) levels significantly decreased in the 1-, 4-, 7-, and 10-year-aged groups (p < 0.05). All intervention groups showed significant reductions in body weight, body fat mass (BFM), along with an increase in muscle mass (MM) (p < 0.05). A decrease in the Firmicutes/Bacteroides (F/B) ratio was observed in the 10-year-aged group. No significant differences in clinical parameters or body composition regulation were observed between groups with varying aging durations (p > 0.05). Conclusions: LPT intervention effectively improves metabolic health and modulates gut microbiota in MetS patients, irrespective of aging duration. These findings support LPT as a functional beverage for the management of MetS.",Wang Y; Hu Q; Jiang Q; Jiang J; Li B; Ma D,Nutrients,2025,2025 Jul 19,10.3390/nu17142371,Journal Article; Randomized Controlled Trial,,
40732933,Q5,Evaluation of the Postprandial-Hyperglycemia-Suppressing Effects and Safety of Short-Term Intake of Mulberry Leaf and Water Chestnut Tea: A Randomized Double-Blind Placebo-Controlled Crossover Trial.,"Background/Objectives: Postprandial hyperglycemia is a risk factor for diabetes and cardiovascular diseases, even in healthy individuals. Kanzaki mulberry leaf and water chestnut tea (MW tea), a blend of mulberry (Morus alba) leaves and water chestnut (Trapa japonica) leaves and husks, is rich in polyphenols and 1-deoxynojirimycin (DNJ) and may suppress postprandial glucose spikes, but evidence regarding its short-term daily intake is limited. This study aimed to evaluate the postprandial glycemic response and safety of two-week MW tea consumption using continuous glucose monitoring (CGM). Methods: We conducted a randomized, double-blind, placebo-controlled, two-period crossover trial involving 31 participants. Each intervention period lasted two weeks, separated by a one-week washout. Participants consumed either MW tea or a placebo before meals. Interstitial glucose levels were measured every 15 min using CGM. Postprandial glucose responses were recorded every 15 min for 180 min after a standardized meal on the first day of each period. The primary outcome was the coefficient of variation (CV) in glucose levels, calculated using data from the central 10 days of each intervention period. Safety was assessed using CGM-derived hypoglycemia metrics and blood test results. Results: The CV of glucose levels during the MW tea period was significantly lower than during the placebo period (mean difference: 0.02, p = 0.0006). A significant reduction in 1 h postprandial glucose area under the curve was also observed. No significant differences were found in hypoglycemia occurrence, liver/renal/inflammatory markers, or self-reported adverse symptoms. Notably, 1,5-anhydroglucitol (1,5-AG) levels significantly increased during MW tea intake, suggesting improved glycemic control. Conclusions: Short-term consumption of Kanzaki MW tea effectively suppressed postprandial glucose variability without safety concerns. These findings support MW tea as a promising natural supplement for glycemic management and the prevention of diabetes.",Shinkawa Y; Yasuda M; Nishida Y; Tokiya M; Takagi Y; Matsumoto A; Kawaguchi A; Hara M,Nutrients,2025,2025 Jul 13,10.3390/nu17142308,Journal Article; Randomized Controlled Trial,,
40714509,Q1,"The function and application potential of L-theanine: From biotechnological production, biosynthesis, bioactivity to food industry.","L-theanine (γ-glutamylethylamide), a unique amino acid predominantly biosynthesized in tea plants (Camellia sinensis), exhibits multifaceted roles in human health and food innovation. This review elucidates its biosynthesis regulated by nitrogen availability and epigenetic mechanisms, alongside sustainable biotechnological production strategies, including extraction technologies to biotransformation. Mechanistically, L-theanine modulates glutamate receptors to enhance neuroprotection (BDNF upregulation, cortisol reduction), activates AMPK for anti-obesity effects (lipid oxidation, adiponectin secretion), and activates of γδ T cells to bolster immunomodulation. Emerging food applications include cognitive-enhancing beverages, plant-based preservatives (metal chelation), and low-sodium umami enhancers. By integrating molecular insights with scalable production and functional food design, this work positions L-theanine as a pivotal nutraceutical bridging metabolic health, sustainable biotechnological innovations, and consumer-driven dietary trends.",Le J; Li L; Wang C; Hu Q; Shao K; Zhao Y; Jin Y,Food chemistry,2025,2025 Nov 15,10.1016/j.foodchem.2025.145613,Journal Article; Review,,
40709622,Q3,Enhanced bound antioxidant capacity of oat bran treated with green tea infusion modulates antioxidant release and short chain fatty acid formation during colonic fermentation.,"Bound antioxidants play a significant role in human health due to their slow and continuous release throughout the colon. Oat bran (OB) is a key source of bound antioxidants; however, its antioxidant capacity is limited. This capacity could be enhanced through treatment with green tea infusion (GTI) under optimum conditions, resulting in GTI treated OB. This study investigated the release of antioxidants from GTI treated OB during both in vitro digestion and colonic fermentation using in vitro batch and SHIME model systems. Antioxidant capacity was determined in both soluble and insoluble fractions using the QUENCHER approach. The released antioxidant capacity during in vitro batch fermentation was associated with catechin metabolites. The effects on gut microbiota metabolites, specifically short chain fatty acids (SCFA), were examined. Additionally, the interaction between OB and green tea extract (GTE), referred to as OB + GTE, during co-digestion and fermentation was tested. Compared to GTE alone and OB + GTE, GTI treated OB showed superior antioxidant activity (2-6-fold higher) in both insoluble and soluble fractions during short- and long-term exposure. The antioxidant release during fermentation of GTI treated OB was strongly correlated with the concentration of pyrogallol (r = 0.693) and 3,4-dihydroxyphenylacetic acid (r = 0.625). Half of its antioxidant capacity remained in the insoluble fraction. Both GTI treated OB and OB + GTE stimulated SCFA production, with concentrations of 25.25 ± 2.53 mM and 30.62 ± 5.03 mM in the distal colon, respectively. These findings suggest that the enhanced bound antioxidant capacity of OB has beneficial health effects on colon health by increasing antioxidant capacity and stimulating SCFA production.",Doğan Cömert E; Gökmen V; Capuano E,Food & function,2025,2025 Aug 11,10.1039/d5fo01281c,Journal Article,,
40701649,Q5,Gut microbiota-targeted dietary supplementation with fermentable fibers and polyphenols prevents hypobaric hypoxia-induced increases in intestinal permeability.,"Interactions between the gut microbiota and intestinal barrier may contribute to the pathophysiology of high-altitude illnesses. This study aimed to determine the effects of targeting the gut microbiota using dietary supplementation with a blend of fermentable fibers and polyphenol sources on gut microbiota composition, fecal short-chain fatty acids (SCFAs), and intestinal function and permeability during hypobaric hypoxia exposure. Healthy adults participated in a randomized, placebo-controlled, crossover study. Food products containing oligofructose-enriched inulin, galacto-oligosaccharide, high-amylose corn starch, cocoa, green tea and cranberry extracts, and blueberry powder (FP) or maltodextrin (placebo; PL) were consumed daily during three 2-wk phases separated by a ≥1-wk washout. During the final 36 h of each phase, participants resided in a hypobaric chamber simulating low (LA; 500 m) or high (HA; 4,300 m) altitude creating three experimental conditions: PL + LA, PL + HA, and FP + HA. Twenty-six participants completed ≥1 study phase and 13 [12 male; 21 ± 3 yr; body mass index (BMI) 25.4 ± 2.4 kg/m2] completed all three phases. Results demonstrated that FP mitigated hypoxia-induced increases in intestinal permeability within the small intestine and proximal colon while increasing Bifidobacterium relative abundance and decreasing gut microbiota α-diversity and colonic pH. Higher Bifidobacterium relative abundance and lower colonic pH were associated with greater reductions in intestinal permeability. However, FP did not alter fecal SCFA concentrations and increased gastrointestinal symptoms and altitude sickness during hypobaric hypoxia exposure. Findings suggest that targeting the gut microbiota with a combination of fermentable fibers and polyphenols can prevent hypobaric hypoxia-induced increases in intestinal permeability but that benefit does translate into a reduction in altitude illness symptoms.NEW & NOTEWORTHY Dietary supplementation targeting the gut microbiota may provide novel approaches to improving physiologic responses to environmental stressors such as those experienced during sojourn at high terrestrial altitudes. This study demonstrated that gut microbiota-targeted dietary supplementation using a blend of fermentable fibers and polyphenol sources can prevent hypobaric hypoxia-induced decrements in intestinal permeability. Findings support the emerging concept that the gut microbiota may be a modifiable factor influencing physiologic responses in austere environments.",Karl JP; Fagnant HS; Radcliffe PN; Wilson M; Karis AJ; Sayers B; Wijeyesekera A; Gibson GR; Lieberman HR; Giles GE; Soares JW,"American journal of physiology. Regulatory, integrative and comparative physiology",2025,2025 Sep 1,10.1152/ajpregu.00109.2025,Journal Article; Randomized Controlled Trial,,
40696344,Q5,Associations of a healthy beverage pattern with all-cause and cause-specific mortality among US adults: a nationwide cohort study.,"BACKGROUND: Not all beverage items are necessarily beneficial for health, but the potential impact of an overall beverage pattern on health remains unknown. We aimed to examine associations of adherence to an overall healthy beverage pattern with all-cause and cause-specific mortality in a prospective cohort of US populations. METHODS: We included 8,894 adults from the National Health and Nutrition Examination Survey (2001-2019), a nationally representative cohort of US populations. Dietary data were collected at baseline based on the 24-h recall dietary interview. Using the data, we calculated a healthy beverage score (HBS), where coffee, tea, and low-fat milk received positive scores, while alcohol, fruit juice, artificially sweetened beverages, sugar-sweetened beverages, and whole-fat milk received reverse scores. A higher HBS reflected a healthier beverage pattern. We used Cox proportional hazards models to calculate hazard ratios (HRs) and 95% confidence intervals (CIs) for the associations of HBS with mortality, adjusting for demographics, dietary and lifestyle factors, and medical history. RESULTS: During a mean follow-up of 15.5 years, we recorded 2,363 all-cause deaths, including 761 cardiovascular disease (CVD) deaths, 511 cancer deaths, and 1,091 other deaths. Compared with the lowest quartile of HBS, the HRs and 95%CIs of the highest quartile of HBS were 0.79 (0.68, 0.92) for all-cause mortality, 0.75 (0.60, 0.95) for CVD mortality, 0.92 (0.70, 1.22) for cancer mortality, and 0.75 (0.58, 0.98) for other mortality. Inverse linear relationships of HBS with all-cause, and CVD mortality were observed using restricted cubic splines (Pnon-linearity >0.05). These results were consistent across subgroups predefined by age, sex, smoking status, dietary fiber consumption, hypertension, hyperlipidemia, daily energy intake, and Healthy Eating Index-2015. Results were robust in several sensitivity analyses. CONCLUSIONS: Greater adherence to HBS was associated with a substantially lower risk of all-cause, CVD and other mortality. These findings suggest that greater adherence to a healthy beverage pattern could benefit prevention of premature mortality.",Feng Y; Wang H; Wang K; Li Z; Tan B; Li Q; Ouyang F; Chen Z,Nutrition journal,2025,2025 Jul 22,10.1186/s12937-025-01179-5,Journal Article,,
40664289,Q3,"Theaflavin-3,3'-digallate prevents alcoholic liver injury by suppressing hepatic TLR4/NF-κB signaling and modulating the gut-liver axis in mice.","Dietary intervention is crucial for the clinical management of alcoholic liver injury. As the primary bioactive component in fermented tea, theaflavin-3,3'-digallate (TF3) possesses potent antioxidative and anti-inflammatory capacities, but its protective mechanisms against alcoholic liver injury via the gut-liver axis require systematic elucidation. This study evaluated the protective effects and underlying mechanisms of high-purity TF3 (2.5/5/10 mg/kg, 12-week oral gavage) against alcoholic liver injury in C57BL/6 J mice. TF3 administration significantly reduced serum lipids, attenuated hepatic steatosis, and suppressed oxidative stress and pro-inflammatory cytokine production in alcohol-fed mice. Mechanistically, TF3 enhanced intestinal barrier integrity by upregulating tight junction proteins in the colon and ileum, increased beneficial microbiota like Lactobacillus and Bifidobacterium, and modulated microbial metabolites including short-chain fatty acids (SCFAs) and tryptophan. These changes reduced circulating lipopolysaccharide (LPS), suppressed hepatic toll-like receptor 4 (TLR4)/nuclear factor kappa-B (NF-κB) pathway activation, and ultimately ameliorated hepatic inflammation while enhancing oxidative stress regulation. This work reveals novel mechanisms of TF3 in preventing alcoholic liver injury, providing a theoretical foundation for dietary applications.",Tang MG; Xiong LG; Huang JA; Hara Y; Zhang S; Liu ZH; Liu AL,The Journal of nutritional biochemistry,2025,2025 Nov,10.1016/j.jnutbio.2025.110031,Journal Article,,
40653241,Q3,Development of polyvinyl alcohol/chitosan/pullulan blended films incorporated with tea extract-synthesized TiO₂ nanoparticles for active food packaging.,"In recent years, nanoparticle-infused biopolymeric films have emerged as promising alternatives to non-biodegradable synthetic packaging that poses significant environmental concerns. This work aims to develop and characterize biopolymeric films for food packaging applications using polyvinyl alcohol (PVA)/Chitosan (CS)/Pullulan (PL) incorporated with TiO2 nanoparticles (NPs) synthesized using tea leaf extract. PVA/CS/PL (1:0.5:0.5) films were developed with varying concentrations of TiO₂ NPs (0.5, 1, and 1.5 wt%), and their effects on the films' physical, thermal, transmission, mechanical and antibacterial properties were investigated. The results show that the addition of TiO2 NPs improve the film's thermal stability and mechanical strength. The addition of TiO2 NPs (<1 wt%) greatly increased the tensile strength of the bio-composite films while simultaneously lowering their gas barrier properties. However, increasing the TiO2 NP percentage (>1 wt%) further enhanced the film's gas barrier properties while decreasing its tensile strength. The antibacterial efficacy of these bio-composite films was confirmed by an antimicrobial assay against E. coli. These findings provide a pathway for the value-added utilization of tea extract polyphenols and highlight the potential of TiO₂-incorporated PVA/CS/PL biodegradable polymer film as a promising candidate for green food packaging applications.",Shahid-Ul-Islam; Tyagi S; Butola BS; Majumdar A,International journal of biological macromolecules,2025,2025 Aug,10.1016/j.ijbiomac.2025.145924,Journal Article,,
40637142,Q5,Effect of regular green tea (Camellia sinensis) kombucha consumption on oxidative stress and endothelial health in individuals with excess body weight: a randomized controlled trial.,"Kombucha is a fermented beverage rich in bioactive compounds. This beverage has demonstrated high antioxidant capacity in vitro and experimental animal studies. In this sense, this study aimed to evaluate the effect of daily consumption of green tea kombucha on oxidative stress and endothelial health in individuals with excess body weight. This is a randomized controlled clinical trial, lasting 10 weeks, during which the control group followed a healthy -500 kcal/d energy-restricted diet. In contrast, the kombucha group, in addition to the energy-restricted diet, consumed 200 ml of kombucha green tea daily. This study included men and women aged 18-45 years without chronic diseases. At the beginning and end of the study, fasting blood was collected, and colorimetric assays and immunoassay protocols evaluated markers of oxidative stress and endothelial health. Compared to the control group, kombucha consumption significantly reduced hydrogen peroxide (H2O2) levels (P = 0·007). Initial and final values were as follows: Control group (16·5 v. 15·09 µmol/ml; n 29) and Kombucha group (18·14 v. 14·67 µmol/ml; n 30). The other markers that were evaluated did not change after the kombucha consumption. In conclusion, daily consumption of 200 ml of green tea kombucha for 10 weeks reduces one pro-oxidant marker, without altering other markers of oxidative stress and endothelial health in individuals with excess body weight. Reducing a pro-oxidant marker suggests that kombucha is an antioxidant beverage with promising implications for human health. However, further studies are needed to elucidate other possible beneficial effects on health.",Bonifácio DB; Macedo Fraiz G; Lacerda UV; Cardoso RR; Pelissari Kravchychyn AC; Corich V; Giacomini A; Ribeiro de Barros FA; Bressan J,The British journal of nutrition,2025,2025 Jul 14,10.1017/S0007114525103838,Journal Article; Randomized Controlled Trial,,
40637029,Q5,Risk Factors of Periodontitis: Evidence From Two-Sample Mendelian Randomization and Meta-Analysis.,"AIM: Mendelian randomization is a more appropriate tool for causal inference, as the main suspected risk factors for periodontitis are difficult to test by randomized controlled trials due to ethical or feasibility issues. This study aimed to evaluate potential causal relationships between 50 known and suspected factors and periodontitis risk by a two-sample Mendelian randomization study and meta-analysis. METHODS: By utilizing the databases of the Gene-Lifestyle Interactions at Dental Endpoints (GLIDE) consortium and the Finnish Genetics (FinnGen) consortium, 25 obesity-related indicators (BMI, birth weight, weight, height, waist-hip ratio, waist circumference, hip circumference, 18 body fat percentage or fat-free mass factors), eight hormone-related indicators (estradiol levels, total testosterone levels, sex hormone-binding globulin, age at menarche, age at menopause, three bone mineral density factors), five lifestyle factors (smoking, alcohol drinking, sleep duration, morning/evening chronotype, years of schooling), three dietary factors (coffee, tea, fruit), six blood biomarkers (fasting glucose, high-density lipoprotein cholesterol [HDL cholesterol], low-density lipoprotein cholesterol [LDL cholesterol], total cholesterol, serum 25-hydroxyvitamin D levels, hemoglobin A1c [HbA1c]), and three diseases (hypertension, type 2 diabetes, COVID-19). The odds ratios (ORs) and 95% confidence intervals (CIs) associated with the risk of periodontitis were estimated for each trait using the inverse variance weighting (IVW) method. A meta-analysis was conducted to analyze the causal associations from these databases. RESULTS: Among the 50 potential risk factors, the IVW analyses revealed significant associations with the risk of periodontitis for 22 and two traits (FDR-corrected p < 0.05) in the GLIDE database as well as the FinnGen database, respectively. The meta-analyses revealed that 23 traits maintained statistically significant associations with periodontitis risk. Noteworthy associations included 20 obesity-related indicators with ORs ranging from 1.11 to 1.25, smoking (OR = 1.74), and hemoglobin A1c (OR = 1.07), which were associated with an increased risk of periodontitis. Conversely, increased years of education (OR = 0.81) were identified as potential mitigators of periodontitis risk. The sensitivity analyses utilizing five additional methods further bolstered the robustness of these findings. CONCLUSIONS: This comprehensive study provides evidence for the potential causal association of several modifiable risk factors with periodontitis, highlighting the importance of addressing these factors in preventive strategies for periodontal health.",Yan L; Liu Z; Xie B; Huang Y; Wu Y; He B; Li Y; Luo L; Yan F; Chen F,Journal of periodontal research,2025,2025 Sep,10.1111/jre.70001,Journal Article; Meta-Analysis,,
40609356,Q1,"Advances in Camellia oleifera seed meal Saponins: Extraction, analysis, bioactivity, and application.","Tea seed meal, which is a by-product of oil extraction from Camellia oleifera Abel, is rich in bioactive compounds such as tea saponins. Tea saponins exhibit notable surface activity and various biological properties, including antioxidant, antibacterial, and antitumor effects, with potential applications in various fields. This review aims to provide a comprehensive overview of the extraction, purification, analysis, and mechanisms of bioactivity of tea saponins, as well as explore their potential applications in food, pharmaceuticals, daily chemicals, and environmental management. Optimizing extraction processes and elucidating structure-activity relationships can significantly enhance the high-value utilization of tea saponins. These endeavors support the sustainable development of the Camellia oleifera industry and facilitate the innovative applications of natural bioactive compounds across multiple fields. This review synthesizes current research findings and identifies gaps. Ultimately, future research should focus on clinical validation and industrial scalability to fully realize tea saponins' potential in various applications.",Zhang J; Liu J; Wang J; Di S; Zhong J; Qiu Y; Zhao L; Cao Y; Wang Q,Food chemistry,2025,2025 Nov 15,10.1016/j.foodchem.2025.145277,Journal Article; Review,,
40587877,Q1,Neuroprotective effect of Kaempferol through modulation of autophagy.,"Objective: Autophagy is a critical cellular mechanism that ensures the breakdown of damaged or unnecessary components. This process helps ensure cellular health by maintaining cellular balance, protecting cells from stress, and providing an alternative energy source during metabolic stress. Disruptions in autophagy have been linked to neurological disorders.Method: In this review, the neuroprotective effects of Kaempferol through autophagy modulation are elaborated. Methods: An electronic search in scientific databases was performed to find relevant studies exploring the neuroprotective effects of kaempferol mediated via modulation of autophagy.Results: Kaempferol, a natural flavonoid found in fruits, vegetables, and plant-based products like tea, has been shown to demonstrate a variety of health-promoting properties, including antimicrobial, antioxidant, and antiinflammatory effects. This review summarizes the current understanding of how Kaempferol modulates autophagy and discusses its potential impact on various neurological disorders, including Parkinson's disease, Alzheimer's disease, amyotrophic lateral sclerosis, ischemic stroke, and depression. Studies increasingly indicate that Kaempferol could be a vital factor in maintaining neural health by influencing autophagy mechanisms.Conclusion: Numerous studies have established Kaempferol's neuroprotective potential through autophagy regulation, which suggests opprotunities for potential therapeutic applications.",Moalefshahri R; Hashemy SI; Hosseini H; Sahebkar A,Nutritional neuroscience,2025,2025 Dec,10.1080/1028415X.2025.2524702,Journal Article; Review,,
40570454,Q3;Q5,"Tea polyphenols: Effects on growth, immune function, and reproductive performance of roosters.","Tea polyphenols (TPs), bioactive secondary metabolites from Camellia sinensis, demonstrate significant potential for enhancing poultry reproductive efficiency. This 43-week study systematically evaluated graded TPs supplementation (0-500 mg/kg Food Weight) in Tianfu G02 Blue-shell roosters (n = 540) through growth monitoring, histopathological analysis (Hematoxylin and Eosin staining, H&E), and molecular profiling (ELISA, qPCR). The data were analyzed using a sampling T-test or ANOVA and Tukey's Test. Optimal growth performance was achieved at 100-400 mg/kg TP doses, improved daily feed intake and weight gain. The 200 mg/kg cohort exhibited peak spermatogenic capacity at week 28 (sperm density, P < 0.05) and week 43 (motility, P < 0.05), while 300 mg/kg enhanced sperm viability. Paradoxically, 500 mg/kg impaired reproductive parameters (the lowest sperm density, motility and viability). Testicular morphology revealed dose-dependent effects: 300-400 mg/kg groups showed seminiferous tubule expansion with concomitant testosterone elevation. Molecular analyses demonstrated TPs-mediated upregulation of androgen pathway genes (AR, Pgk2, P < 0.05) and antioxidant enhancement (MDA reduction, SOD/GSH-Px activation, P < 0.05). Immune modulation was evidenced by 200 mg/kg-induced immunoglobulin elevation (IgM, IgA, P < 0.05) and cytokine upregulation (IL-1β, IL-2, P < 0.05). Intestinal barrier integrity improved via ZO-1 and Claudin3 expression in 200-300 mg/kg groups (P < 0.05). These findings establish 200-300 mg/kg TPs as the optimal dosage window for enhancing rooster productivity, while cautioning against supra-nutritional (>400 mg/kg) applications.",Chen Y; Zhou X; Li W; Xu T; Zhang Y; Cui C; Yin H; Han S,Poultry science,2025,2025 Sep,10.1016/j.psj.2025.105449,Journal Article,,
