record_id,paper_id,activity_category,study_type,component_before,component_after,processing_before,processing_after,extraction_before,extraction_after,uncertainty_before,uncertainty_after,context_score_before,context_score_after,component_added,processing_added,extraction_added
PMID_41081687_AUTO1,PMID_41081687,other,randomized controlled trial,multiple component groups,multiple component groups,,,aqueous extraction,aqueous extraction,high_uncertainty,high_uncertainty,0.500,0.500,false,false,false
PMID_41088897_AUTO1,PMID_41088897,neuroprotection,systematic review,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41089755_GLM1,PMID_41089755,gut microbiota modulation,systematic review,catechins,catechins,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41089755_GLM2,PMID_41089755,other,systematic review,catechins,catechins,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41106481_GLM1,PMID_41106481,gut microbiota modulation,systematic review,catechins,catechins,enzymatic treatment,enzymatic treatment,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41106481_GLM2,PMID_41106481,gut microbiota modulation,systematic review,catechins,catechins,enzymatic treatment,enzymatic treatment,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41106481_GLM3,PMID_41106481,gut microbiota modulation,systematic review,catechins,catechins,enzymatic treatment,enzymatic treatment,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41128781_AUTO1,PMID_41128781,other,cohort study,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_41135302_GLM1,PMID_41135302,cardiovascular protection,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41140078_GLM1,PMID_41140078,other,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41140078_GLM2,PMID_41140078,anti-inflammatory,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41140262_GLM1,PMID_41140262,cardiovascular protection,systematic review,caffeine,caffeine,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41142253_GLM1,PMID_41142253,anti-inflammatory,systematic review,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_41149402_GLM1,PMID_41149402,anti-inflammatory,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41149402_GLM2,PMID_41149402,antioxidant,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41149402_GLM3,PMID_41149402,other,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41151447_GLM1,PMID_41151447,gut microbiota modulation,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41156555_GLM1,PMID_41156555,anti-obesity,systematic review,mixed polyphenols,mixed polyphenols,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41156555_GLM2,PMID_41156555,other,systematic review,mixed polyphenols,mixed polyphenols,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41157739_GLM1,PMID_41157739,anti-inflammatory,systematic review,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_41157739_GLM2,PMID_41157739,other,systematic review,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_41161636_GLM1,PMID_41161636,other,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41163054_GLM1,PMID_41163054,gut microbiota modulation,randomized controlled trial,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41163054_GLM2,PMID_41163054,metabolic improvement,randomized controlled trial,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41175620_GLM2,PMID_41175620,antioxidant,animal study,mixed polyphenols,mixed polyphenols,,thermal processing; heating,,,moderate_uncertainty,moderate_uncertainty,0.300,0.550,false,true,false
PMID_41184896_GLM1,PMID_41184896,other,cohort study,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_41195861_GLM1,PMID_41195861,anti-inflammatory,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41195861_GLM2,PMID_41195861,other,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41207049_GLM1,PMID_41207049,other,animal study,catechins,catechins,pan-firing/fixation,pan-firing/fixation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41210635_GLM1,PMID_41210635,neuroprotection,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41210635_GLM2,PMID_41210635,antioxidant,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41210635_GLM3,PMID_41210635,anti-inflammatory,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41220294_GLM1,PMID_41220294,other,animal study,tea polysaccharides,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41226835_GLM1,PMID_41226835,other,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41235304_GLM1,PMID_41235304,gut microbiota modulation,meta-analysis,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41244722_GLM1,PMID_41244722,other,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41255516_GLM2,PMID_41255516,other,cohort study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41265599_GLM1,PMID_41265599,other,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41269420_GLM1,PMID_41269420,other,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41271838_AUTO1,PMID_41271838,gut microbiota modulation,systematic review,multiple component groups,multiple component groups,fermentation/oxidation,fermentation/oxidation,,,high_uncertainty,high_uncertainty,0.550,0.550,false,false,false
PMID_41274681_GLM2,PMID_41274681,other,animal study,catechins,catechins,storage/aging,storage/aging,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,1.000,1.000,false,false,false
PMID_41275554_GLM1,PMID_41275554,antioxidant,animal study,caffeine,caffeine,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41275554_GLM2,PMID_41275554,other,animal study,caffeine,caffeine,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41277259_GLM1,PMID_41277259,neuroprotection,systematic review,mixed polyphenols,mixed polyphenols,roasting,roasting,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41277394_GLM1,PMID_41277394,gut microbiota modulation,animal study,tea polysaccharides,mixed polyphenols,,,,,low_uncertainty,low_uncertainty,0.550,0.550,false,false,false
PMID_41277394_GLM2,PMID_41277394,other,animal study,tea polysaccharides,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41282206_GLM1,PMID_41282206,metabolic improvement,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41282206_GLM2,PMID_41282206,anti-inflammatory,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41284344_GLM1,PMID_41284344,anti-obesity,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41284344_GLM2,PMID_41284344,other,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41290504_GLM1,PMID_41290504,other,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41296402_GLM1,PMID_41296402,other,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41300675_GLM1,PMID_41300675,anti-inflammatory,systematic review,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41300675_GLM2,PMID_41300675,other,systematic review,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41303338_GLM1,PMID_41303338,other,systematic review,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41303363_GLM1,PMID_41303363,gut microbiota modulation,systematic review,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41304966_GLM1,PMID_41304966,antioxidant,systematic review,mixed polyphenols,mixed polyphenols,fermentation/oxidation,fermentation/oxidation,aqueous extraction,aqueous extraction,low_uncertainty,low_uncertainty,1.000,1.000,false,false,false
PMID_41308222_GLM1,PMID_41308222,neuroprotection,animal study,mixed polyphenols,mixed polyphenols,fermentation/oxidation; roasting,fermentation/oxidation; roasting,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41308222_GLM2,PMID_41308222,other,animal study,mixed polyphenols,mixed polyphenols,fermentation/oxidation; roasting,fermentation/oxidation; roasting,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41308222_GLM3,PMID_41308222,antioxidant,animal study,mixed polyphenols,mixed polyphenols,fermentation/oxidation; roasting,fermentation/oxidation; roasting,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41314057_GLM2,PMID_41314057,anti-obesity,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41316291_GLM1,PMID_41316291,antioxidant,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41316291_GLM3,PMID_41316291,metabolic improvement,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41337925_GLM1,PMID_41337925,antioxidant,animal study,mixed polyphenols,mixed polyphenols,enzymatic treatment,enzymatic treatment,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41337925_GLM3,PMID_41337925,other,animal study,mixed polyphenols,mixed polyphenols,enzymatic treatment,enzymatic treatment,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41341495_GLM1,PMID_41341495,gut microbiota modulation,systematic review,mixed polyphenols,mixed polyphenols,fermentation/oxidation,fermentation/oxidation,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,1.000,1.000,false,false,false
PMID_41343461_GLM1,PMID_41343461,anti-inflammatory,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41343461_GLM2,PMID_41343461,other,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41353598_GLM1,PMID_41353598,other,systematic review,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41356832_GLM1,PMID_41356832,other,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41357894_GLM1,PMID_41357894,other,meta-analysis,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41357894_GLM2,PMID_41357894,anti-inflammatory,meta-analysis,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41362433_GLM1,PMID_41362433,anti-inflammatory,systematic review,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_41362433_GLM2,PMID_41362433,other,systematic review,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_41366683_GLM1,PMID_41366683,other,systematic review,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41371855_GLM1,PMID_41371855,gut microbiota modulation,animal study,tea polysaccharides,tea polysaccharides,,,,purification,low_uncertainty,low_uncertainty,0.550,0.750,false,false,true
PMID_41371855_GLM2,PMID_41371855,anti-inflammatory,animal study,tea polysaccharides,tea polysaccharides,,,,purification,low_uncertainty,low_uncertainty,0.550,0.750,false,false,true
PMID_41373414_GLM1,PMID_41373414,anti-inflammatory,systematic review,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41373951_GLM1,PMID_41373951,anti-obesity,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41384531_GLM1,PMID_41384531,gut microbiota modulation,animal study,tea polysaccharides,tea polysaccharides,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41384531_GLM2,PMID_41384531,gut microbiota modulation,animal study,tea polysaccharides,tea polysaccharides,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41384531_GLM3,PMID_41384531,gut microbiota modulation,animal study,tea polysaccharides,tea polysaccharides,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41409372_GLM1,PMID_41409372,anti-inflammatory,systematic review,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41411000_GLM1,PMID_41411000,anti-inflammatory,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41411000_GLM2,PMID_41411000,other,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41418292_GLM1,PMID_41418292,other,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41418292_GLM3,PMID_41418292,cardiovascular protection,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41425625_GLM1,PMID_41425625,neuroprotection,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41427140_GLM1,PMID_41427140,gut microbiota modulation,cohort study,multiple component groups,multiple component groups,,tea processing by-product,,,moderate_uncertainty,moderate_uncertainty,0.550,0.800,false,true,false
PMID_41427140_GLM2,PMID_41427140,antioxidant,cohort study,multiple component groups,multiple component groups,,tea dust production,,,moderate_uncertainty,moderate_uncertainty,0.550,0.800,false,true,false
PMID_41427140_GLM3,PMID_41427140,gut microbiota modulation,cohort study,multiple component groups,multiple component groups,,tea processing by-product,,,moderate_uncertainty,moderate_uncertainty,0.550,0.800,false,true,false
PMID_41431168_GLM1,PMID_41431168,gut microbiota modulation,systematic review,theanine,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41431168_GLM2,PMID_41431168,metabolic improvement,systematic review,theanine,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41435602_GLM1,PMID_41435602,anti-inflammatory,animal study,whole extract,whole extract,,,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_41435602_GLM2,PMID_41435602,antioxidant,animal study,whole extract,whole extract,,,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_41439563_GLM1,PMID_41439563,anti-inflammatory,systematic review,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_41439563_GLM2,PMID_41439563,other,systematic review,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_41447897_AUTO1,PMID_41447897,neuroprotection,animal study,whole extract,whole extract,,,other extraction,other extraction,high_uncertainty,high_uncertainty,0.500,0.500,false,false,false
PMID_41449627_GLM1,PMID_41449627,antioxidant,animal study,theanine,theanine,storage/aging,storage/aging,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41458132_GLM1,PMID_41458132,antioxidant,systematic review,mixed polyphenols,mixed polyphenols,fermentation/oxidation; roasting,fermentation/oxidation; roasting,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41458664_AUTO1,PMID_41458664,anti-inflammatory,cohort study,multiple component groups,multiple component groups,,,other extraction,other extraction,high_uncertainty,high_uncertainty,0.500,0.500,false,false,false
PMID_41459787_AUTO1,PMID_41459787,other,animal study,multiple component groups,multiple component groups,fermentation/oxidation,fermentation/oxidation,,,high_uncertainty,high_uncertainty,0.550,0.550,false,false,false
PMID_41462286_GLM1,PMID_41462286,anti-obesity,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41470906_GLM1,PMID_41470906,metabolic improvement,systematic review,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41474664_GLM1,PMID_41474664,other,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41475763_GLM1,PMID_41475763,gut microbiota modulation,animal study,tea polysaccharides,tea polysaccharides,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41475763_GLM2,PMID_41475763,other,animal study,tea polysaccharides,tea polysaccharides,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41483799_GLM1,PMID_41483799,anti-inflammatory,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41483799_GLM2,PMID_41483799,other,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41483799_GLM3,PMID_41483799,antioxidant,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41490780_GLM1,PMID_41490780,anti-obesity,randomized controlled trial,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_41496404_GLM1,PMID_41496404,other,animal study,catechins,catechins,fermentation/oxidation; storage/aging,fermentation/oxidation; storage/aging,aqueous extraction,aqueous extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41515258_GLM1,PMID_41515258,anti-inflammatory,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41515260_GLM1,PMID_41515260,anti-inflammatory,randomized controlled trial,catechins,catechins,,,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_41515260_GLM2,PMID_41515260,anti-obesity,randomized controlled trial,catechins,catechins,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41517138_GLM1,PMID_41517138,gut microbiota modulation,animal study,caffeine,caffeine,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41517138_GLM2,PMID_41517138,anti-inflammatory,animal study,caffeine,caffeine,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41517138_GLM3,PMID_41517138,other,animal study,caffeine,caffeine,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41519326_GLM1,PMID_41519326,antioxidant,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41519326_GLM2,PMID_41519326,anti-inflammatory,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41534752_GLM1,PMID_41534752,gut microbiota modulation,animal study,catechins,catechins,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41534752_GLM2,PMID_41534752,gut microbiota modulation,animal study,catechins,catechins,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41544473_GLM1,PMID_41544473,antioxidant,animal study,tea polysaccharides,tea polysaccharides,storage/aging; enzymatic treatment,storage/aging; enzymatic treatment,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41544875_GLM1,PMID_41544875,gut microbiota modulation,animal study,tea polysaccharides,tea polysaccharides,,brick tea processing,,,moderate_uncertainty,low_uncertainty,0.300,0.800,false,true,false
PMID_41544875_GLM2,PMID_41544875,gut microbiota modulation,animal study,tea polysaccharides,tea polysaccharides,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.550,false,false,false
PMID_41547013_GLM1,PMID_41547013,gut microbiota modulation,animal study,theanine,theanine,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41547013_GLM2,PMID_41547013,gut microbiota modulation,animal study,theanine,theanine,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41548598_GLM1,PMID_41548598,anti-obesity,cohort study,multiple component groups,multiple component groups,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41548613_GLM1,PMID_41548613,gut microbiota modulation,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41548613_GLM2,PMID_41548613,other,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41554089_GLM1,PMID_41554089,other,animal study,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41554089_GLM3,PMID_41554089,anti-inflammatory,animal study,whole extract,whole extract,,,other extraction,other extraction,high_uncertainty,high_uncertainty,0.750,0.750,false,false,false
PMID_41558631_AUTO1,PMID_41558631,gut microbiota modulation,animal study,multiple component groups,multiple component groups,fermentation/oxidation,fermentation/oxidation,other extraction,other extraction,high_uncertainty,high_uncertainty,0.750,0.750,false,false,false
PMID_41559215_GLM1,PMID_41559215,antioxidant,animal study,theaflavins,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41560832_GLM1,PMID_41560832,other,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41564650_GLM1,PMID_41564650,anti-inflammatory,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41564650_GLM2,PMID_41564650,other,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41572086_GLM1,PMID_41572086,other,animal study,tea polysaccharides,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41577286_GLM1,PMID_41577286,antioxidant,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41581373_GLM1,PMID_41581373,other,animal study,catechins,catechins,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41581373_GLM2,PMID_41581373,anti-obesity,animal study,catechins,catechins,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41587797_GLM1,PMID_41587797,antioxidant,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41587797_GLM2,PMID_41587797,neuroprotection,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41594549_GLM1,PMID_41594549,gut microbiota modulation,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.550,false,false,false
PMID_41594549_GLM2,PMID_41594549,neuroprotection,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.550,false,false,false
PMID_41596095_GLM1,PMID_41596095,neuroprotection,systematic review,mixed polyphenols,mixed polyphenols,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_41596333_GLM1,PMID_41596333,gut microbiota modulation,animal study,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41596333_GLM2,PMID_41596333,metabolic improvement,animal study,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41599419_GLM1,PMID_41599419,antioxidant,animal study,mixed polyphenols,mixed polyphenols,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41599419_GLM2,PMID_41599419,metabolic improvement,animal study,mixed polyphenols,mixed polyphenols,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41599419_GLM3,PMID_41599419,neuroprotection,animal study,mixed polyphenols,mixed polyphenols,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41599929_GLM1,PMID_41599929,gut microbiota modulation,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41599929_GLM2,PMID_41599929,other,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_41599956_GLM1,PMID_41599956,metabolic improvement,animal study,multiple component groups,multiple component groups,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41599956_GLM2,PMID_41599956,other,animal study,multiple component groups,multiple component groups,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_41605387_GLM1,PMID_41605387,gut microbiota modulation,animal study,tea polysaccharides,tea polysaccharides,fermentation/oxidation,fermentation/oxidation,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
