confidence_score,edge_type,effect_direction,evidence_level,paper_id,record_id,source_id,study_type,target_id,uncertainty_class,uncertainty_flags
0.694,HAS_UNCERTAINTY_FLAG,unclear,evidence_synthesis_nonquantitative,PMID_41300675,PMID_41300675_GLM2,record:PMID_41300675_GLM2,systematic review,uncertainty:generic_mechanism,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
0.694,HAS_UNCERTAINTY_FLAG,unclear,evidence_synthesis_nonquantitative,PMID_41300675,PMID_41300675_GLM2,record:PMID_41300675_GLM2,systematic review,uncertainty:missing_processing_or_extraction_context,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
0.694,HAS_UNCERTAINTY_FLAG,unclear,evidence_synthesis_nonquantitative,PMID_41300675,PMID_41300675_GLM2,record:PMID_41300675_GLM2,systematic review,uncertainty:review_summary_record,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
0.694,HAS_UNCERTAINTY_FLAG,unclear,evidence_synthesis_nonquantitative,PMID_41300675,PMID_41300675_GLM2,record:PMID_41300675_GLM2,systematic review,uncertainty:taxonomy_expansion_needed,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
0.694,HAS_UNCERTAINTY_FLAG,unclear,evidence_synthesis_nonquantitative,PMID_41300675,PMID_41300675_GLM2,record:PMID_41300675_GLM2,systematic review,uncertainty:uncertain_effect_direction,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
0.768,HAS_RECORD,positive,evidence_synthesis_nonquantitative,PMID_41296402,PMID_41296402_GLM1,paper:PMID_41296402,systematic review,record:PMID_41296402_GLM1,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.768,HAS_TEA_TYPE,positive,evidence_synthesis_nonquantitative,PMID_41296402,PMID_41296402_GLM1,record:PMID_41296402_GLM1,systematic review,tea_type:green_tea,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.768,HAS_MATERIAL_FORM,positive,evidence_synthesis_nonquantitative,PMID_41296402,PMID_41296402_GLM1,record:PMID_41296402_GLM1,systematic review,material_form:purified_component,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.768,HAS_COMPONENT_GROUP,positive,evidence_synthesis_nonquantitative,PMID_41296402,PMID_41296402_GLM1,record:PMID_41296402_GLM1,systematic review,component_group:catechins,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.768,SUPPORTS_ACTIVITY,positive,evidence_synthesis_nonquantitative,PMID_41296402,PMID_41296402_GLM1,record:PMID_41296402_GLM1,systematic review,activity:other,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.768,HAS_STUDY_TYPE,positive,evidence_synthesis_nonquantitative,PMID_41296402,PMID_41296402_GLM1,record:PMID_41296402_GLM1,systematic review,study_type:systematic_review,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.768,HAS_EVIDENCE_LEVEL,positive,evidence_synthesis_nonquantitative,PMID_41296402,PMID_41296402_GLM1,record:PMID_41296402_GLM1,systematic review,evidence_level:evidence_synthesis_nonquantitative,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.768,HAS_EFFECT_DIRECTION,positive,evidence_synthesis_nonquantitative,PMID_41296402,PMID_41296402_GLM1,record:PMID_41296402_GLM1,systematic review,effect_direction:positive,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.768,ACTS_VIA,positive,evidence_synthesis_nonquantitative,PMID_41296402,PMID_41296402_GLM1,record:PMID_41296402_GLM1,systematic review,mechanism:microrna_regulation,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.768,ASSOCIATED_HOST_PHENOTYPE,positive,evidence_synthesis_nonquantitative,PMID_41296402,PMID_41296402_GLM1,record:PMID_41296402_GLM1,systematic review,phenotype:cancer,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.768,HAS_UNCERTAINTY_FLAG,positive,evidence_synthesis_nonquantitative,PMID_41296402,PMID_41296402_GLM1,record:PMID_41296402_GLM1,systematic review,uncertainty:missing_processing_or_extraction_context,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.768,HAS_UNCERTAINTY_FLAG,positive,evidence_synthesis_nonquantitative,PMID_41296402,PMID_41296402_GLM1,record:PMID_41296402_GLM1,systematic review,uncertainty:review_summary_record,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.768,HAS_UNCERTAINTY_FLAG,positive,evidence_synthesis_nonquantitative,PMID_41296402,PMID_41296402_GLM1,record:PMID_41296402_GLM1,systematic review,uncertainty:taxonomy_expansion_needed,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.639,HAS_RECORD,unclear,human_observational,PMID_41282206,PMID_41282206_GLM1,paper:PMID_41282206,cohort study,record:PMID_41282206_GLM1,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.639,HAS_TEA_TYPE,unclear,human_observational,PMID_41282206,PMID_41282206_GLM1,record:PMID_41282206_GLM1,cohort study,tea_type:unspecified_tea,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.639,HAS_MATERIAL_FORM,unclear,human_observational,PMID_41282206,PMID_41282206_GLM1,record:PMID_41282206_GLM1,cohort study,material_form:tea_infusion,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.639,HAS_COMPONENT_GROUP,unclear,human_observational,PMID_41282206,PMID_41282206_GLM1,record:PMID_41282206_GLM1,cohort study,component_group:multiple_component_groups,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.639,SUPPORTS_ACTIVITY,unclear,human_observational,PMID_41282206,PMID_41282206_GLM1,record:PMID_41282206_GLM1,cohort study,activity:metabolic_improvement,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.639,HAS_STUDY_TYPE,unclear,human_observational,PMID_41282206,PMID_41282206_GLM1,record:PMID_41282206_GLM1,cohort study,study_type:cohort_study,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.639,HAS_EVIDENCE_LEVEL,unclear,human_observational,PMID_41282206,PMID_41282206_GLM1,record:PMID_41282206_GLM1,cohort study,evidence_level:human_observational,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.639,HAS_EFFECT_DIRECTION,unclear,human_observational,PMID_41282206,PMID_41282206_GLM1,record:PMID_41282206_GLM1,cohort study,effect_direction:unclear,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.639,ACTS_VIA,unclear,human_observational,PMID_41282206,PMID_41282206_GLM1,record:PMID_41282206_GLM1,cohort study,mechanism:gene_environment_interaction,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.639,ASSOCIATED_HOST_PHENOTYPE,unclear,human_observational,PMID_41282206,PMID_41282206_GLM1,record:PMID_41282206_GLM1,cohort study,phenotype:dyslipidemia,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.639,HAS_UNCERTAINTY_FLAG,unclear,human_observational,PMID_41282206,PMID_41282206_GLM1,record:PMID_41282206_GLM1,cohort study,uncertainty:missing_processing_or_extraction_context,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.639,HAS_UNCERTAINTY_FLAG,unclear,human_observational,PMID_41282206,PMID_41282206_GLM1,record:PMID_41282206_GLM1,cohort study,uncertainty:uncertain_effect_direction,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.612,HAS_RECORD,unclear,human_observational,PMID_41282206,PMID_41282206_GLM2,paper:PMID_41282206,cohort study,record:PMID_41282206_GLM2,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.612,HAS_TEA_TYPE,unclear,human_observational,PMID_41282206,PMID_41282206_GLM2,record:PMID_41282206_GLM2,cohort study,tea_type:unspecified_tea,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.612,HAS_MATERIAL_FORM,unclear,human_observational,PMID_41282206,PMID_41282206_GLM2,record:PMID_41282206_GLM2,cohort study,material_form:tea_infusion,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.612,HAS_COMPONENT_GROUP,unclear,human_observational,PMID_41282206,PMID_41282206_GLM2,record:PMID_41282206_GLM2,cohort study,component_group:multiple_component_groups,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.612,SUPPORTS_ACTIVITY,unclear,human_observational,PMID_41282206,PMID_41282206_GLM2,record:PMID_41282206_GLM2,cohort study,activity:anti_inflammatory,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.612,HAS_STUDY_TYPE,unclear,human_observational,PMID_41282206,PMID_41282206_GLM2,record:PMID_41282206_GLM2,cohort study,study_type:cohort_study,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.612,HAS_EVIDENCE_LEVEL,unclear,human_observational,PMID_41282206,PMID_41282206_GLM2,record:PMID_41282206_GLM2,cohort study,evidence_level:human_observational,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.612,HAS_EFFECT_DIRECTION,unclear,human_observational,PMID_41282206,PMID_41282206_GLM2,record:PMID_41282206_GLM2,cohort study,effect_direction:unclear,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.612,ACTS_VIA,unclear,human_observational,PMID_41282206,PMID_41282206_GLM2,record:PMID_41282206_GLM2,cohort study,mechanism:gene_environment_interaction,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.612,ASSOCIATED_HOST_PHENOTYPE,unclear,human_observational,PMID_41282206,PMID_41282206_GLM2,record:PMID_41282206_GLM2,cohort study,phenotype:inflammation,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.612,HAS_UNCERTAINTY_FLAG,unclear,human_observational,PMID_41282206,PMID_41282206_GLM2,record:PMID_41282206_GLM2,cohort study,uncertainty:missing_processing_or_extraction_context,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.612,HAS_UNCERTAINTY_FLAG,unclear,human_observational,PMID_41282206,PMID_41282206_GLM2,record:PMID_41282206_GLM2,cohort study,uncertainty:uncertain_effect_direction,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
0.807,HAS_RECORD,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM1,paper:PMID_41277394,animal study,record:PMID_41277394_GLM1,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.807,HAS_TEA_TYPE,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM1,record:PMID_41277394_GLM1,animal study,tea_type:oolong_tea,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.807,HAS_MATERIAL_FORM,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM1,record:PMID_41277394_GLM1,animal study,material_form:purified_component,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.807,HAS_COMPONENT_GROUP,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM1,record:PMID_41277394_GLM1,animal study,component_group:mixed_polyphenols,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.807,SUPPORTS_ACTIVITY,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM1,record:PMID_41277394_GLM1,animal study,activity:gut_microbiota_modulation,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.807,HAS_STUDY_TYPE,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM1,record:PMID_41277394_GLM1,animal study,study_type:animal_study,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.807,HAS_EVIDENCE_LEVEL,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM1,record:PMID_41277394_GLM1,animal study,evidence_level:preclinical_in_vivo,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.807,HAS_EFFECT_DIRECTION,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM1,record:PMID_41277394_GLM1,animal study,effect_direction:positive,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.807,ACTS_VIA,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM1,record:PMID_41277394_GLM1,animal study,mechanism:microbiota_gut_brain_axis,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.807,MODULATES_MICROBIOTA,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM1,record:PMID_41277394_GLM1,animal study,microbiota:lactobacillus_desulfovibrio,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.807,LINKS_TO_METABOLITE,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM1,record:PMID_41277394_GLM1,animal study,metabolite:short_chain_fatty_acids,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.807,ASSOCIATED_HOST_PHENOTYPE,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM1,record:PMID_41277394_GLM1,animal study,phenotype:gut_microbiota_dysbiosis,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.807,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM1,record:PMID_41277394_GLM1,animal study,uncertainty:missing_processing_or_extraction_context,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.807,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM1,record:PMID_41277394_GLM1,animal study,uncertainty:preclinical_only,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.814,HAS_RECORD,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM2,paper:PMID_41277394,animal study,record:PMID_41277394_GLM2,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.814,HAS_TEA_TYPE,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM2,record:PMID_41277394_GLM2,animal study,tea_type:oolong_tea,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.814,HAS_MATERIAL_FORM,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM2,record:PMID_41277394_GLM2,animal study,material_form:purified_component,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.814,HAS_COMPONENT_GROUP,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM2,record:PMID_41277394_GLM2,animal study,component_group:mixed_polyphenols,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.814,SUPPORTS_ACTIVITY,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM2,record:PMID_41277394_GLM2,animal study,activity:other,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.814,HAS_STUDY_TYPE,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM2,record:PMID_41277394_GLM2,animal study,study_type:animal_study,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.814,HAS_EVIDENCE_LEVEL,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM2,record:PMID_41277394_GLM2,animal study,evidence_level:preclinical_in_vivo,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.814,HAS_EFFECT_DIRECTION,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM2,record:PMID_41277394_GLM2,animal study,effect_direction:positive,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.814,ACTS_VIA,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM2,record:PMID_41277394_GLM2,animal study,mechanism:microbiota_gut_brain_axis,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.814,ASSOCIATED_HOST_PHENOTYPE,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM2,record:PMID_41277394_GLM2,animal study,phenotype:cognitive_impairment,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.814,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM2,record:PMID_41277394_GLM2,animal study,uncertainty:missing_processing_or_extraction_context,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.814,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM2,record:PMID_41277394_GLM2,animal study,uncertainty:preclinical_only,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.814,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41277394,PMID_41277394_GLM2,record:PMID_41277394_GLM2,animal study,uncertainty:taxonomy_expansion_needed,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
0.799,HAS_RECORD,positive,evidence_synthesis_nonquantitative,PMID_41277259,PMID_41277259_GLM1,paper:PMID_41277259,systematic review,record:PMID_41277259_GLM1,moderate_uncertainty,generic_mechanism; review_summary_record
0.799,HAS_TEA_TYPE,positive,evidence_synthesis_nonquantitative,PMID_41277259,PMID_41277259_GLM1,record:PMID_41277259_GLM1,systematic review,tea_type:green_tea,moderate_uncertainty,generic_mechanism; review_summary_record
0.799,HAS_MATERIAL_FORM,positive,evidence_synthesis_nonquantitative,PMID_41277259,PMID_41277259_GLM1,record:PMID_41277259_GLM1,systematic review,material_form:purified_component,moderate_uncertainty,generic_mechanism; review_summary_record
0.799,HAS_COMPONENT_GROUP,positive,evidence_synthesis_nonquantitative,PMID_41277259,PMID_41277259_GLM1,record:PMID_41277259_GLM1,systematic review,component_group:mixed_polyphenols,moderate_uncertainty,generic_mechanism; review_summary_record
0.799,HAS_PROCESSING_STEP,positive,evidence_synthesis_nonquantitative,PMID_41277259,PMID_41277259_GLM1,record:PMID_41277259_GLM1,systematic review,processing_step:roasting,moderate_uncertainty,generic_mechanism; review_summary_record
0.799,SUPPORTS_ACTIVITY,positive,evidence_synthesis_nonquantitative,PMID_41277259,PMID_41277259_GLM1,record:PMID_41277259_GLM1,systematic review,activity:neuroprotection,moderate_uncertainty,generic_mechanism; review_summary_record
0.799,HAS_STUDY_TYPE,positive,evidence_synthesis_nonquantitative,PMID_41277259,PMID_41277259_GLM1,record:PMID_41277259_GLM1,systematic review,study_type:systematic_review,moderate_uncertainty,generic_mechanism; review_summary_record
0.799,HAS_EVIDENCE_LEVEL,positive,evidence_synthesis_nonquantitative,PMID_41277259,PMID_41277259_GLM1,record:PMID_41277259_GLM1,systematic review,evidence_level:evidence_synthesis_nonquantitative,moderate_uncertainty,generic_mechanism; review_summary_record
0.799,HAS_EFFECT_DIRECTION,positive,evidence_synthesis_nonquantitative,PMID_41277259,PMID_41277259_GLM1,record:PMID_41277259_GLM1,systematic review,effect_direction:positive,moderate_uncertainty,generic_mechanism; review_summary_record
0.799,ASSOCIATED_HOST_PHENOTYPE,positive,evidence_synthesis_nonquantitative,PMID_41277259,PMID_41277259_GLM1,record:PMID_41277259_GLM1,systematic review,phenotype:brain_macrostructure,moderate_uncertainty,generic_mechanism; review_summary_record
0.799,HAS_UNCERTAINTY_FLAG,positive,evidence_synthesis_nonquantitative,PMID_41277259,PMID_41277259_GLM1,record:PMID_41277259_GLM1,systematic review,uncertainty:generic_mechanism,moderate_uncertainty,generic_mechanism; review_summary_record
0.799,HAS_UNCERTAINTY_FLAG,positive,evidence_synthesis_nonquantitative,PMID_41277259,PMID_41277259_GLM1,record:PMID_41277259_GLM1,systematic review,uncertainty:review_summary_record,moderate_uncertainty,generic_mechanism; review_summary_record
0.871,HAS_RECORD,positive,preclinical_in_vivo,PMID_41274681,PMID_41274681_GLM2,paper:PMID_41274681,animal study,record:PMID_41274681_GLM2,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.871,HAS_TEA_TYPE,positive,preclinical_in_vivo,PMID_41274681,PMID_41274681_GLM2,record:PMID_41274681_GLM2,animal study,tea_type:green_tea,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.871,HAS_MATERIAL_FORM,positive,preclinical_in_vivo,PMID_41274681,PMID_41274681_GLM2,record:PMID_41274681_GLM2,animal study,material_form:tea_extract,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.871,HAS_COMPONENT_GROUP,positive,preclinical_in_vivo,PMID_41274681,PMID_41274681_GLM2,record:PMID_41274681_GLM2,animal study,component_group:catechins,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.871,HAS_PROCESSING_STEP,positive,preclinical_in_vivo,PMID_41274681,PMID_41274681_GLM2,record:PMID_41274681_GLM2,animal study,processing_step:storage_aging,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.871,HAS_EXTRACTION_METHOD,positive,preclinical_in_vivo,PMID_41274681,PMID_41274681_GLM2,record:PMID_41274681_GLM2,animal study,extraction_method:other_extraction,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.871,SUPPORTS_ACTIVITY,positive,preclinical_in_vivo,PMID_41274681,PMID_41274681_GLM2,record:PMID_41274681_GLM2,animal study,activity:other,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.871,HAS_STUDY_TYPE,positive,preclinical_in_vivo,PMID_41274681,PMID_41274681_GLM2,record:PMID_41274681_GLM2,animal study,study_type:animal_study,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.871,HAS_EVIDENCE_LEVEL,positive,preclinical_in_vivo,PMID_41274681,PMID_41274681_GLM2,record:PMID_41274681_GLM2,animal study,evidence_level:preclinical_in_vivo,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.871,HAS_EFFECT_DIRECTION,positive,preclinical_in_vivo,PMID_41274681,PMID_41274681_GLM2,record:PMID_41274681_GLM2,animal study,effect_direction:positive,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.871,ACTS_VIA,positive,preclinical_in_vivo,PMID_41274681,PMID_41274681_GLM2,record:PMID_41274681_GLM2,animal study,mechanism:antibacterial_effects_of_catechins,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.871,MODULATES_MICROBIOTA,positive,preclinical_in_vivo,PMID_41274681,PMID_41274681_GLM2,record:PMID_41274681_GLM2,animal study,microbiota:limosilactobacillus_lactiplantibacillus,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.871,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41274681,PMID_41274681_GLM2,record:PMID_41274681_GLM2,animal study,uncertainty:preclinical_only,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.871,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41274681,PMID_41274681_GLM2,record:PMID_41274681_GLM2,animal study,uncertainty:taxonomy_expansion_needed,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.814,HAS_RECORD,negative,evidence_synthesis_nonquantitative,PMID_41269420,PMID_41269420_GLM1,paper:PMID_41269420,systematic review,record:PMID_41269420_GLM1,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.814,HAS_TEA_TYPE,negative,evidence_synthesis_nonquantitative,PMID_41269420,PMID_41269420_GLM1,record:PMID_41269420_GLM1,systematic review,tea_type:green_tea,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.814,HAS_MATERIAL_FORM,negative,evidence_synthesis_nonquantitative,PMID_41269420,PMID_41269420_GLM1,record:PMID_41269420_GLM1,systematic review,material_form:purified_component,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.814,HAS_COMPONENT_GROUP,negative,evidence_synthesis_nonquantitative,PMID_41269420,PMID_41269420_GLM1,record:PMID_41269420_GLM1,systematic review,component_group:catechins,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.814,SUPPORTS_ACTIVITY,negative,evidence_synthesis_nonquantitative,PMID_41269420,PMID_41269420_GLM1,record:PMID_41269420_GLM1,systematic review,activity:other,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.814,HAS_STUDY_TYPE,negative,evidence_synthesis_nonquantitative,PMID_41269420,PMID_41269420_GLM1,record:PMID_41269420_GLM1,systematic review,study_type:systematic_review,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.814,HAS_EVIDENCE_LEVEL,negative,evidence_synthesis_nonquantitative,PMID_41269420,PMID_41269420_GLM1,record:PMID_41269420_GLM1,systematic review,evidence_level:evidence_synthesis_nonquantitative,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.814,HAS_EFFECT_DIRECTION,negative,evidence_synthesis_nonquantitative,PMID_41269420,PMID_41269420_GLM1,record:PMID_41269420_GLM1,systematic review,effect_direction:negative,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.814,ACTS_VIA,negative,evidence_synthesis_nonquantitative,PMID_41269420,PMID_41269420_GLM1,record:PMID_41269420_GLM1,systematic review,mechanism:ros_regulation,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.814,ACTS_VIA,negative,evidence_synthesis_nonquantitative,PMID_41269420,PMID_41269420_GLM1,record:PMID_41269420_GLM1,systematic review,mechanism:nf_b_suppression,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.814,ACTS_VIA,negative,evidence_synthesis_nonquantitative,PMID_41269420,PMID_41269420_GLM1,record:PMID_41269420_GLM1,systematic review,mechanism:mapk_modulation,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.814,ASSOCIATED_HOST_PHENOTYPE,negative,evidence_synthesis_nonquantitative,PMID_41269420,PMID_41269420_GLM1,record:PMID_41269420_GLM1,systematic review,phenotype:cancer_cell_proliferation,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.814,HAS_UNCERTAINTY_FLAG,negative,evidence_synthesis_nonquantitative,PMID_41269420,PMID_41269420_GLM1,record:PMID_41269420_GLM1,systematic review,uncertainty:missing_processing_or_extraction_context,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.814,HAS_UNCERTAINTY_FLAG,negative,evidence_synthesis_nonquantitative,PMID_41269420,PMID_41269420_GLM1,record:PMID_41269420_GLM1,systematic review,uncertainty:review_summary_record,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.814,HAS_UNCERTAINTY_FLAG,negative,evidence_synthesis_nonquantitative,PMID_41269420,PMID_41269420_GLM1,record:PMID_41269420_GLM1,systematic review,uncertainty:taxonomy_expansion_needed,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.698,HAS_RECORD,positive,preclinical_in_vivo,PMID_41265599,PMID_41265599_GLM1,paper:PMID_41265599,animal study,record:PMID_41265599_GLM1,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
