claim_text_raw,confidence_score,context_completeness_score,journal,label,mechanism_specificity_score,node_id,node_type,title,uncertainty_class,uncertainty_flags,year
The review highlights Melaleuca alternifolia (tea tree)... as notable sources of phytotherapeutics that consistently inhibit C. albicans growth.,0.708,0.500,,PMID_41303338_GLM1,0.750,record:PMID_41303338_GLM1,EvidenceRecord,,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed,
,,,,disruption of fungal cell membranes,,mechanism:disruption_of_fungal_cell_membranes,Mechanism,,,,
,,,,Candida albicans,,microbiota:candida_albicans,MicrobiotaFeature,,,,
,,,,denture-associated candidiasis,,phenotype:denture_associated_candidiasis,HostPhenotype,,,,
,,,"Children (Basel, Switzerland)",PMID_41300675,,paper:PMID_41300675,Paper,Phytotherapy in Pediatric Dentistry: A Narrative Review of Clinical Applications and Evidence.,,,2025
"green tea... demonstrated antimicrobial activity against cariogenic bacteria, reduction in plaque and gingival indices",0.647,0.550,,PMID_41300675_GLM1,0.000,record:PMID_41300675_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,
,,,,gingivitis,,phenotype:gingivitis,HostPhenotype,,,,
green tea... demonstrated antimicrobial activity against cariogenic bacteria,0.694,0.550,,PMID_41300675_GLM2,0.750,record:PMID_41300675_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,
,,,,cariogenic_bacteria,,microbiota:cariogenic_bacteria,MicrobiotaFeature,,,,
,,,,caries_prevention,,phenotype:caries_prevention,HostPhenotype,,,,
,,,Current issues in molecular biology,PMID_41296402,,paper:PMID_41296402,Paper,Regulatory Effects of Coffee/Chlorogenic Acid and Tea/Epigallocatechin-3-O-Gallate on microRNA in Association with Their Anticancer Activity.,,,2025
This review provides updated information on how CGA and EGCG exhibit anticancer activity via ROS-dependent anticancer pathways by regulating microRNA expression.,0.768,0.550,,PMID_41296402_GLM1,0.550,record:PMID_41296402_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,
,,,,microRNA regulation,,mechanism:microrna_regulation,Mechanism,,,,
,,,,cancer,,phenotype:cancer,HostPhenotype,,,,
,,,Research square,PMID_41282206,,paper:PMID_41282206,Paper,How Tea Consumption Interacts with Genetics to Affect Cardiovascular Biomarkers in Older Adults? Findings from the CLHLS.,,,2025
"The results showed that the consumption of tea was associated with higher levels of TC, TG, and LDLC levels, lower levels of HDLC... drinking tea increased TG and LDLC levels of higher PRS older adults, while lowering their HDLC... levels.",0.639,0.300,,PMID_41282206_GLM1,0.550,record:PMID_41282206_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction,
,,,,dyslipidemia,,phenotype:dyslipidemia,HostPhenotype,,,,
Tea consumption had both beneficial and unfavorable effects... protective against inflammatory related biomarkers... lowering their... hs-CRP levels.,0.612,0.300,,PMID_41282206_GLM2,0.550,record:PMID_41282206_GLM2,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction,
,,,Food & function,PMID_41277394,,paper:PMID_41277394,Paper,Oolong tea polyphenols alleviate cognitive impairment in sleep-deprived mice through the microbiota-gut-brain axis.,,,2025
"OTPs reversed the dysbiosis of the microbiota structure, increased the abundance of beneficial bacteria such as Lactobacillus, reduced the abundance of harmful bacteria such as Desulfovibrio and thus promoted the production of short-chain fatty acids.",0.807,0.550,,PMID_41277394_GLM1,0.750,record:PMID_41277394_GLM1,EvidenceRecord,,low_uncertainty,missing_processing_or_extraction_context; preclinical_only,
,,,,oolong tea,,tea_type:oolong_tea,TeaType,,,,
,,,,microbiota-gut-brain axis,,mechanism:microbiota_gut_brain_axis,Mechanism,,,,
,,,,"Lactobacillus, Desulfovibrio",,microbiota:lactobacillus_desulfovibrio,MicrobiotaFeature,,,,
,,,,gut microbiota dysbiosis,,phenotype:gut_microbiota_dysbiosis,HostPhenotype,,,,
OTPs significantly alleviate SD-induced cognitive impairment via the microbiota-gut-brain axis.,0.814,0.550,,PMID_41277394_GLM2,0.850,record:PMID_41277394_GLM2,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,
,,,,cognitive impairment,,phenotype:cognitive_impairment,HostPhenotype,,,,
,,,Nutrition research reviews,PMID_41277259,,paper:PMID_41277259,Paper,Dietary factors and MRI biomarkers of brain ageing in general populations: a comprehensive systematic review.,,,2025
green tea consumption (+100 mL/d) reduced hippocampal atrophy by 0.024%/year,0.799,0.800,,PMID_41277259_GLM1,0.000,record:PMID_41277259_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; review_summary_record,
,,,,brain_macrostructure,,phenotype:brain_macrostructure,HostPhenotype,,,,
,,,Journal of oral biosciences,PMID_41274681,,paper:PMID_41274681,Paper,Microbial profiling of bold green tea bottled beverages: A screening experiment.,,,2025
"former members of the genus Lactobacillus, such as Limosilactobacillus and Lactiplantibacillus spp., were specifically detected as the predominant bacteria",0.871,1.000,,PMID_41274681_GLM2,0.750,record:PMID_41274681_GLM2,EvidenceRecord,,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed,
,,,,antibacterial effects of catechins,,mechanism:antibacterial_effects_of_catechins,Mechanism,,,,
,,,,"Limosilactobacillus, Lactiplantibacillus",,microbiota:limosilactobacillus_lactiplantibacillus,MicrobiotaFeature,,,,
,,,Discover oncology,PMID_41269420,,paper:PMID_41269420,Paper,Therapeutic potential of green tea's epigallocatechin-3-gallate in oral cancer: a comprehensive systematic review of cellular and molecular pathways.,,,2025
EGCG treatment was reported to inhibit cell proliferation (IC50: 20-80 µM),0.814,0.550,,PMID_41269420_GLM1,0.850,record:PMID_41269420_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,
,,,,ROS regulation,,mechanism:ros_regulation,Mechanism,,,,
,,,,NF-κB suppression,,mechanism:nf_b_suppression,Mechanism,,,,
,,,,MAPK modulation,,mechanism:mapk_modulation,Mechanism,,,,
,,,,cancer cell proliferation,,phenotype:cancer_cell_proliferation,HostPhenotype,,,,
,,,International journal of biological macromolecules,PMID_41265599,,paper:PMID_41265599,Paper,Cold plasma treatment and tea polyphenols addition synergistically enhance the properties of κ-carrageenan/carboxymethyl chitosan films.,,,2025
high radical scavenging rates of 77.9 ± 4.12 % (DPPH) and 88.56 ± 2.08 % (ABTS+).,0.698,0.300,,PMID_41265599_GLM1,0.550,record:PMID_41265599_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,
,,,,hydrogen bond reorganization,,mechanism:hydrogen_bond_reorganization,Mechanism,,,,
,,,Biomaterials research,PMID_41255516,,paper:PMID_41255516,Paper,Epigallocatechin Gallate Attenuates CaOx Crystal-Induced Renal Tubular Injury to Inhibit CaOx Nephrolithiasis via GRP94/PI3K/AKT Signaling.,,,2025
EGCG was found to inhibit the GRP94/PI3K/AKT pathway... attenuating CaOx crystal-induced oxidative stress and inflammation,0.717,0.300,,PMID_41255516_GLM2,0.850,record:PMID_41255516_GLM2,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction,
,,,,GRP94/PI3K/AKT pathway inhibition,,mechanism:grp94_pi3k_akt_pathway_inhibition,Mechanism,,,,
,,,,renal tubular injury,,phenotype:renal_tubular_injury,HostPhenotype,,,,
,,,RSC advances,PMID_41244722,,paper:PMID_41244722,Paper,Tea-derived catalysts: a sustainable approach to organic transformations.,,,2025
These catalysts ... have been successfully employed in various organic reactions ... offering high yields under mild and environmentally friendly conditions.,0.671,0.300,,PMID_41244722_GLM1,0.550,record:PMID_41244722_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,
,,,,catalytic activity,,mechanism:catalytic_activity,Mechanism,,,,
,,,Frontiers in nutrition,PMID_41235304,,paper:PMID_41235304,Paper,Efficacy of dietary supplements as an adjunctive therapy for polycystic ovary syndrome: an umbrella meta-analysis.,,,2025
"Plant-derived compounds like curcumin lower fasting glucose (SMD = -3.43) via NF-ĸB pathway inhibition, while green tea catechins reduce adiposity.",0.678,0.550,,PMID_41235304_GLM1,0.000,record:PMID_41235304_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context,
,,,,adiposity,,phenotype:adiposity,HostPhenotype,,,,
,,,International journal of molecular sciences,PMID_41226835,,paper:PMID_41226835,Paper,Epigallocatechin Gallate as a Molecular Therapeutic in Heart Failure and Cardio-Oncology: Mechanistic Pathways and Translational Perspectives.,,,2025
"EGCG has demonstrated pleiotropic bioactivity in preclinical models, encompassing potent antioxidant, anti-inflammatory, and anti-apoptotic properties.",0.768,0.550,,PMID_41226835_GLM1,0.550,record:PMID_41226835_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,
,,,,"antioxidant, anti-inflammatory, anti-apoptotic, metabolic modulation",,mechanism:antioxidant_anti_inflammatory_anti_apoptotic_metabolic_modulation,Mechanism,,,,
,,,,heart failure,,phenotype:heart_failure,HostPhenotype,,,,
,,,Journal of food science and technology,PMID_41210635,,paper:PMID_41210635,Paper,Advances in research and applications of Epigallocatechin gallate: from green tea to therapeutic gold.,,,2025
"This review critically evaluates recent advancements in the pharmacological actions of EGCG, including its ... neuroprotective ... properties.",0.694,0.550,,PMID_41210635_GLM1,0.250,record:PMID_41210635_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record,
,,,,modulation of signaling pathways,,mechanism:modulation_of_signaling_pathways,Mechanism,,,,
,,,,neural phenotype,,phenotype:neural_phenotype,HostPhenotype,,,,
"The underlying molecular mechanisms including modulation of key signaling pathways, such as NF-κB, MAPK, and PI3K/Akt, are discussed in detail",0.704,0.550,,PMID_41210635_GLM2,0.850,record:PMID_41210635_GLM2,EvidenceRecord,,moderate_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; review_summary_record,
,,,,"modulation of NF-κB, MAPK, and PI3K/Akt pathways",,mechanism:modulation_of_nf_b_mapk_and_pi3k_akt_pathways,Mechanism,,,,
"The underlying molecular mechanisms including modulation of key signaling pathways, such as NF-κB, MAPK, and PI3K/Akt, are discussed in detail",0.704,0.550,,PMID_41210635_GLM3,0.850,record:PMID_41210635_GLM3,EvidenceRecord,,moderate_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; review_summary_record,
,,,Food chemistry,PMID_41207049,,paper:PMID_41207049,Paper,"Influence mechanism of fixation on the development of green tea flavor and related non-volatile and volatile metabolites by objective quantification, widely targeted metabolomics, and aroma metabolomics.",,,2025
"RHF accelerated flavonoid transformation and amino acid formation metabolism, resulting in higher L-glutamic acid and catechin contents, lower rutin and l-lysine contents.",0.833,0.800,,PMID_41207049_GLM1,0.550,record:PMID_41207049_GLM1,EvidenceRecord,,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction,
,,,,metabolism of flavonoids and amino acids,,mechanism:metabolism_of_flavonoids_and_amino_acids,Mechanism,,,,
,,,BMC public health,PMID_41184896,,paper:PMID_41184896,Paper,Higher Life's Essential 8 score is associated with lower risk of kidney stones in Chinese adults: a cross-sectional study.,,,2025
Higher LE8 and its subscale scores were associated with a lower risk of kidney stones.,0.578,0.300,,PMID_41184896_GLM1,0.000,record:PMID_41184896_GLM1,EvidenceRecord,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,
,,,,kidney stones,,phenotype:kidney_stones,HostPhenotype,,,,
,,,Food chemistry,PMID_41175620,,paper:PMID_41175620,Paper,Does thermal processing improve intestinal antioxidant function of key tea components? A comparative study on polyphenols and theabrownin under oxidative stress.,,,2025
"Thermal processing increased the levels of low-molecular-weight compounds in theabrownin, and theabrownin maintained antioxidant bioactivity after heating, as indicated by a 25.6 % increase in BCL2/BAX ratio and cytoprotective effects.",0.776,0.550,,PMID_41175620_GLM2,0.750,record:PMID_41175620_GLM2,EvidenceRecord,,moderate_uncertainty,preclinical_only,
,,,,thermal processing/heating,,processing_step:thermal_processing_heating,ProcessingStep,,,,
,,,,cytoprotective effects,,mechanism:cytoprotective_effects,Mechanism,,,,
,,,Trials,PMID_41163054,,paper:PMID_41163054,Paper,"The effects of a newly developed beverage powder supplement on anthropometric measures, body composition, metabolic syndrome components, and appetite in obese or overweight adults: a protocol for a randomized clinical trial study.",,,2025
"Next-generation probiotics, especially Akkermansia muciniphila, alongside compounds found in green tea extract and konjac glucomannan, offer promise in obesity management by enhancing gut microbiota balance and metabolic function.",0.750,0.750,,PMID_41163054_GLM1,0.750,record:PMID_41163054_GLM1,EvidenceRecord,,moderate_uncertainty,low_llm_confidence,
,,,,enhancing gut microbiota balance,,mechanism:enhancing_gut_microbiota_balance,Mechanism,,,,
"This research investigates a unique supplement that integrates these elements, proposing that it will outperform lifestyle changes alone in improving... metabolic metrics... among overweight or obese adults.",0.738,0.750,,PMID_41163054_GLM2,0.550,record:PMID_41163054_GLM2,EvidenceRecord,,moderate_uncertainty,low_llm_confidence,
,,,,synergistic effects of probiotic and prebiotics,,mechanism:synergistic_effects_of_probiotic_and_prebiotics,Mechanism,,,,
,,,"Plants (Basel, Switzerland)",PMID_41157739,,paper:PMID_41157739,Paper,A Review and Survey of Local Eastern Kentucky Medicinal Plants and Their Pharmacological Benefits.,,,2025
"The most common pharmacological activity among the plants was antimicrobial, followed by anticancer, antioxidant and anti-inflammatory activities.",0.578,0.300,,PMID_41157739_GLM1,0.000,record:PMID_41157739_GLM1,EvidenceRecord,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record,
"The most common pharmacological activity among the plants was antimicrobial, followed by anticancer, antioxidant and anti-inflammatory activities.",0.578,0.300,,PMID_41157739_GLM2,0.000,record:PMID_41157739_GLM2,EvidenceRecord,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,
,,,Nutrients,PMID_41156555,,paper:PMID_41156555,Paper,Chlorogenic Acid's Role in Metabolic Health: Mechanisms and Therapeutic Potential.,,,2025
"These properties make CGA a promising agent against metabolic syndrome (type 2 diabetes, obesity, hypertension, and dyslipidemia)",0.696,0.500,,PMID_41156555_GLM1,0.550,record:PMID_41156555_GLM1,EvidenceRecord,,moderate_uncertainty,review_summary_record; uncertain_effect_direction,
,,,,improved insulin sensitivity and lipid balance,,mechanism:improved_insulin_sensitivity_and_lipid_balance,Mechanism,,,,
,,,,metabolic syndrome,,phenotype:metabolic_syndrome,HostPhenotype,,,,
"contributing to improved insulin sensitivity, lipid balance, and overall energy homeostasis",0.687,0.500,,PMID_41156555_GLM2,0.850,record:PMID_41156555_GLM2,EvidenceRecord,,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,
,,,,modulation of oxidative stress and key cellular signaling pathways,,mechanism:modulation_of_oxidative_stress_and_key_cellular_signaling_pathways,Mechanism,,,,
,,,Poultry science,PMID_41151447,,paper:PMID_41151447,Paper,Targeted ileal microbiome modulation by in ovo seaweed polyphenols (Fucus spiralis) as an alternative to in-feed antibiotics in broiler chickens.,,,2025
The same effect [suppression of Clostridium sensu stricto 1] was not observed with tea polyphenols.,0.780,0.550,,PMID_41151447_GLM1,0.750,record:PMID_41151447_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction,
,,,,Clostridium sensu stricto 1,,microbiota:clostridium_sensu_stricto_1,MicrobiotaFeature,,,,
,,,"Gels (Basel, Switzerland)",PMID_41149402,,paper:PMID_41149402,Paper,Single-Step Engineered Gelatin-Based Hydrogel for Integrated Prevention of Postoperative Adhesion and Promotion of Wound Healing.,,,2025
GPP20 significantly reduced postoperative cecum-abdominal wall adhesions through both physical barrier effects and modulation of inflammation and collagen deposition,0.698,0.300,,PMID_41149402_GLM1,0.550,record:PMID_41149402_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,
,,,,modulation of inflammation and collagen deposition,,mechanism:modulation_of_inflammation_and_collagen_deposition,Mechanism,,,,
,,,,postoperative adhesion,,phenotype:postoperative_adhesion,HostPhenotype,,,,
"GPP20 exhibited effective ROS scavenging (82% ABTS scavenging capability), which protects cells against oxidative stress",0.671,0.300,,PMID_41149402_GLM2,0.550,record:PMID_41149402_GLM2,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,
GPP20 accelerated tissue regeneration (85% wound closure rate on day 10) by promoting macrophage polarization toward the M2 phenotype and stimulating angiogenesis,0.698,0.300,,PMID_41149402_GLM3,0.550,record:PMID_41149402_GLM3,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,
,,,,M2 macrophage polarization and angiogenesis,,mechanism:m2_macrophage_polarization_and_angiogenesis,Mechanism,,,,
,,,Frontiers in pharmacology,PMID_41142253,,paper:PMID_41142253,Paper,Research on the mechanisms of plant bioactive metabolites in anti-skin aging and future development prospects.,,,2025
"This review describes skin aging, common plant (e.g., rice, ginseng, tea, etc.) bioactive metabolites and their efficacy and mechanism of action in delaying skin aging.",0.530,0.300,,PMID_41142253_GLM1,0.550,record:PMID_41142253_GLM1,EvidenceRecord,,high_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,
,,,,antioxidant,,mechanism:antioxidant,Mechanism,,,,
,,,,anti-inflammatory,,mechanism:anti_inflammatory,Mechanism,,,,
,,,,MMP inhibition,,mechanism:mmp_inhibition,Mechanism,,,,
,,,Food & function,PMID_41140262,,paper:PMID_41140262,Paper,The impact of (poly)phenol-rich foods and extracts on flow-mediated dilation (FMD): a narrative review.,,,2025
"Tea (1.2-4.8%) have the most robust evidence, consistently improving FMD, with chronic intake sustaining benefits.",0.671,0.300,,PMID_41140262_GLM1,0.550,record:PMID_41140262_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,
,,,,endothelial function improvement,,mechanism:endothelial_function_improvement,Mechanism,,,,
,,,,endothelial function,,phenotype:endothelial_function,HostPhenotype,,,,
,,,Current pharmaceutical design,PMID_41140078,,paper:PMID_41140078,Paper,A Review of the Impact of Green Tea (Camellia sinensis L.) on Oral Health.,,,2025
"Green tea inhibits the growth of cariogenic bacteria, such as Streptococcus mutans, reduces plaque development, and inhibits the development of halitosis.",0.753,0.550,,PMID_41140078_GLM1,0.750,record:PMID_41140078_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,
,,,,antibacterial,,mechanism:antibacterial,Mechanism,,,,
,,,,dental caries,,phenotype:dental_caries,HostPhenotype,,,,
"its anti-inflammatory effects help reduce gingival inflammation and oxidative stress, thereby easing the symptoms of periodontal disease.",0.740,0.550,,PMID_41140078_GLM2,0.550,record:PMID_41140078_GLM2,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,
,,,,periodontal disease,,phenotype:periodontal_disease,HostPhenotype,,,,
,,,Atherosclerosis,PMID_41135302,,paper:PMID_41135302,Paper,The mediating role of oxidative balance score in the association between magnesium-rich diet and cardiovascular mortality: Findings from the PLCO cohort study.,,,2025
"High adherence to MRD was associated with a substantially reduced risk of CVD mortality, including both heart disease and cerebrovascular disease, with oxidative balance playing a potential mediating role.",0.612,0.300,,PMID_41135302_GLM1,0.550,record:PMID_41135302_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context,
,,,,oxidative balance,,mechanism:oxidative_balance,Mechanism,,,,
,,,"Advances in nutrition (Bethesda, Md.)",PMID_41106481,,paper:PMID_41106481,Paper,"Tea Polyphenol Epigallocatechin Gallate and the Gut-Health Axis: Unraveling Structural Characteristics, Metabolic Pathways, and Systemic Benefits.",,,2025
modulating gut microbiota composition by promoting beneficial bacteria and inhibiting pathogenic strains,0.846,0.800,,PMID_41106481_GLM1,0.750,record:PMID_41106481_GLM1,EvidenceRecord,,low_uncertainty,review_summary_record; uncertain_effect_direction,
,,,,Promoting beneficial bacteria and inhibiting pathogenic strains,,mechanism:promoting_beneficial_bacteria_and_inhibiting_pathogenic_strains,Mechanism,,,,
,,,,pathogenic strains,,microbiota:pathogenic_strains,MicrobiotaFeature,,,,
"enhancing intestinal barrier function by upregulating tight junction proteins, and promoting the production of short-chain fatty acids",0.846,0.800,,PMID_41106481_GLM2,0.750,record:PMID_41106481_GLM2,EvidenceRecord,,low_uncertainty,missing_named_microbiota; review_summary_record,
,,,,Upregulating tight junction proteins,,mechanism:upregulating_tight_junction_proteins,Mechanism,,,,
"modulates key gut-related health pathways and its broader implications for systemic health through various interconnected gut axes, including the gut-liver, gut-brain, gut-renal, and gut-lung axes",0.825,0.800,,PMID_41106481_GLM3,0.850,record:PMID_41106481_GLM3,EvidenceRecord,,low_uncertainty,missing_named_microbiota; review_summary_record; uncertain_effect_direction,
,,,,Modulation of key gut-related health pathways,,mechanism:modulation_of_key_gut_related_health_pathways,Mechanism,,,,
,,,,systemic health,,phenotype:systemic_health,HostPhenotype,,,,
,,,Food science & nutrition,PMID_41089755,,paper:PMID_41089755,Paper,Fermented Tea and Cognitive Dysfunction in Diabetes: A Novel Perspective on the Gut-Brain AXIS.,,,2025
"Compounds including catechins in fermented tea positively modulate gut microbiota composition, promoting commensal bacteria while suppressing pathogenic strains.",0.846,0.800,,PMID_41089755_GLM1,0.750,record:PMID_41089755_GLM1,EvidenceRecord,,low_uncertainty,review_summary_record,
,,,,gut-brain axis,,mechanism:gut_brain_axis,Mechanism,,,,
,,,,commensal bacteria,,microbiota:commensal_bacteria,MicrobiotaFeature,,,,
,,,,cognitive health,,phenotype:cognitive_health,HostPhenotype,,,,
"The antioxidant properties of tea polyphenols and catechins mitigate oxidative stress, a key pathogenic factor in diabetic cognitive impairment.",0.787,0.800,,PMID_41089755_GLM2,0.250,record:PMID_41089755_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; review_summary_record; taxonomy_expansion_needed,
,,,,diabetic cognitive impairment,,phenotype:diabetic_cognitive_impairment,HostPhenotype,,,,
,,,Clinical therapeutics,PMID_41073208,,paper:PMID_41073208,Paper,The Association Between Green Tea Intake and Metabolic Syndrome: A Systematic Review and Meta-analysis of Randomized Controlled Trials.,,,2025
"green tea consumption did not significantly affect FBS, HbA1C, systolic blood pressure, diastolic blood pressure, total cholesterol, TG, HDL-C, or LDL-C.",0.702,0.550,,PMID_41073208_GLM1,0.000,record:PMID_41073208_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction,
,,,Journal of advanced research,PMID_41067627,,paper:PMID_41067627,Paper,The dual fate of L-theanine in tea: Metabolic regulation and processing transformations.,,,2025
"This review systematically elucidated the complete ""root-to-shoot"" metabolic pathway regulated by key genes and transporters of L-theanine.",0.736,0.550,,PMID_41067627_GLM1,0.550,record:PMID_41067627_GLM1,EvidenceRecord,,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,
,,,,processing category contrast,,processing_step:processing_category_contrast,ProcessingStep,,,,
,,,,regulation by key genes and transporters,,mechanism:regulation_by_key_genes_and_transporters,Mechanism,,,,
,,,Phytomedicine : international journal of phytotherapy and phytopharmacology,PMID_41061287,,paper:PMID_41061287,Paper,"Theaflavins in black tea ameliorate high-fat diet-induced obesity and inflammation via gut microbiota, AMPK-mediated metabolism, and NF-κB pathway.",,,2025
"TFs exerted protective effects by mitigating body weight, lipid deposition... TFs activated the AMPK/SREBP-1 pathway and AMPK/SIRT1/PGC-1α/UCP1 pathway to mitigate the lipid metabolism and energy metabolism.",0.873,0.800,,PMID_41061287_GLM1,0.750,record:PMID_41061287_GLM1,EvidenceRecord,,low_uncertainty,preclinical_only,
,,,,AMPK/SREBP-1 pathway,,mechanism:ampk_srebp_1_pathway,Mechanism,,,,
,,,,AMPK/SIRT1/PGC-1α/UCP1 pathway,,mechanism:ampk_sirt1_pgc_1_ucp1_pathway,Mechanism,,,,
,,,,gut microbiota modulation,,mechanism:gut_microbiota_modulation,Mechanism,,,,
,,,,"Alistipes, Akkermansia, Coprococcus, NK4A214_group, Collinsella, Rikenellaceae_RC9_gut_group",,microbiota:alistipes_akkermansia_coprococcus_nk4a214_group_collinsella_rikenellaceae_rc9_gut_group,MicrobiotaFeature,,,,
,,,,"mitigated body weight, lipid deposition",,phenotype:mitigated_body_weight_lipid_deposition,HostPhenotype,,,,
,,,,white adipose tissue browning,,phenotype:white_adipose_tissue_browning,HostPhenotype,,,,
"TFs exerted protective effects by mitigating... immune response in the whole body, adipose tissues, and colon. ...thereby inhibiting TRL4/MyD88/NF-κB pathway and protecting the intestinal barrier.",0.880,0.800,,PMID_41061287_GLM2,0.850,record:PMID_41061287_GLM2,EvidenceRecord,,low_uncertainty,preclinical_only,
,,,,TRL4/MyD88/NF-κB pathway inhibition,,mechanism:trl4_myd88_nf_b_pathway_inhibition,Mechanism,,,,
,,,,intestinal barrier protection,,mechanism:intestinal_barrier_protection,Mechanism,,,,
,,,,"mitigated immune response in whole body, adipose tissues, and colon",,phenotype:mitigated_immune_response_in_whole_body_adipose_tissues_and_colon,HostPhenotype,,,,
"TFs promoted the potential probiotics (Alistipes, Akkermansia, Coprococcus, NK4A214_group, Collinsella, and Rikenellaceae_RC9_gut_group) and regulated metabolic pathway... thereby... protecting the intestinal barrier.",0.873,0.800,,PMID_41061287_GLM3,0.750,record:PMID_41061287_GLM3,EvidenceRecord,,low_uncertainty,preclinical_only,
,,,,"regulated metabolic pathways (starch and sucrose, α-linolenic acid, glycine-serine-threonine)",,mechanism:regulated_metabolic_pathways_starch_and_sucrose_linolenic_acid_glycine_serine_threonine,Mechanism,,,,
,,,,improved intestinal barrier integrity,,phenotype:improved_intestinal_barrier_integrity,HostPhenotype,,,,
,,,Neuroscience,PMID_41052623,,paper:PMID_41052623,Paper,Effect of Origanum majorana tea on oxidative stress biomarkers in Parkinson's disease: a randomized placebo-controlled pilot study.,,,2025
"In the experimental group, Day31 measurements showed a significant increase in SOD (19.28 U/mg) and catalase (130.1 µmol/L) compared to Day1...",0.719,0.500,,PMID_41052623_GLM1,0.550,record:PMID_41052623_GLM1,EvidenceRecord,,moderate_uncertainty,,
,,,Frontiers in endocrinology,PMID_41019326,,paper:PMID_41019326,Paper,Metabolic regulation of obesity by naturally occurring compounds: mechanisms and therapeutic potential.,,,2025
"Clinical evidence supports the efficacy of selected compounds, with green tea catechins showing 4% to 5% body fat reduction",0.780,0.550,,PMID_41019326_GLM1,0.750,record:PMID_41019326_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,
,,,,"multi-targeted (adipogenesis suppression, lipolysis activation, thermogenesis, microbiome modulation)",,mechanism:multi_targeted_adipogenesis_suppression_lipolysis_activation_thermogenesis_microbiome_modulation,Mechanism,,,,
,,,,SCFA,,metabolite:scfa,MicrobialMetabolite,,,,
gut microbiome modulation through SCFA production,0.753,0.550,,PMID_41019326_GLM2,0.750,record:PMID_41019326_GLM2,EvidenceRecord,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,
,,,,SCFA production,,mechanism:scfa_production,Mechanism,,,,
